X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
475762.818519539,4435493.35586751,train,1.9245697329509705E-4,1.8724716066545104,0.08667098472848118
474363.340837344,4433520.03801908,train,0.011405769233363065,97.38925395994117,0.8490314827937456
478501.882610708,4431195.779174,train,0.006412477974198091,87.40288277893761,0.7597211662617284
481387.943667635,4433982.47112763,train,8.20191210739172E-4,16.366470682849048,0.2879600765852952
478664.499375238,4431013.90701039,train,0.010204586118911722,96.73008894351453,0.834207184720519
474662.217253871,4432829.65291504,train,0.002156324215886196,50.80709524957622,0.5153228673533532
474618.988178548,4434924.01368223,train,0.002022596921174549,48.059184406876554,0.499321984880398
474441.366368383,4433592.86338531,train,0.008859815037896363,95.94106364056562,0.8137300233875605
477440.34325499,4435066.75039237,train,8.773251189193086E-4,18.796669955096093,0.3019620780524782
478463.917852968,4431440.97147013,train,0.003905941402173,75.22498727620906,0.6582273138898044
474422.08479708,4433539.15095115,train,0.009924533789671201,96.58068713670689,0.8303226263355061
481440.066925949,4434060.12823842,train,0.0012177344253397004,28.81407903148262,0.375169556403682
478371.81527373,4438053.24765695,train,2.388110110687292E-4,2.560566658894943,0.10534691793963859
481006.880582198,4432476.03282277,train,4.482088711803807E-4,6.815827411601541,0.18099952196945648
476801.644926592,4434768.70983185,train,0.005107566529161783,82.4933278615931,0.7157809052979378
478574.892622357,4435789.9262396,train,0.0018545862081459194,44.99814512002018,0.47765670282055894
483105.818653542,4434799.14261903,train,0.0010877421218481276,24.45014269059846,0.3491016710529027
477441.570707842,4433720.76636051,train,0.0084378251299545,95.6329175698135,0.8062195428420778
474213.396845688,4433458.55019516,train,0.0023737966547472894,54.517691963380415,0.5392680371761779
478471.089229703,4431465.7060797,train,0.0027566151648388214,59.52544309324313,0.5761306495595857
473805.036298005,4434472.10105186,train,0.0064875420113457835,87.46314411851299,0.7618391887120212
483001.938939244,4433989.27141803,train,5.070030087786321E-4,8.209786614593213,0.199993866914076
477331.268557614,4430851.82827333,train,0.012575296058700561,98.41061200752259,0.8611219481602645
473626.628536341,4434682.99564418,train,0.004372563854028058,77.84696233680555,0.6831433330993041
474631.986100117,4434834.32486089,train,0.002537075318164384,57.05575846948581,0.5557466743231568
474630.007614934,4433940.72457232,train,0.006126134574684039,86.92414129138642,0.7512835448357198
478611.727895665,4430656.88434673,train,0.02052264224547431,100.0,0.9100654571657205
477440.932336435,4433662.71919849,train,0.00787414506238717,94.93883295283104,0.7951886813264998
481018.45630754,4431729.599701,train,8.97383144355582E-4,19.73838042221288,0.3067480606203271
483137.936178582,4434830.55198949,train,8.778808853159098E-4,18.848288933748453,0.3020955776868321
475796.25242747,4435593.23159799,train,1.4203375787119382E-4,1.0761219335608487,0.06544961875732637
478379.521373063,4431448.42505382,train,0.0014426838544429265,34.46966021320189,0.41566636391313627
476801.27912229,4434743.52916058,train,0.005284461617059268,83.45225174633842,0.7226563389250125
481488.577724163,4434030.82045088,train,0.0016242707872583405,39.57354753380589,0.4447180829080978
477317.102137586,4432161.03871947,train,0.004669287352250157,80.75372532804238,0.6971814881641727
477275.420378188,4432181.24998051,train,0.0051018585698019295,82.42488469537892,0.7155533705440462
477570.864805976,4430339.83216496,train,0.016327307814322935,100.0,0.8895098967497693
477428.754498064,4435038.04589905,train,0.0011412490224598005,26.21504593759584,0.3600905726575926
474649.443162662,4434883.02753538,train,0.0023417144517324066,54.373466074212935,0.5358854379565309
477868.851264658,4435269.53992436,train,0.010195079693375015,96.7250174729243,0.8340782413186398
473718.178754241,4434680.63262233,train,0.007156988812461439,89.900248823822,0.779197341040576
481549.857680374,4433915.56915709,train,0.0012969893501233194,30.75416212484352,0.3900627026864876
477478.774392465,4430367.01775964,train,0.02403010322018137,100.0,0.9221707439494135
481570.378032683,4433895.18935514,train,0.001499064759150054,35.76125415987806,0.425006827659777
476828.77114574,4434745.37847237,train,0.0062300833602041885,87.25645655156882,0.7544142340366451
481584.016022811,4433922.88752311,train,0.001078670292702634,24.344390635311516,0.3472010291291778
478624.753504868,4431595.33966863,train,0.004478695457206118,78.46163690681144,0.6883115544000916
477775.40768978,4431267.01403168,train,7.363341520419738E-4,13.918654857745485,0.26636079397445805
478570.079415496,4431033.98153766,train,0.010434104006321093,96.85253172832672,0.8372606131440259
478585.469515876,4435834.66173491,train,0.0017725669669144083,42.838075753385,0.4663843875844745
478432.340064381,4431094.69929243,train,0.011066016644372045,97.18964993003459,0.8451143048714884
477389.601427484,4433486.20027707,train,0.0012692663030335822,30.009794376893225,0.3849345575860054
474396.968846775,4433565.31766425,train,0.01224633776904105,98.12337107530134,0.8579214634988618
479360.229199745,4432923.22165531,train,3.903218949193696E-4,5.563725171111271,0.16139596901664416
478578.955216179,4435857.94086172,train,0.001625456362774198,39.609494383753315,0.4448982718589168
482944.330773145,4433965.7794145,train,7.624294454392771E-4,14.84232960032722,0.2732213560483491
477192.234372253,4434535.67733782,train,0.003164112206267302,65.36243663384096,0.6093969798922092
474499.178838266,4432955.58603606,train,5.139280448672196E-4,8.316044633292265,0.2021732660118308
477624.034953912,4431106.22442181,train,5.305357791068725E-4,8.601954127987558,0.20735186447732726
478142.806326324,4430937.28289116,train,0.00393529384424714,75.47208069365206,0.6599095573295003
473942.053512125,4434716.18349083,train,0.0050402083257220995,81.87128946619968,0.7130724049871054
477499.819534493,4433530.09478197,train,0.0078734150414892,94.93591632082615,0.7951735809406952
474595.68047004,4434948.17526879,train,0.0027934916104944197,59.923924955481134,0.5793724894908135
477437.964462643,4430285.33482437,train,0.015890439478455927,100.0,0.8868160580504872
479363.99093796,4432988.27759856,train,3.999783206879776E-4,5.766135353704164,0.16473109688616924
479679.272962021,4433069.73710096,train,0.0014895055398848845,35.579135086192224,0.42344425854121126
477513.339835345,4430321.98176289,train,0.01607876522685384,100.0,0.8879932614119929
473924.270375852,4434637.72885245,train,0.006482315324867081,87.45894813944345,0.7616929216568651
478473.588624133,4431208.95352267,train,0.0034597807768786603,69.11041761316227,0.6304413969468209
474628.990813098,4433971.15024905,train,0.0069866952685062895,87.86386389156124,0.7750262746060258
477411.101161117,4431327.73178646,train,0.0029825984048667676,62.949035352286565,0.5952472590403577
478507.926276113,4430873.63775283,train,0.007097070452833976,89.39058451841012,0.7777474888959386
473942.599419476,4434508.38639434,train,0.0040306922958458745,76.04261132507662,0.6652644456974701
477759.666049652,4430806.00885653,train,0.001226203193823259,29.083902902397615,0.37679557607040437
