background,x,y,green,BIO3,soc,sand,roads,BIO06,twi
background,474684.9838,4434626.1748,0.0972177237272263,38.2289199829102,21.0197257995605,38.8485946655273,79.0985107421875,5.61209440231323,7.62580680847168
background,474684.9838,4437576.1748,0.114279262721539,36.939754486084,28.5606994628906,32.9253425598145,32.1675796508789,5.42425060272217,7.88397884368896
background,474684.9838,4440126.1748,0.156476184725761,37.5205001831055,21.4306468963623,29.120964050293,97.1668853759766,4.99601221084595,9.23613834381104
background,474734.9838,4433626.1748,0.0913145542144775,39.2952194213867,22.7824802398682,40.8992156982422,243.235305786133,5.39791631698608,8.78171443939209
background,474734.9838,4438526.1748,0.0981020629405975,36.9324951171875,28.3677406311035,31.5979309082031,211.352981567383,5.3495945930481,7.91637516021729
background,474734.9838,4439676.1748,0.116401456296444,37.4296913146973,25.962287902832,30.4987945556641,128.579620361328,5.10909032821655,11.7280492782593
background,474784.9838,4433926.1748,0.0962870046496391,38.1545600891113,22.5289707183838,39.9308967590332,151.036849975586,5.41345548629761,10.476526260376
background,474834.9838,4437126.1748,0.123188316822052,37.3189506530762,28.9583435058594,32.4850082397461,85.853645324707,5.71608257293701,8.30848407745361
background,474834.9838,4438476.1748,0.108562529087067,36.8543968200684,28.0503044128418,31.1431541442871,120.329521179199,5.35471296310425,8.66266822814941
background,474834.9838,4440826.1748,0.108182117342949,37.2446517944336,29.0609836578369,28.2674674987793,80.1950836181641,4.60494995117188,11.0117111206055
background,474834.9838,4441026.1748,0.0936034172773361,37.3108520507812,30.6014728546143,26.9399185180664,131.748107910156,4.6043267250061,7.02125787734985
background,474884.9838,4438376.1748,0.124768197536469,36.8169708251953,27.5281715393066,31.106050491333,65.7202911376953,5.35845851898193,7.90639591217041
background,474884.9838,4441426.1748,0.110500678420067,37.4929351806641,28.0994148254395,26.1409301757812,438.736236572266,4.58886384963989,12.6913261413574
background,474934.9838,4433476.1748,0.101849816739559,39.8046722412109,24.4295978546143,40.850399017334,31.033727645874,5.35168313980103,12.9885501861572
background,474984.9838,4433976.1748,0.102066025137901,38.1613883972168,22.5818099975586,39.9366188049316,215.536758422852,5.39259958267212,8.72677898406982
background,474984.9838,4434376.1748,0.105542026460171,38.3234825134277,21.4701690673828,39.1109046936035,118.90788269043,5.59903240203857,9.43502140045166
background,474984.9838,4441226.1748,0.104894176125526,37.281322479248,29.9988307952881,25.8064212799072,231.989761352539,4.58715867996216,5.85682678222656
background,474984.9838,4441726.1748,0.105553843080997,37.2427215576172,20.218807220459,20.046630859375,561.265075683594,4.56282520294189,7.4228048324585
background,475034.9838,4439426.1748,0.102036491036415,37.1776123046875,26.094633102417,29.6458854675293,128.595733642578,5.13697910308838,8.70724582672119
background,475034.9838,4440576.1748,0.0963922291994095,37.1159286499023,27.1142845153809,27.1278038024902,18.6091022491455,4.59603452682495,7.40970945358276
background,475034.9838,4441476.1748,0.0901451632380486,37.1309700012207,27.7543334960938,25.5552043914795,342.514221191406,4.58649969100952,6.9245810508728
background,475034.9838,4441526.1748,0.0891619846224785,37.1408348083496,27.2415351867676,25.6200160980225,378.9404296875,4.58128118515015,6.79622364044189
background,475084.9838,4431076.1748,0.128146529197693,38.4168548583984,18.646842956543,39.3320121765137,411.370635986328,5.40872764587402,8.06663227081299
background,475084.9838,4431626.1748,0.137475311756134,38.503978729248,19.3961544036865,39.7025489807129,113.398735046387,5.41372346878052,8.08376979827881
background,475084.9838,4432876.1748,0.106137245893478,39.841724395752,24.9086475372314,40.2578926086426,257.676696777344,5.3461389541626,9.0422248840332
background,475084.9838,4434726.1748,0.107564322650433,38.1904945373535,21.1825428009033,38.8336219787598,104.003677368164,5.59226417541504,9.47111034393311
background,475084.9838,4436476.1748,0.0978635996580124,37.7491226196289,24.1455097198486,35.812068939209,117.348403930664,5.74459838867188,8.81473064422607
background,475084.9838,4436576.1748,0.0975979343056679,37.7017478942871,24.0639247894287,35.2745094299316,24.8410835266113,5.74526977539062,9.06140899658203
background,475084.9838,4440726.1748,0.10644356906414,37.1998519897461,29.3786869049072,26.7836151123047,26.733470916748,4.58944940567017,7.61468076705933
background,475134.9838,4433476.1748,0.109986290335655,39.2741203308105,24.6344261169434,40.865047454834,120.951179504395,5.38151168823242,7.76791381835938
background,475134.9838,4434376.1748,0.101840488612652,38.1004638671875,22.2941818237305,39.0242042541504,145.124176025391,5.38781833648682,8.45741939544678
background,475134.9838,4434826.1748,0.106721319258213,38.1305046081543,21.3117065429688,38.689754486084,81.3112945556641,5.58231449127197,9.01491546630859
background,475134.9838,4436476.1748,0.0953107923269272,37.7663879394531,24.0344047546387,35.8806228637695,134.364639282227,5.74403715133667,9.20945262908936
background,475134.9838,4441626.1748,0.102787591516972,37.101245880127,26.2750225067139,25.1407070159912,414.552001953125,4.55801200866699,7.82895517349243
background,475184.9838,4433126.1748,0.0815663561224937,39.0430908203125,26.0577754974365,40.2831230163574,154.561752319336,5.39602184295654,6.55895471572876
background,475184.9838,4433176.1748,0.0805486887693405,39.0227890014648,25.7889823913574,40.4215431213379,146.343444824219,5.39675283432007,6.29932308197021
background,475184.9838,4433676.1748,0.0910744071006775,39.2762260437012,23.769416809082,40.7792701721191,156.842468261719,5.37895822525024,11.1402111053467
background,475184.9838,4433876.1748,0.0928022786974907,38.591007232666,22.7958812713623,40.7873611450195,321.20654296875,5.38290023803711,6.01828289031982
background,475184.9838,4435576.1748,0.106096997857094,37.9336471557617,23.5658912658691,36.6480979919434,64.4057464599609,5.549644947052,8.6782341003418
background,475184.9838,4439526.1748,0.100907079875469,37.270637512207,24.2449779510498,29.189022064209,57.7270431518555,5.10425758361816,9.4674825668335
background,475184.9838,4441976.1748,0.100939333438873,37.1780395507812,26.5767860412598,25.5522155761719,246.110687255859,4.44837522506714,8.83963871002197
background,475234.9838,4435326.1748,0.0999072566628456,38.0228233337402,22.3051300048828,37.4978866577148,94.9555053710938,5.56914043426514,7.71043395996094
background,475234.9838,4435976.1748,0.0932152792811394,37.7436599731445,24.121114730835,35.4453773498535,266.970733642578,5.52771091461182,8.55615329742432
background,475234.9838,4436576.1748,0.0971080288290977,37.7763023376465,24.3854789733887,35.6984786987305,85.2803955078125,5.72047519683838,9.10552883148193
background,475234.9838,4438526.1748,0.117153704166412,36.9483108520508,26.2217826843262,30.7733993530273,92.0277862548828,5.2457594871521,9.0041561126709
background,475234.9838,4439676.1748,0.103253424167633,37.5127944946289,24.2156543731689,28.6780624389648,90.8862686157227,4.98207712173462,9.28674221038818
background,475234.9838,4439726.1748,0.105783812701702,37.5631561279297,24.9067897796631,28.65647315979,53.9446678161621,4.96575832366943,11.6843738555908
background,475234.9838,4440526.1748,0.103547431528568,37.0909233093262,27.1224975585938,26.5288352966309,22.2732048034668,4.58141613006592,7.21042776107788
background,475284.9838,4430476.1748,0.111961469054222,38.4740409851074,22.1015205383301,39.1924324035645,173.116989135742,5.39282512664795,6.44474840164185
background,475284.9838,4431676.1748,0.136434406042099,38.5169486999512,20.1381645202637,40.4481506347656,17.1883716583252,5.39383125305176,8.26770401000977
background,475284.9838,4433126.1748,0.0868597850203514,38.6879043579102,25.4966468811035,41.0799255371094,67.9757080078125,5.39895105361938,6.6768741607666
background,475284.9838,4438976.1748,0.107614412903786,36.9971580505371,24.7810230255127,29.1080188751221,12.6988773345947,5.19557476043701,8.79862976074219
background,475284.9838,4439526.1748,0.110805861651897,37.2418632507324,22.3194217681885,28.6317577362061,17.8790149688721,5.0967321395874,8.71112442016602
background,475284.9838,4440126.1748,0.134495630860329,37.5476188659668,27.8378410339355,27.3518505096436,146.221008300781,4.95876598358154,9.02141666412354
background,475284.9838,4440826.1748,0.0936316698789597,37.0691032409668,29.8142223358154,26.9878768920898,133.461868286133,4.57921838760376,6.93825387954712
background,475334.9838,4431876.1748,0.113141052424908,38.6255378723145,21.1227760314941,40.7207946777344,185.72624206543,5.38565969467163,8.95256328582764
background,475334.9838,4432576.1748,0.0935092642903328,38.7151718139648,24.6368846893311,40.6800880432129,338.883087158203,5.39328002929688,7.63484525680542
background,475334.9838,4433276.1748,0.102383852005005,38.4596633911133,24.1937065124512,41.2815971374512,26.2548828125,5.39314126968384,6.49359941482544
background,475334.9838,4435226.1748,0.100289151072502,38.0153961181641,22.0237197875977,37.900707244873,121.588668823242,5.56835603713989,9.67532539367676
background,475334.9838,4435926.1748,0.0873422920703888,37.7511367797852,24.2701225280762,35.2829322814941,186.592880249023,5.52169179916382,8.44397640228271
background,475334.9838,4442426.1748,0.123940922319889,37.093807220459,24.0221462249756,21.754322052002,171.861068725586,4.41195201873779,7.20395231246948
background,475384.9838,4430826.1748,0.102665394544601,38.678466796875,21.2266502380371,39.8629379272461,434.409301757812,5.39663124084473,8.17246150970459
background,475384.9838,4431876.1748,0.102518066763878,38.6084976196289,21.6411190032959,40.7940788269043,148.9765625,5.38359546661377,7.71516561508179
background,475384.9838,4432726.1748,0.103027857840061,38.6484031677246,24.0807933807373,40.4105377197266,452.918884277344,5.39275741577148,7.87497282028198
background,475384.9838,4438126.1748,0.10644344240427,36.9292907714844,30.9512596130371,31.016960144043,62.0348014831543,5.33957290649414,7.57076835632324
background,475384.9838,4438276.1748,0.12298695743084,36.9821472167969,30.336784362793,30.632999420166,55.2142219543457,5.29187393188477,8.33035755157471
background,475384.9838,4440176.1748,0.116750136017799,37.5311508178711,28.0116405487061,26.5474891662598,54.029613494873,4.94732236862183,8.92289543151855
background,475434.9838,4434176.1748,0.0910149440169334,38.3570098876953,23.3028755187988,40.3735809326172,174.374053955078,5.36502552032471,6.93398237228394
background,475434.9838,4437276.1748,0.0969616025686264,37.2745170593262,27.6687049865723,32.0550651550293,156.193283081055,5.39912366867065,9.91285419464111
background,475434.9838,4438126.1748,0.103976599872112,36.9667015075684,30.7330436706543,31.1160202026367,97.7601776123047,5.3372483253479,7.68622350692749
background,475434.9838,4439576.1748,0.113862156867981,37.2459487915039,20.8736610412598,27.6222248077393,59.2409858703613,5.06136465072632,8.82676410675049
background,475434.9838,4441176.1748,0.107390947639942,37.1396636962891,29.6450347900391,26.2234916687012,88.1773071289062,4.5598087310791,11.3509511947632
background,475484.9838,4431826.1748,0.106545746326447,38.5319290161133,21.7712059020996,40.7549705505371,159.034957885742,5.38118743896484,8.60173034667969
background,475484.9838,4432326.1748,0.0983318239450455,39.7457122802734,24.3989105224609,41.7418899536133,53.6585502624512,5.33956813812256,13.785701751709
background,475484.9838,4432476.1748,0.0892551839351654,38.8520698547363,24.4360237121582,41.4091720581055,203.657180786133,5.38399410247803,4.92646980285645
background,475484.9838,4434676.1748,0.102558732032776,38.1060485839844,20.9786987304688,38.6919174194336,188.765563964844,5.35647344589233,6.673668384552
background,475534.9838,4431126.1748,0.112772464752197,39.0396881103516,19.3574142456055,38.4985961914062,224.935546875,5.39136123657227,7.12356948852539
background,475534.9838,4432876.1748,0.101990967988968,38.5032691955566,23.7166595458984,40.714958190918,299.629943847656,5.38869094848633,8.28150653839111
background,475534.9838,4433526.1748,0.0991251096129417,38.3451080322266,23.0922203063965,41.1283264160156,41.2160606384277,5.37371206283569,8.42410945892334
background,475534.9838,4441176.1748,0.108188569545746,37.1705322265625,29.5388622283936,26.4634914398193,6.197021484375,4.55480051040649,9.64698123931885
background,475534.9838,4441976.1748,0.143739148974419,37.1632766723633,27.0367374420166,26.59130859375,73.665397644043,4.42689037322998,8.72334766387939
background,475584.9838,4435476.1748,0.103097952902317,38.1140747070312,22.7011070251465,36.886474609375,72.7381286621094,5.53408193588257,10.8548059463501
background,475584.9838,4437976.1748,0.10058668255806,37.0411224365234,30.7831649780273,30.619945526123,162.056228637695,5.33557319641113,8.11028385162354
background,475584.9838,4438826.1748,0.106186583638191,36.9874534606934,21.5599155426025,27.7497444152832,48.8603324890137,5.18047618865967,8.50929069519043
background,475584.9838,4440376.1748,0.123603299260139,37.7112007141113,26.5776176452637,26.889045715332,69.643684387207,4.81101226806641,10.5346508026123
background,475584.9838,4441176.1748,0.103387370705605,37.1734848022461,29.4857749938965,26.5834922790527,42.687931060791,4.55129194259644,9.61861896514893
background,475634.9838,4433976.1748,0.0888026207685471,38.8505935668945,24.0098571777344,41.0450134277344,234.202255249023,5.35560512542725,10.5900678634644
background,475634.9838,4434976.1748,0.0959370657801628,37.9803009033203,22.1725463867188,38.1912384033203,95.7909469604492,5.55525207519531,9.18185901641846
background,475634.9838,4435676.1748,0.0894714966416359,37.9153289794922,23.7204608917236,35.6592674255371,44.3562927246094,5.51320886611938,8.91590595245361
background,475634.9838,4435926.1748,0.108211532235146,37.7422637939453,24.6715316772461,34.8623466491699,79.7412719726562,5.51415586471558,9.86069774627686
background,475634.9838,4436426.1748,0.103079408407211,37.471118927002,24.9594421386719,35.8388977050781,61.1789627075195,5.47550344467163,7.11534595489502
background,475634.9838,4438476.1748,0.0925744399428368,37.1125793457031,27.7159004211426,30.0718421936035,74.2700271606445,5.22018003463745,8.65939903259277
background,475634.9838,4439676.1748,0.100703909993172,37.4389305114746,21.911491394043,27.4462623596191,21.6821708679199,4.95999431610107,9.19525909423828
background,475634.9838,4440376.1748,0.116596914827824,37.7181167602539,26.3427066802979,27.0526676177979,22.8711128234863,4.80787563323975,10.3648748397827
background,475634.9838,4440626.1748,0.108081921935081,37.1765174865723,27.7810935974121,27.2139739990234,61.1833114624023,4.55749320983887,8.19717121124268
background,475634.9838,4441576.1748,0.101996921002865,37.0598831176758,26.5253067016602,26.3778705596924,101.526626586914,4.51554918289185,8.32571983337402
background,475634.9838,4442176.1748,0.127529993653297,37.1460227966309,28.24342918396,26.7344017028809,100.598770141602,4.40643501281738,8.37792205810547
background,475684.9838,4430426.1748,0.111846067011356,39.9077377319336,20.2048053741455,39.1412620544434,225.877136230469,5.34770107269287,6.81671094894409
background,475684.9838,4431276.1748,0.115330792963505,39.3855819702148,18.9127597808838,39.381649017334,270.509796142578,5.35501861572266,7.30315780639648
background,475684.9838,4431976.1748,0.103907436132431,38.5170669555664,22.8145694732666,41.1083183288574,90.9864807128906,5.3753228187561,7.89934539794922
background,475684.9838,4436376.1748,0.0946823358535767,37.4666328430176,24.7309856414795,35.8967819213867,6.68653583526611,5.47211647033691,6.70711135864258
background,475684.9838,4437826.1748,0.107447892427444,37.0278244018555,30.9957981109619,30.5389156341553,4.09166193008423,5.348876953125,7.33594989776611
background,475684.9838,4439576.1748,0.0916525423526764,37.2384147644043,20.7584915161133,27.4777851104736,67.1059646606445,5.04543352127075,7.73717355728149
background,475684.9838,4441476.1748,0.100566059350967,37.0870208740234,28.5021076202393,26.5368518829346,125.905906677246,4.51961898803711,12.5555696487427
background,475684.9838,4442026.1748,0.115706704556942,37.1607704162598,28.0734844207764,26.8451862335205,119.292045593262,4.41681146621704,8.88081836700439
background,475684.9838,4442076.1748,0.124129265546799,37.1450386047363,28.592679977417,26.8932056427002,87.5695648193359,4.41661500930786,9.06512546539307
background,475734.9838,4430076.1748,0.110614955425262,39.2387962341309,19.9043655395508,40.5171813964844,75.6288299560547,5.37246513366699,5.22970104217529
background,475734.9838,4432776.1748,0.107650496065617,38.4921379089355,23.7386779785156,41.2331809997559,142.070007324219,5.37503623962402,6.83349561691284
background,475734.9838,4433676.1748,0.101375758647919,38.2675170898438,23.0721702575684,41.3598747253418,21.9204349517822,5.35017204284668,7.9262261390686
background,475734.9838,4433976.1748,0.0903626903891563,38.7256278991699,23.7032241821289,40.9231338500977,175.623718261719,5.35223197937012,8.04688549041748
background,475734.9838,4436826.1748,0.120534263551235,37.4436378479004,28.5157985687256,33.5621147155762,111.406295776367,5.44770193099976,11.3030385971069
background,475734.9838,4441176.1748,0.0930400490760803,37.0844993591309,27.9886989593506,26.6445426940918,117.031387329102,4.54180145263672,8.62217807769775
background,475784.9838,4430726.1748,0.110948510468006,39.3561096191406,19.3097724914551,39.2559127807617,435.172546386719,5.37164831161499,5.49491024017334
background,475784.9838,4431976.1748,0.10235320776701,38.455883026123,22.1602611541748,41.0111885070801,21.599910736084,5.37058258056641,7.31514501571655
background,475784.9838,4439126.1748,0.0960760191082954,37.0441207885742,26.8544464111328,27.3114776611328,48.6147766113281,5.14910364151001,7.88469266891479
background,475784.9838,4440126.1748,0.124010786414146,37.553840637207,26.1474647521973,27.7880973815918,123.035423278809,4.89847898483276,10.0358943939209
background,475834.9838,4431676.1748,0.11180304735899,38.4208221435547,21.7852516174316,40.797248840332,200.618530273438,5.36892175674438,7.70632123947144
background,475834.9838,4431926.1748,0.105987057089806,38.4106826782227,21.3819198608398,40.7834167480469,49.110767364502,5.3682107925415,6.76753425598145
background,475834.9838,4437026.1748,0.109915763139725,37.3781204223633,30.5486240386963,33.5698013305664,238.689361572266,5.38556385040283,8.29486656188965
background,475834.9838,4441276.1748,0.107165202498436,37.1044387817383,27.9204750061035,26.6063270568848,99.8697204589844,4.52795648574829,8.61479377746582
background,475884.9838,4432176.1748,0.105592735111713,38.5994873046875,23.1184101104736,41.4820671081543,28.1838531494141,5.37007284164429,7.07535696029663
background,475884.9838,4432526.1748,0.0942316576838493,39.3693618774414,23.8818378448486,41.6553688049316,213.579284667969,5.35353755950928,10.7843399047852
background,475884.9838,4435876.1748,0.0884189605712891,37.9925346374512,24.2849674224854,35.3084945678711,281.852935791016,5.51219415664673,7.52675008773804
background,475884.9838,4439676.1748,0.0906431451439857,37.4260787963867,21.4404544830322,28.1340770721436,33.8229713439941,4.93591547012329,8.95114707946777
background,475884.9838,4440876.1748,0.117528147995472,37.0752601623535,24.5639362335205,28.5032577514648,22.1120758056641,4.53216981887817,7.51699638366699
background,475884.9838,4441376.1748,0.114527136087418,37.1257133483887,28.8468933105469,26.5853805541992,74.3534088134766,4.50995779037476,9.08762168884277
background,475934.9838,4430626.1748,0.110153995454311,40.0688972473145,19.3724689483643,39.2986068725586,282.014617919922,5.31814098358154,6.75708436965942
background,475934.9838,4432176.1748,0.11441620439291,38.6886940002441,22.6862640380859,41.4830093383789,1.5523430109024,5.3693675994873,7.40814304351807
background,475934.9838,4432526.1748,0.0976533815264702,39.3292274475098,24.1985912322998,41.8395576477051,168.636505126953,5.35104513168335,6.68842363357544
