X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
474499.178838266,4432955.58603606,train,0.0037910918988935324,78.59368835129348,0.6514173223861561
478371.81527373,4438053.24765695,train,1.8601472237662165E-4,1.3758666388639857,0.083991619400859
478507.926276113,4430873.63775283,train,0.0026139175698530305,56.28860691909092,0.5630306587810976
474628.990813098,4433971.15024905,train,0.0022859883698225342,47.72080160519288,0.529819431676804
477850.394008106,4435255.02371902,train,9.899357731606522E-4,18.259517540783698,0.32794500537137766
477499.819534493,4433530.09478197,train,0.003550367611456506,75.77286385737891,0.6363766712176379
481387.943667635,4433982.47112763,train,0.002736168983990373,58.938085354524326,0.5742419822490877
481584.016022811,4433922.88752311,train,0.0024833075890162383,53.51292963143858,0.5503815284640828
477478.774392465,4430367.01775964,train,0.005375860373002539,91.69623641216313,0.7260234105583867
478664.499375238,4431013.90701039,train,0.005353705370992539,91.62454322696281,0.7252011881875864
477440.34325499,4435066.75039237,train,0.0012579035279195027,24.26033989841853,0.38274043868862573
473805.036298005,4434472.10105186,train,0.009448546528178163,99.12720981562953,0.823243928327869
479363.99093796,4432988.27759856,train,0.0036028867401369197,76.18979218400366,0.639767774374549
477513.339835345,4430321.98176289,train,0.002115322903065859,44.815011356377404,0.5104555857536893
475751.494564062,4435485.3597763,train,0.0014884627011706798,29.463008225302378,0.4232037873649781
477624.034953912,4431106.22442181,train,0.002898187547392354,61.90990513840158,0.5882429434545341
478578.955216179,4435857.94086172,train,0.0030176356611848715,65.57950563530699,0.5979894063506473
477759.666049652,4430806.00885653,train,0.0019482428229309462,41.97812128553169,0.4898885829343882
476801.644926592,4434768.70983185,train,0.0010242207048206172,19.270460144312036,0.33549240316908874
479679.272962021,4433069.73710096,train,0.003504494884021426,75.50841396270435,0.6333620489181624
478624.753504868,4431595.33966863,train,0.010697595500493201,99.50186188237356,0.8405920685170578
477317.102137586,4432161.03871947,train,0.002636281911340863,57.41998956440109,0.5651255436988318
477389.601427484,4433486.20027707,train,0.003584951427675183,76.04580052393132,0.6386168451902465
477331.268557614,4430851.82827333,train,0.004299741821951897,84.34854358739366,0.6794348780013115
483105.818653542,4434799.14261903,train,0.0018221873713788902,39.069023600487824,0.47319038683843445
477411.101161117,4431327.73178646,train,0.00209771795506397,44.47197376305421,0.508366977055698
474662.217253871,4432829.65291504,train,0.008637411163272279,98.88391034429497,0.8098019587856796
474595.68047004,4434948.17526879,train,0.007550813649093702,97.4969542679584,0.7882278545395781
482944.330773145,4433965.7794145,train,3.7291395201940244E-4,3.758529321740599,0.15527851281618252
477147.274682764,4434525.32007697,train,0.003083672849897218,66.91364005122352,0.6031822630660212
474441.366368383,4433592.86338531,train,0.0036541322375103127,77.15441251013527,0.6430162225604169
