x,y,Phytophthora_PA3_RUN10 logistic values
473384.9838,4434026.1748,0.140593
473434.9838,4433876.1748,0.4322564
473434.9838,4436626.1748,0.09306078
473484.9838,4433376.1748,0.07955219
473534.9838,4434276.1748,0.18867153
473534.9838,4436726.1748,0.4892892
473584.9838,4437476.1748,0.009069366
473684.9838,4439026.1748,0.02445185
473734.9838,4435776.1748,0.14181188
473784.9838,4433126.1748,0.06893809
473784.9838,4433276.1748,0.16934204
473784.9838,4433726.1748,0.23858355
473934.9838,4435126.1748,0.1348348
473934.9838,4435176.1748,0.0775883
473984.9838,4432976.1748,0.34621367
473984.9838,4433226.1748,0.20324576
473984.9838,4437126.1748,0.017267758
474084.9838,4433576.1748,0.43466586
474084.9838,4433976.1748,0.082813516
474134.9838,4433976.1748,0.071814805
474134.9838,4436676.1748,0.14886482
474134.9838,4437426.1748,0.067123555
474134.9838,4437876.1748,0.022426626
474134.9838,4439776.1748,9.3245506E-4
474184.9838,4434476.1748,0.6325548
474184.9838,4439626.1748,0.016794465
474234.9838,4433276.1748,0.11651681
474234.9838,4433576.1748,0.04197613
474234.9838,4434776.1748,0.20147797
474284.9838,4435676.1748,0.17135051
474284.9838,4435926.1748,0.38145313
474284.9838,4437526.1748,0.07894243
474334.9838,4433676.1748,0.5044438
474334.9838,4434126.1748,0.033123717
474384.9838,4432476.1748,0.7107832
474384.9838,4432526.1748,0.5004747
474384.9838,4433826.1748,0.32184395
474384.9838,4436276.1748,0.03398597
474384.9838,4436976.1748,0.00891523
474384.9838,4437726.1748,0.025052516
474384.9838,4440226.1748,0.04648634
474434.9838,4434976.1748,0.5044966
474434.9838,4435576.1748,0.1795729
474434.9838,4436126.1748,0.05430365
474434.9838,4436576.1748,0.22960554
474434.9838,4437676.1748,0.016367655
474484.9838,4433326.1748,0.67553335
474484.9838,4433676.1748,0.16228083
474484.9838,4434026.1748,0.21695568
474484.9838,4434326.1748,0.08257836
474484.9838,4434976.1748,0.55790526
474484.9838,4436126.1748,0.052893814
474484.9838,4436276.1748,0.032320254
474484.9838,4436526.1748,0.2669737
474484.9838,4437126.1748,0.02139362
474534.9838,4434526.1748,0.2359695
474584.9838,4433826.1748,0.41540933
474584.9838,4433976.1748,0.4910909
474584.9838,4439176.1748,0.03350888
474634.9838,4434726.1748,0.287061
474634.9838,4436326.1748,0.024039315
474684.9838,4434076.1748,0.51390195
474684.9838,4434376.1748,0.37208587
474684.9838,4435476.1748,0.14916727
474734.9838,4435776.1748,0.23537302
474734.9838,4437676.1748,0.010475845
474784.9838,4432526.1748,0.826034
474784.9838,4434826.1748,0.12185504
474784.9838,4435426.1748,0.13490632
474784.9838,4437226.1748,0.01931127
474784.9838,4439126.1748,0.017635379
474834.9838,4432126.1748,0.4112436
474834.9838,4432676.1748,0.76754653
474834.9838,4436026.1748,0.061311476
474834.9838,4437676.1748,0.002722918
474834.9838,4440526.1748,0.056041434
474834.9838,4440876.1748,0.021070205
474834.9838,4441026.1748,0.0021566167
474884.9838,4432576.1748,0.7688314
474884.9838,4434076.1748,0.35945407
474884.9838,4434926.1748,0.25730136
474884.9838,4435926.1748,0.09884262
474884.9838,4437726.1748,0.006282688
474884.9838,4437826.1748,0.012800972
474934.9838,4433626.1748,0.42747656
474934.9838,4434176.1748,0.75050986
474934.9838,4434726.1748,0.7452449
474984.9838,4432476.1748,0.56036216
474984.9838,4437276.1748,0.01384054
475034.9838,4440726.1748,0.044212952
475084.9838,4432176.1748,0.22923826
475084.9838,4436226.1748,0.051337447
475084.9838,4436776.1748,0.12191348
475084.9838,4438476.1748,0.010982131
475134.9838,4431626.1748,0.5724801
475134.9838,4433676.1748,0.04702101
475134.9838,4434376.1748,0.40798205
475134.9838,4441026.1748,0.02019162
475134.9838,4442176.1748,0.008648636
475184.9838,4433026.1748,0.11432825
475184.9838,4434476.1748,0.26411512
475234.9838,4434476.1748,0.30480188
475234.9838,4436576.1748,0.07304783
475284.9838,4434676.1748,0.4484284
475284.9838,4437726.1748,0.024091968
475284.9838,4440526.1748,0.007177405
475334.9838,4430776.1748,0.44921526
475334.9838,4431126.1748,0.08476819
475334.9838,4436776.1748,0.2369913
475334.9838,4438626.1748,0.032008547
475334.9838,4439326.1748,0.04496456
475334.9838,4442126.1748,0.02137622
475384.9838,4431026.1748,0.25576252
475384.9838,4435026.1748,0.5390223
475384.9838,4436426.1748,0.02784872
475384.9838,4437276.1748,0.015374539
475384.9838,4438526.1748,0.007974727
475384.9838,4440376.1748,0.0710541
475434.9838,4434676.1748,0.39960036
475434.9838,4436626.1748,0.055428244
475434.9838,4437226.1748,0.016423168
475434.9838,4441176.1748,0.010647335
475434.9838,4442376.1748,0.019954083
475484.9838,4430426.1748,0.22921312
475484.9838,4430826.1748,0.47894436
475484.9838,4436376.1748,0.015271559
475484.9838,4440626.1748,0.02013311
475534.9838,4436126.1748,0.026721872
475534.9838,4439226.1748,0.0062197195
475534.9838,4442276.1748,0.0054382477
475584.9838,4432976.1748,0.53777647
475584.9838,4433276.1748,0.32342833
475584.9838,4441126.1748,0.0040378356
475584.9838,4441826.1748,0.048753377
475634.9838,4430176.1748,0.22479962
475634.9838,4436976.1748,0.14263076
475634.9838,4437176.1748,0.018751888
475634.9838,4437826.1748,0.0022840886
475634.9838,4438576.1748,0.05118305
475634.9838,4439126.1748,0.0626182
475634.9838,4441626.1748,0.004723441
475684.9838,4431376.1748,0.43888822
475684.9838,4431826.1748,0.6003587
475684.9838,4432226.1748,0.11399525
475684.9838,4437526.1748,0.019712884
475684.9838,4440826.1748,0.0024152528
475734.9838,4430276.1748,0.43842873
475734.9838,4431426.1748,0.21502437
475734.9838,4432026.1748,0.553242
475734.9838,4434976.1748,0.15389925
475734.9838,4436776.1748,0.19371559
475734.9838,4438026.1748,0.049326923
475734.9838,4439976.1748,0.088055804
475734.9838,4441476.1748,0.009957272
475784.9838,4431226.1748,0.5652744
475784.9838,4433776.1748,0.4903823
475784.9838,4434276.1748,0.30493292
475784.9838,4440326.1748,0.15651947
475784.9838,4442126.1748,0.06877808
475834.9838,4432026.1748,0.61964583
475834.9838,4433276.1748,0.29493833
475834.9838,4434476.1748,0.28669685
475834.9838,4435976.1748,0.012068391
475834.9838,4436176.1748,0.025942137
475834.9838,4440676.1748,0.0046910364
475884.9838,4433926.1748,0.36414203
475884.9838,4438826.1748,0.04306985
475884.9838,4440826.1748,0.013113461
475934.9838,4438226.1748,0.014122485
475934.9838,4439476.1748,0.015036527
475984.9838,4430526.1748,0.28244793
475984.9838,4433076.1748,0.07269534
475984.9838,4436826.1748,0.003301428
475984.9838,4438476.1748,0.034370016
475984.9838,4441526.1748,0.039672893
475984.9838,4441826.1748,0.005483665
476034.9838,4430176.1748,0.49613225
476034.9838,4432776.1748,0.2618656
476034.9838,4437676.1748,0.0043154457
476034.9838,4438226.1748,0.029356074
476034.9838,4442426.1748,0.008205142
476084.9838,4431326.1748,0.189522
476084.9838,4434376.1748,0.3896672
476084.9838,4438876.1748,0.14792049
476134.9838,4430876.1748,0.82503545
476134.9838,4432926.1748,0.34284428
476134.9838,4433376.1748,0.16625921
476134.9838,4437176.1748,0.031476047
