x,y,Phytophthora_PA3_allRun logistic values
473284.9838,4433976.1748,0.22405438
473334.9838,4434026.1748,0.23797967
473384.9838,4434876.1748,0.28774077
473384.9838,4435076.1748,0.18283422
473434.9838,4433876.1748,0.59931386
473434.9838,4434626.1748,0.09586874
473434.9838,4434826.1748,0.44828156
473434.9838,4436626.1748,0.30156526
473434.9838,4436826.1748,0.48608214
473484.9838,4434826.1748,0.23747538
473534.9838,4435076.1748,0.083848625
473534.9838,4435676.1748,0.25535703
473584.9838,4433376.1748,0.70430785
473584.9838,4434176.1748,0.4409978
473584.9838,4435226.1748,0.08150318
473634.9838,4435926.1748,0.1657404
473634.9838,4437126.1748,0.55357456
473634.9838,4437276.1748,0.0632182
473684.9838,4437526.1748,0.12516169
473734.9838,4436126.1748,0.11466173
473734.9838,4436176.1748,0.15575022
473784.9838,4435176.1748,0.08895007
473784.9838,4435276.1748,0.16547078
473784.9838,4436126.1748,0.124349706
473784.9838,4436426.1748,0.13295406
473834.9838,4434126.1748,0.3794928
473834.9838,4435776.1748,0.32210296
473834.9838,4436376.1748,0.14036812
473834.9838,4436426.1748,0.19222751
473834.9838,4437126.1748,0.11971638
473834.9838,4439026.1748,0.0015029642
473884.9838,4437076.1748,0.15212099
473884.9838,4437326.1748,0.085439704
473884.9838,4439026.1748,0.007186739
473934.9838,4434626.1748,0.7959227
473934.9838,4437776.1748,0.14893249
474034.9838,4435926.1748,0.12824564
474034.9838,4436976.1748,0.15999977
474034.9838,4437526.1748,0.22777855
474084.9838,4435876.1748,0.16447866
474084.9838,4437276.1748,0.023716308
474134.9838,4433326.1748,0.2515855
474134.9838,4437326.1748,0.026800051
474184.9838,4434076.1748,0.2041655
474184.9838,4436976.1748,0.22932541
474234.9838,4433026.1748,0.37692422
474284.9838,4433626.1748,0.24546845
474284.9838,4435126.1748,0.283769
474284.9838,4435826.1748,0.3471182
474284.9838,4438976.1748,0.013033913
474284.9838,4439926.1748,0.06282875
474334.9838,4432726.1748,0.098325305
474334.9838,4434226.1748,0.47215047
474384.9838,4433726.1748,0.4142517
474384.9838,4434676.1748,0.7618824
474384.9838,4437776.1748,0.13350219
474384.9838,4439676.1748,0.041316118
474384.9838,4439976.1748,0.035504114
474384.9838,4440326.1748,0.008685802
474434.9838,4435976.1748,0.09688683
474484.9838,4433376.1748,0.7197639
474484.9838,4435026.1748,0.6309845
474484.9838,4436626.1748,0.17281064
474484.9838,4437726.1748,0.009589549
474534.9838,4434726.1748,0.8061989
474534.9838,4439326.1748,0.04040533
474534.9838,4439376.1748,0.05508636
474584.9838,4433676.1748,0.10568472
