background,x,y,roads,rivers,aspect,fla,slope,tpi,twi,soc,texture,bkd,BIO03,BIO04,BIO06,green,wo
background,473184.9838,4433576.1748,190.750885009766,231.68537902832,242.099792480469,480.578552246094,4.02230310440063,-0.190813839435577,6.25796699523926,21.948902130127,4,1.27502274513245,39.1583023071289,558.293029785156,5.61781692504883,0.102605633437634,1
background,473334.9838,4434326.1748,385.35791015625,30.5394992828369,315.187927246094,889.051025390625,19.3238830566406,-2.68431401252747,6.12137317657471,20.474681854248,3.85646963119507,1.23407018184662,38.8394546508789,558.290161132812,5.63854789733887,0.083875760436058,1
background,473384.9838,4435026.1748,421.421722412109,12.4812088012695,104.192016601562,166.660629272461,0.251487910747528,-1.82969450950623,14.4177675247192,21.8080596923828,4.11980581283569,1.29782521724701,38.5381965637207,557.362609863281,5.634446144104,0.0933406800031662,1
background,473484.9838,4433776.1748,54.1037292480469,120.286239624023,160.098770141602,1947.3994140625,3.22971367835999,0.858941555023193,8.10241889953613,22.1798057556152,4,1.27548062801361,38.9996566772461,558.966003417969,5.62729978561401,0.09712303429842,1
background,473484.9838,4436476.1748,132.147842407227,46.0314674377441,217.745681762695,265.281433105469,0.0895632207393646,-3.76204133033752,9.84950065612793,22.576379776001,6.46587562561035,1.35119307041168,38.4407653808594,562.058288574219,5.6135687828064,0.0994512364268303,-9999
background,473584.9838,4434776.1748,146.343948364258,145.880752563477,242.423706054688,2881.49633789062,6.31548738479614,0.902213335037231,7.63048553466797,21.990930557251,5.52372455596924,1.27648234367371,38.1894378662109,558.156677246094,5.66367864608765,0.104458384215832,1
background,473584.9838,4436426.1748,20.6650772094727,31.4505100250244,138.468460083008,4207.63720703125,6.98443984985352,-1.87256741523743,7.8179874420166,22.2866077423096,6.48419761657715,1.35513198375702,38.5740699768066,561.927734375,5.60052919387817,0.103410162031651,-9999
background,473584.9838,4436576.1748,146.878082275391,91.3526916503906,197.704132080078,783.7958984375,15.0354290008545,2.90045213699341,5.33242845535278,24.0529441833496,4.97231435775757,1.33617162704468,38.3060111999512,562.413818359375,5.61758470535278,0.0985714495182037,1
background,473584.9838,4436676.1748,110.358879089355,153.842910766602,202.660064697266,1706.76049804688,2.61899161338806,1.64591133594513,8.1445894241333,24.6795024871826,4.99599647521973,1.33106410503387,37.9871940612793,563.02392578125,5.62763071060181,0.107960663735867,1
background,473634.9838,4435576.1748,90.8968887329102,121.399833679199,275.886108398438,1495.40930175781,8.34876728057861,2.68955445289612,7.14009141921997,23.697473526001,4.09640741348267,1.30789089202881,37.8772392272949,559.039306640625,5.6549825668335,0.0880393162369728,1
background,473684.9838,4436576.1748,161.889251708984,18.725980758667,161.118743896484,5990.6728515625,14.9667644500732,-3.11723279953003,7.96093416213989,24.2763404846191,4.4453239440918,1.32965457439423,38.4957542419434,562.166015625,5.60124492645264,0.0941511392593384,1
background,473734.9838,4433326.1748,144.591979980469,227.765670776367,261.805236816406,1854.30822753906,9.77806186676025,-0.523702383041382,7.09858655929565,21.5763416290283,5.35205125808716,1.25671410560608,38.9789085388184,562.015747070312,5.48197031021118,0.0987515151500702,1
background,473734.9838,4439026.1748,645.072021484375,175.706985473633,251.903549194336,557.489624023438,4.8803858757019,1.2415452003479,6.20530891418457,27.8441753387451,4,1.3068333864212,37.2725448608398,566.852233886719,5.34731006622314,0.0978201106190681,1
background,473784.9838,4435126.1748,278.272033691406,99.8134460449219,327.381469726562,786.465087890625,5.95336294174194,0.263864368200302,6.35384750366211,26.2896938323975,6.98590230941772,1.29078495502472,38.0046844482422,558.897155761719,5.65010404586792,0.0941093489527702,1
background,473834.9838,4433876.1748,249.784942626953,21.8540840148926,277.579864501953,3575.49584960938,11.4649343490601,-3.13640117645264,10.4906091690063,22.800708770752,6.50796461105347,1.26326513290405,38.9304046630859,559.585815429688,5.62242221832275,0.0933225229382515,1
background,473834.9838,4435976.1748,164.605377197266,75.7567672729492,135.332534790039,865.474609375,19.948314666748,1.90424430370331,5.41760063171387,25.4128246307373,5.78590250015259,1.29969453811646,38.2853088378906,562.580505371094,5.62573337554932,0.0831592008471489,1
background,473834.9838,4436626.1748,136.671600341797,77.2981567382812,290.071899414062,1126.53698730469,16.9294910430908,0.493122935295105,5.62927484512329,24.3924102783203,4.01409769058228,1.31324827671051,38.1406478881836,563.069946289062,5.6089882850647,0.0907098427414894,1
background,473884.9838,4432776.1748,209.406600952148,580.4296875,231.784027099609,1335.05334472656,9.56475830078125,-2.34229731559753,6.30351781845093,21.0173492431641,6.80691623687744,1.28832352161407,38.8737487792969,562.97705078125,5.46298789978027,0.0943427383899689,-9999
background,473884.9838,4433226.1748,35.3986129760742,394.975982666016,251.780548095703,1273.71923828125,11.6259727478027,1.03930413722992,6.49249792098999,22.0348625183105,4.04848527908325,1.26460790634155,38.4058609008789,563.846130371094,5.45339775085449,0.0906338319182396,1
background,473884.9838,4433726.1748,174.822708129883,176.675170898438,274.172790527344,6355.0341796875,6.72035884857178,1.27684044837952,8.49802303314209,23.0346622467041,5.21409749984741,1.27206766605377,38.598991394043,560.326782226562,5.64860105514526,0.0942560806870461,1
background,473884.9838,4434176.1748,82.7382659912109,129.023864746094,264.319274902344,951.567810058594,3.48295998573303,0.398089468479156,7.5626106262207,21.3339538574219,4.09528160095215,1.2828141450882,38.4243202209473,560.595520019531,5.65717697143555,0.10577292740345,1
background,473884.9838,4436726.1748,61.0696487426758,37.8849716186523,287.351470947266,3922.66552734375,9.7601318359375,-2.49560594558716,8.50353813171387,23.8787136077881,5.16561222076416,1.31428468227386,38.1476058959961,563.2734375,5.58215188980103,0.09438556432724,1
