x,y,Phytophthora_PA3_allRun logistic values
473184.9838,4433976.1748,0.01698296
473284.9838,4433776.1748,0.15234514
473334.9838,4433676.1748,0.28808254
473384.9838,4435026.1748,0.06300777
473434.9838,4433626.1748,0.2767793
473434.9838,4434976.1748,0.18370877
473484.9838,4433276.1748,0.18885267
473484.9838,4434726.1748,0.44921806
473584.9838,4433826.1748,0.2767625
473584.9838,4434876.1748,0.5255775
473584.9838,4435726.1748,0.15475865
473584.9838,4437226.1748,0.005725402
473634.9838,4433326.1748,0.23268844
473634.9838,4433826.1748,0.12702034
473734.9838,4433576.1748,0.4798668
473734.9838,4433976.1748,0.360649
473784.9838,4437076.1748,0.036796737
473784.9838,4437426.1748,0.03681695
473834.9838,4434826.1748,0.66034424
473834.9838,4435326.1748,0.21242939
473834.9838,4435876.1748,0.28870535
473834.9838,4437026.1748,0.025377015
473834.9838,4439276.1748,0.0013839419
473884.9838,4433826.1748,0.19654486
473884.9838,4434026.1748,0.23634736
473884.9838,4434476.1748,0.7225255
473884.9838,4434526.1748,0.71316844
473934.9838,4434126.1748,0.44142485
473934.9838,4434426.1748,0.6665978
473984.9838,4433476.1748,0.65467376
473984.9838,4436176.1748,0.1258041
474034.9838,4434176.1748,0.38276786
474034.9838,4435626.1748,0.37606233
474084.9838,4433076.1748,0.526503
474084.9838,4433126.1748,0.36081642
474084.9838,4436476.1748,0.091527015
474084.9838,4439726.1748,4.8018736E-4
474134.9838,4433176.1748,0.4214771
474184.9838,4433576.1748,0.5698681
474184.9838,4435726.1748,0.34503585
474184.9838,4435976.1748,0.23776136
474234.9838,4432676.1748,0.32738516
474234.9838,4433176.1748,0.5205258
474234.9838,4433626.1748,0.6052912
474234.9838,4434676.1748,0.2511303
474234.9838,4435176.1748,0.2860824
474234.9838,4436726.1748,0.08574584
474234.9838,4436926.1748,0.062393464
474284.9838,4434376.1748,0.5927588
474284.9838,4434876.1748,0.27438962
474284.9838,4436276.1748,0.16174963
474284.9838,4439876.1748,0.0036730203
474284.9838,4440026.1748,0.00459686
474334.9838,4432926.1748,0.34653583
474334.9838,4434076.1748,0.5180618
474334.9838,4435226.1748,0.10412436
474334.9838,4435426.1748,0.28594178
474334.9838,4436076.1748,0.18581244
474334.9838,4436926.1748,0.04506041
474384.9838,4432626.1748,0.3041031
474384.9838,4434776.1748,0.3664489
474384.9838,4435826.1748,0.053620223
474384.9838,4435876.1748,0.12352423
474434.9838,4432826.1748,0.45958105
474434.9838,4433076.1748,0.44551185
474434.9838,4434626.1748,0.49819788
474434.9838,4436776.1748,0.08673794
474434.9838,4436876.1748,0.0738227
474434.9838,4439326.1748,0.02360756
474484.9838,4433676.1748,0.52687436
474484.9838,4436376.1748,0.17999999
474534.9838,4434826.1748,0.5132237
474534.9838,4437476.1748,0.03898804
474534.9838,4439326.1748,0.026024582
474584.9838,4434376.1748,0.6199063
474584.9838,4435876.1748,0.10681514
474584.9838,4437576.1748,0.035101734
474584.9838,4439426.1748,0.020168915
474634.9838,4436226.1748,0.082711555
474634.9838,4439526.1748,0.010752639
474634.9838,4440676.1748,0.0044901036
474684.9838,4434426.1748,0.33548224
474684.9838,4435276.1748,0.31007805
474684.9838,4439176.1748,0.007819403
474684.9838,4439676.1748,0.0029037371
474684.9838,4440426.1748,0.0045233998
474734.9838,4432876.1748,0.4040336
474734.9838,4433376.1748,0.63539386
474734.9838,4437276.1748,0.016257972
474734.9838,4440026.1748,0.0077899517
474734.9838,4440426.1748,0.004385681
474784.9838,4433676.1748,0.549712
474784.9838,4433876.1748,0.65258557
474784.9838,4436176.1748,0.084890544
474784.9838,4436626.1748,0.05115251
474784.9838,4437226.1748,0.013399438
474784.9838,4438176.1748,0.010036875
474784.9838,4438276.1748,0.011387871
474834.9838,4432476.1748,0.61273056
474834.9838,4432676.1748,0.26978642
474834.9838,4434726.1748,0.4537041
474834.9838,4435226.1748,0.28548265
474834.9838,4435476.1748,0.20470601
474834.9838,4437076.1748,0.028096845
474834.9838,4441376.1748,3.9646222E-4
474884.9838,4432226.1748,0.4893168
474934.9838,4432876.1748,0.5949582
474934.9838,4432926.1748,0.5644522
474934.9838,4433426.1748,0.6441888
474934.9838,4434576.1748,0.56606305
474934.9838,4435076.1748,0.14103249
474934.9838,4435576.1748,0.21286124
474934.9838,4437326.1748,0.022346213
474934.9838,4438726.1748,0.0064743836
474934.9838,4440476.1748,0.005959276
474984.9838,4433326.1748,0.6267074
474984.9838,4436826.1748,0.074744985
474984.9838,4439326.1748,0.0068555726
474984.9838,4440726.1748,0.0038320282
474984.9838,4441176.1748,0.0013222542
475034.9838,4433226.1748,0.5225488
475034.9838,4434276.1748,0.6348835
475034.9838,4435076.1748,0.32029143
475034.9838,4437626.1748,0.05592324
475034.9838,4437826.1748,0.023242788
475034.9838,4441126.1748,6.4632203E-4
475084.9838,4432076.1748,0.13780053
475084.9838,4436776.1748,0.077524275
475084.9838,4438626.1748,0.008470857
475084.9838,4440126.1748,0.015197232
475134.9838,4431026.1748,0.169967
475134.9838,4432626.1748,0.2920697
475134.9838,4432826.1748,0.38817477
475134.9838,4434626.1748,0.46864974
475134.9838,4436026.1748,0.035426613
475134.9838,4436926.1748,0.034923363
475134.9838,4436976.1748,0.025616487
475134.9838,4437776.1748,0.03982032
475184.9838,4437326.1748,0.012182483
475184.9838,4437626.1748,0.04350217
475184.9838,4438326.1748,0.009140851
475184.9838,4439126.1748,0.0043925936
475234.9838,4430526.1748,0.3017021
475234.9838,4433526.1748,0.55758905
475234.9838,4434276.1748,0.59160686
475234.9838,4435476.1748,0.10347469
475234.9838,4436626.1748,0.115630835
475234.9838,4438276.1748,0.009543223
475234.9838,4439526.1748,0.015654506
475234.9838,4439726.1748,0.005679997
475234.9838,4440176.1748,0.006598396
475234.9838,4440526.1748,0.0035424817
475234.9838,4440776.1748,0.0034304215
475234.9838,4440976.1748,0.0073456718
475284.9838,4431976.1748,0.47442317
475284.9838,4432426.1748,0.2611848
475284.9838,4435726.1748,0.12965405
475284.9838,4438426.1748,0.009019834
475284.9838,4439026.1748,0.0037927753
475334.9838,4430676.1748,0.22744942
475334.9838,4432676.1748,0.19676334
475334.9838,4432876.1748,0.31569806
475334.9838,4435126.1748,0.46225888
475334.9838,4435576.1748,0.095012374
475384.9838,4433176.1748,0.18102649
475384.9838,4438726.1748,0.0035681995
475384.9838,4440276.1748,0.006436667
475384.9838,4440326.1748,0.003502643
475384.9838,4440476.1748,0.0043983744
475384.9838,4441376.1748,4.5263558E-5
475434.9838,4431926.1748,0.47683448
475434.9838,4433476.1748,0.4588513
475434.9838,4435026.1748,0.49616212
475434.9838,4439376.1748,0.0058448846
475434.9838,4440826.1748,0.0029713667
475484.9838,4432576.1748,0.23955224
475484.9838,4433026.1748,0.34301925
475484.9838,4434226.1748,0.5335647
475484.9838,4434476.1748,0.45264733
475484.9838,4435626.1748,0.093970455
