background,x,y,roads,rivers,aspect,fla,slope,tpi,twi,soc,bkd,BIO03,BIO06,BIO15,ndwi2021,dndvi,wo
background,474084.9838,4437226.1748,148.403198242188,109.447280883789,185.547500610352,3684.50390625,6.41805505752563,-0.057430025190115,8.03119373321533,26.222713470459,1.34214127063751,37.4132957458496,5.55380582809448,53.9240112304688,-0.393322497606277,0.0451597757637501,1
background,474084.9838,4437376.1748,162.648391723633,195.182556152344,219.878555297852,2568.30932617188,4.35847616195679,0.442608326673508,7.78806495666504,27.7070579528809,1.34994554519653,37.3560562133789,5.68465900421143,53.8790588378906,-0.397338092327118,0.0399272330105305,1
background,474134.9838,4439176.1748,325.975921630859,472.313934326172,88.8066482543945,968.551879882812,0.253357768058777,-0.00139212585054338,9.67575073242188,28.1367073059082,1.35631477832794,37.123893737793,5.28714036941528,53.8611259460449,-0.299979835748672,0.0295462943613529,1
background,474184.9838,4433426.1748,37.875919342041,580.016784667969,302.049713134766,713.153381347656,1.4882892370224,-0.00830793846398592,7.63364553451538,21.1962814331055,1.28604471683502,38.3043327331543,5.44259071350098,53.954517364502,-0.454420059919357,0.0177960749715567,1
background,474234.9838,4432776.1748,282.068176269531,382.400482177734,199.324203491211,988.366760253906,5.80475807189941,-0.094036765396595,6.61085510253906,23.0640487670898,1.27183043956757,38.5005531311035,5.4365611076355,53.8969230651855,-0.451453894376755,-0.0265694949775934,1
background,474234.9838,4435376.1748,29.637565612793,267.971282958984,247.345092773438,4349.75,2.74491500854492,0.0505382344126701,8.85779666900635,26.6255283355713,1.27997934818268,37.8361473083496,5.62433099746704,54.0373382568359,-0.325618207454681,0.0353604517877102,1
background,474234.9838,4435776.1748,95.3741302490234,305.183959960938,269.194610595703,2137.287109375,3.34896993637085,0.0634136945009232,8.17015171051025,26.8980522155762,1.2876945734024,38.0207443237305,5.61483001708984,54.0037612915039,-0.419358283281326,0.0262819863855839,1
background,474234.9838,4439826.1748,356.786468505859,12.9087972640991,236.948287963867,5671.58984375,8.3924617767334,0.165484473109245,8.75281810760498,24.7226333618164,1.34173834323883,37.4034233093262,5.16160535812378,53.8712158203125,-0.390511453151703,0.0574680417776108,1
background,474284.9838,4435776.1748,71.8323669433594,280.957763671875,273.988586425781,1946.22326660156,3.06086921691895,0.126667231321335,8.1796760559082,26.8696765899658,1.28569459915161,37.9786491394043,5.6125431060791,53.9811325073242,-0.394973158836365,0.0301539823412895,1
background,474334.9838,4439226.1748,237.26188659668,476.978698730469,232.930923461914,11461.4189453125,0.323311924934387,-0.106430351734161,12.2557182312012,26.4762325286865,1.36890208721161,37.2356719970703,5.23186302185059,53.8360290527344,-0.310331970453262,0.0156708639115095,1
background,474384.9838,4437326.1748,94.8646774291992,74.6032104492188,257.805480957031,8990.44921875,5.30396032333374,-0.259067922830582,9.10780906677246,28.2712059020996,1.33876776695251,37.4029655456543,5.74211692810059,53.8123207092285,-0.407714545726776,0.038785059005022,1
background,474434.9838,4433076.1748,183.257400512695,302.430206298828,57.1232109069824,2174.6396484375,18.4316062927246,-1.37396991252899,6.13363027572632,22.734748840332,1.2642959356308,39.2898178100586,5.40399169921875,54.1087989807129,-0.447550743818283,0.014421945437789,1
background,474434.9838,4434826.1748,151.240539550781,273.398864746094,137.989807128906,2497.89379882812,3.53167247772217,-0.0498265139758587,7.97833156585693,19.9200706481934,1.3121657371521,38.1506500244141,5.6239595413208,54.0047149658203,-0.408450573682785,-0.0121437488123775,1
background,474434.9838,4439676.1748,391.562927246094,16.8013782501221,297.867004394531,8828.498046875,0.907133162021637,-0.0551756732165813,13.7427606582642,27.4209823608398,1.34761440753937,37.4310073852539,5.15071678161621,53.8325309753418,-0.403892308473587,0.0520670749247074,1
background,474434.9838,4440176.1748,29.6064052581787,186.851272583008,265.994476318359,641.936584472656,3.18521904945374,0.683709859848022,6.72228908538818,23.6423473358154,1.35940229892731,37.496410369873,5.028977394104,53.8065414428711,-0.378137320280075,0.0374887026846409,1
background,474484.9838,4440326.1748,154.085052490234,95.6625061035156,322.973114013672,1812.43212890625,6.62865018844604,0.527298510074615,7.45026063919067,23.1875400543213,1.34710824489594,37.6183204650879,5.00081586837769,53.8139724731445,-0.404360502958298,0.0608243010938168,1
background,474534.9838,4433826.1748,121.868843078613,348.790100097656,251.7587890625,1369.16467285156,2.11276030540466,0.350723326206207,8.01411533355713,21.9627227783203,1.26555359363556,38.2774353027344,5.42467927932739,53.9232521057129,-0.409754127264023,-0.0226569790393114,1
background,474584.9838,4432826.1748,53.0867233276367,163.068649291992,117.783973693848,1269.91723632812,12.9748067855835,0.181143581867218,6.01237964630127,21.5562496185303,1.31457507610321,39.6547660827637,5.37604951858521,54.1318283081055,-0.310353398323059,-0.0234568193554878,1
background,474584.9838,4433826.1748,140.191955566406,386.560882568359,201.478622436523,2499.54296875,1.88854336738586,0.628228902816772,8.6675853729248,22.1500644683838,1.26355361938477,38.2630767822266,5.42246770858765,53.9091339111328,-0.418552368879318,-0.0125039145350456,1
background,474584.9838,4434626.1748,12.3114318847656,26.8962268829346,179.301376342773,16920.388671875,2.81766772270203,-0.396674692630768,13.1526460647583,20.8513736724854,1.27027440071106,38.251106262207,5.61279201507568,53.9715385437012,-0.440193384885788,0.0189904738217592,1
background,474584.9838,4435426.1748,86.3383026123047,434.789184570312,207.624725341797,1131.31213378906,3.8684458732605,0.227762117981911,9.33291625976562,24.4190349578857,1.26975095272064,37.7625579833984,5.5980658531189,53.9204521179199,-0.446536600589752,0.00710014067590237,1
background,474584.9838,4439976.1748,203.355575561523,250.17561340332,208.669250488281,2065.96459960938,1.44725120067596,0.0983422622084618,8.73198223114014,22.55810546875,1.39730167388916,37.4266052246094,5.06978321075439,53.792667388916,-0.415664196014404,0.0818096026778221,1
background,474634.9838,4432526.1748,51.3179550170898,46.1705169677734,185.900726318359,628.811584472656,0.500172197818756,-0.0436308719217777,12.0093173980713,20.7465724945068,1.31490302085876,40.2562637329102,5.30829429626465,54.2348136901855,-0.313913851976395,0.0224738586694002,1
background,474634.9838,4435926.1748,170.414993286133,26.5337047576904,259.232757568359,4287.5009765625,7.37997198104858,-1.20056450366974,8.13096809387207,25.3163585662842,1.30535244941711,37.881664276123,5.57414960861206,53.9346771240234,-0.453771263360977,0.0117888683453202,1
background,474634.9838,4437476.1748,6.5949535369873,355.125244140625,248.278915405273,3870.62719726562,2.66990804672241,-0.0327657647430897,8.79188823699951,28.7499580383301,1.35904908180237,37.1887893676758,5.66663932800293,53.7274475097656,-0.328301906585693,0.0529542714357376,1
background,474634.9838,4437526.1748,10.5976486206055,378.237243652344,239.890563964844,2239.97973632812,2.76004385948181,0.00969000067561865,8.07589054107666,28.4939193725586,1.35936856269836,37.1150550842285,5.54849624633789,53.7280540466309,-0.345613777637482,0.0438767597079277,1
background,474634.9838,4438676.1748,141.085922241211,999.267150878906,252.658554077148,19259.0625,1.19475436210632,-1.81467390060425,13.2318477630615,27.7254104614258,1.32794272899628,37.2831878662109,5.32575035095215,53.8380088806152,-0.398451149463654,0.0575461275875568,1
background,474634.9838,4438726.1748,93.0586242675781,949.438354492188,187.452941894531,5069.2177734375,8.79742240905762,-2.29247522354126,8.63838768005371,27.3438129425049,1.33570313453674,37.278694152832,5.30773687362671,53.8301582336426,-0.39486563205719,0.0857395902276039,1
background,474684.9838,4432626.1748,34.6155204772949,29.4727306365967,67.1371078491211,4325.47216796875,1.04305279254913,-0.465590536594391,11.5435380935669,20.9938087463379,1.33231854438782,40.2578887939453,5.30612850189209,54.2376136779785,-0.468511134386063,-0.231158167123795,1
background,474734.9838,4435676.1748,96.55322265625,163.468902587891,284.374298095703,1044.91381835938,0.359504789113998,-0.0784712806344032,11.4027462005615,23.6700572967529,1.30024588108063,37.8699188232422,5.59383583068848,53.8837127685547,-0.447187334299088,0.024415010586381,1
background,474734.9838,4436026.1748,310.946258544922,134.481674194336,195.20231628418,618.691467285156,2.72769951820374,0.450629979372025,6.96546268463135,25.0968551635742,1.29708814620972,37.7450523376465,5.57052564620972,53.8999824523926,-0.394112437963486,0.0274362787604332,1
background,474734.9838,4436776.1748,63.5496444702148,608.164123535156,192.990737915039,10427.4072265625,5.3336353302002,-0.103726953268051,9.14774036407471,25.1312255859375,1.31443953514099,37.472713470459,5.74576997756958,53.7841567993164,-0.382980734109879,0.0406976155936718,1
background,474734.9838,4438876.1748,62.6600151062012,816.094299316406,237.656295776367,2866.86645507812,2.2096164226532,0.209710031747818,8.82920074462891,26.2901668548584,1.34672296047211,36.9979934692383,5.26217317581177,53.7384452819824,-0.410662025213242,0.0224823746830225,1
background,474734.9838,4439376.1748,10.8251190185547,344.740966796875,296.510009765625,2958.91015625,2.43948578834534,-0.122488044202328,8.58487224578857,26.7921295166016,1.33126330375671,37.2032279968262,5.17841005325317,53.7517852783203,-0.487022757530212,0.0533268116414547,1
background,474784.9838,4436676.1748,158.699920654297,509.473297119141,219.439163208008,5497.85498046875,4.5464940071106,-0.0694868266582489,8.46470928192139,25.0477905273438,1.29984080791473,37.4273643493652,5.61444616317749,53.7882919311523,-0.375932484865189,0.0226016230881214,1
background,474784.9838,4437026.1748,41.5981674194336,564.259399414062,192.825286865234,4275.2734375,2.69978404045105,-0.0908813774585724,8.97745609283447,27.1641635894775,1.34268009662628,37.3746871948242,5.72046184539795,53.7524948120117,-0.293357163667679,0.00360928033478558,1
background,474784.9838,4437326.1748,89.926155090332,438.25537109375,204.791381835938,273.279602050781,2.386634349823,0.819706320762634,6.91139507293701,28.7630233764648,1.33799540996552,37.1419944763184,5.65833759307861,53.6949157714844,-0.337488889694214,0.0476114153862,1
background,474834.9838,4432326.1748,35.9859313964844,272.127960205078,350.863433837891,1258.17419433594,15.4232091903687,-0.472880452871323,5.9844536781311,21.084415435791,1.30504310131073,39.5096168518066,5.37326908111572,53.9593162536621,-0.393800437450409,0.00798240769654512,1
background,474834.9838,4433976.1748,143.678298950195,404.507843017578,217.785079956055,11842.994140625,1.29546356201172,0.0800264179706573,10.6224546432495,22.477367401123,1.27649331092834,38.1389503479004,5.4065318107605,53.846752166748,-0.435962677001953,-0.0402571074664593,1
background,474834.9838,4436176.1748,140.964981079102,109.943809509277,167.561538696289,3014.29272460938,1.55022513866425,0.131094753742218,9.1681957244873,25.0885486602783,1.30011868476868,37.6611137390137,5.55947732925415,53.8755111694336,-0.37845841050148,0.0174734368920326,1
background,474834.9838,4437376.1748,23.9094734191895,376.616424560547,103.673126220703,182.50715637207,0.00723451329395175,0.233878403902054,11.1134424209595,28.6333141326904,1.32656049728394,36.9639320373535,5.43841981887817,53.6856994628906,-0.345440357923508,0.0207942556589842,1
background,474834.9838,4440376.1748,156.093765258789,227.965606689453,267.351318359375,1105.75659179688,3.20301294326782,0.307686895132065,7.51321220397949,21.9611110687256,1.381831407547,37.428035736084,4.95043182373047,53.7256889343262,-0.425263792276382,-0.0401330217719078,1
background,474884.9838,4434076.1748,87.555793762207,470.006256103516,217.248306274414,13296.05078125,1.2702032327652,-0.00641166744753718,10.6479072570801,22.2396755218506,1.28480851650238,38.1549758911133,5.39288854598999,53.8422317504883,-0.42803367972374,-0.0217462982982397,1
background,474884.9838,4436426.1748,49.8825607299805,261.678833007812,177.935562133789,3351.3125,3.32679128646851,-0.223975226283073,8.39731025695801,24.9245567321777,1.30723595619202,37.6076889038086,5.52999782562256,53.8665504455566,-0.344387054443359,-0.0173369366675615,1
background,474884.9838,4437526.1748,21.1664485931396,304.991455078125,163.638717651367,475.686981201172,2.31591486930847,0.261839717626572,6.857102394104,29.4339847564697,1.34427165985107,36.9460792541504,5.41421413421631,53.7145729064941,-0.35556635260582,-0.000892245734576136,1
background,474884.9838,4437976.1748,24.4255447387695,489.692504882812,229.378570556641,1498.13586425781,1.64336788654327,0.0900163128972054,8.17409706115723,27.8661079406738,1.35436081886292,36.8061485290527,5.39076280593872,53.7162170410156,-0.363084882497787,0.0597931258380413,1
background,474884.9838,4441476.1748,462.351959228516,7.01021766662598,132.817947387695,734.407043457031,0.746291935443878,-1.58087635040283,12.3942527770996,27.5986175537109,1.32063186168671,37.4759063720703,4.58969116210938,53.8026809692383,-0.368291348218918,0.0359403416514397,1
background,474934.9838,4433176.1748,90.5923767089844,151.739349365234,294.682189941406,1406.583984375,4.01584720611572,-0.187890350818634,7.34234189987183,24.3702507019043,1.26177978515625,39.8731269836426,5.34648466110229,54.1700172424316,-0.373387068510056,0.0184591561555862,1
background,474934.9838,4433726.1748,148.267608642578,135.315093994141,174.096633911133,4654.36083984375,27.1318817138672,-0.135089099407196,6.87453365325928,23.1881275177002,1.27023959159851,38.8887596130371,5.40655899047852,53.987377166748,-0.489916026592255,0.0140290465205908,1
background,474934.9838,4438426.1748,14.1023826599121,830.252319335938,321.131896972656,1870.81958007812,2.39618515968323,-0.0110771972686052,8.09383678436279,27.7209625244141,1.34625840187073,36.8331451416016,5.35011053085327,53.706356048584,-0.321915745735168,0.0263819321990013,1
background,474934.9838,4438726.1748,58.9193954467773,1018.82623291016,245.829956054688,7713.5068359375,3.58114051818848,0.0505736768245697,9.1795597076416,27.4421463012695,1.32547533512115,36.9994659423828,5.25929832458496,53.7098999023438,-0.454623758792877,0.0643058940768242,1
background,474934.9838,4440976.1748,22.8987693786621,182.076354980469,285.436004638672,491.903289794922,4.44094514846802,1.01686775684357,6.65392780303955,30.3670806884766,1.31124496459961,37.2402305603027,4.60073804855347,53.7012825012207,-0.372817009687424,0.0459567010402679,1
background,474984.9838,4432876.1748,160.782852172852,102.292388916016,266.64306640625,2226.81396484375,2.99438953399658,-0.00558244669809937,9.06703758239746,23.6690235137939,1.29980254173279,39.9913482666016,5.33208131790161,54.1449203491211,-0.33654311299324,0.00671084597706795,1
background,474984.9838,4433626.1748,37.2911033630371,23.7287769317627,170.734191894531,4277.7568359375,14.673038482666,-1.97657752037048,7.55068302154541,23.6156444549561,1.26243829727173,39.5617027282715,5.37008762359619,54.1395378112793,-0.411286681890488,0.0215815063565969,1
background,474984.9838,4439326.1748,81.6745452880859,449.037384033203,312.022125244141,1830.16003417969,1.53728175163269,0.122676804661751,8.51354312896729,26.7300777435303,1.33515107631683,37.0900993347168,5.17162227630615,53.6914482116699,-0.445236206054688,0.0716969221830368,1
background,475034.9838,4433626.1748,55.4626579284668,14.2786121368408,188.563217163086,6683.44677734375,11.2932405471802,-2.92672324180603,9.03081798553467,23.7151737213135,1.25447583198547,39.5709114074707,5.36683082580566,54.1301612854004,-0.433589994907379,0.0248220674693584,1
background,475034.9838,4435526.1748,62.4944458007812,409.299041748047,188.696258544922,3882.87646484375,2.47237348556519,0.0836270079016685,8.63545513153076,23.4872608184814,1.29067063331604,37.9333992004395,5.57647562026978,53.8218536376953,-0.417325884103775,0.0132473837584257,1
background,475034.9838,4438976.1748,40.0242614746094,788.568359375,253.645706176758,3454.8017578125,1.16530025005341,0.0135706644505262,9.56817626953125,26.7177448272705,1.33776950836182,37.0091667175293,5.20916271209717,53.6798095703125,-0.45884770154953,0.018856730312109,1
background,475084.9838,4433326.1748,147.055023193359,198.397048950195,254.102615356445,816.907043457031,13.0729417800903,1.67071318626404,6.18221473693848,25.317943572998,1.23285114765167,39.2631797790527,5.38967800140381,53.9979476928711,-0.497631371021271,-0.0115007432177663,1
background,475084.9838,4435326.1748,130.163772583008,606.405822753906,217.403198242188,5129.84716796875,3.7718813419342,-0.213868245482445,8.64010620117188,22.9744739532471,1.28230535984039,37.9292411804199,5.57878351211548,53.8189811706543,-0.386665999889374,0.000740333634894341,1
background,475084.9838,4435976.1748,183.6865234375,198.676239013672,237.867752075195,2270.76928710938,2.14312720298767,0.110422044992447,8.34206008911133,23.6379432678223,1.28564763069153,37.7619438171387,5.55368375778198,53.807689666748,-0.402518272399902,0.0295576490461826,1
background,475084.9838,4440076.1748,134.344635009766,281.362060546875,198.533569335938,5875.69287109375,1.76834142208099,0.00660863518714905,9.65332889556885,26.3626728057861,1.39417672157288,37.574462890625,4.97170543670654,53.6995849609375,-0.35072535276413,0.0224052481353283,1
background,475134.9838,4431576.1748,148.389404296875,513.429870605469,294.077270507812,798.455810546875,1.90975880622864,-0.274206012487411,7.48720741271973,19.0079326629639,1.34382808208466,38.4610862731934,5.41323328018188,53.5337142944336,-0.329067409038544,-0.0107929641380906,1
background,475134.9838,4433176.1748,196.343383789062,282.354278564453,241.289428710938,2420.37524414062,12.151478767395,-1.23473370075226,6.77982187271118,26.0935459136963,1.23032701015472,39.2606353759766,5.38906860351562,53.96435546875,-0.335348933935165,-0.00547738093882799,1
background,475134.9838,4434976.1748,36.5366744995117,559.043640136719,238.273742675781,5778.56640625,2.04358601570129,0.0929956808686256,9.22076511383057,22.0876693725586,1.27673947811127,38.0716438293457,5.57596158981323,53.8059043884277,-0.384249597787857,0.0522533804178238,1
background,475134.9838,4437726.1748,38.5228042602539,141.266754150391,178.477310180664,9458.5166015625,1.38333117961884,0.075074166059494,10.5797252655029,27.1620845794678,1.36943900585175,36.9641876220703,5.38685512542725,53.7409477233887,-0.365614831447601,0.0240503866225481,1
background,475184.9838,4431626.1748,88.9554748535156,477.939270019531,296.708618164062,850.8056640625,1.58164143562317,0.0926390364766121,7.77128648757935,19.6384296417236,1.33981585502625,38.4726829528809,5.41020154953003,53.5373611450195,-0.306066900491714,-0.00457598641514778,1
background,475184.9838,4432776.1748,356.222839355469,95.6035385131836,297.933044433594,1364.0029296875,21.1359081268311,-0.928904473781586,5.55458307266235,25.3284473419189,1.27753865718842,39.3986167907715,5.37412548065186,53.9296760559082,-0.344633460044861,-0.00125629128888249,1
background,475234.9838,4430776.1748,431.816436767578,330.701629638672,98.5014953613281,1184.60241699219,1.11214876174927,0.0515373423695564,8.34039115905762,21.2530899047852,1.33430790901184,38.4312782287598,5.39872264862061,53.373046875,-0.344100296497345,-0.0332682654261589,1
background,475234.9838,4434826.1748,56.0957908630371,445.806732177734,215.42317199707,9096.154296875,1.92997431755066,-0.0166614484041929,9.84969234466553,21.0142040252686,1.27280807495117,38.1176605224609,5.57299089431763,53.7756423950195,-0.379558205604553,0.0260323453694582,1
background,475284.9838,4435976.1748,257.060272216797,339.884338378906,225.718627929688,2035.95959472656,2.06876063346863,0.199194341897964,8.31208419799805,24.4468078613281,1.28404700756073,37.7503433227539,5.51904392242432,53.7530212402344,-0.451518207788467,0.0263683293014765,1
background,475284.9838,4440376.1748,62.480827331543,501.063507080078,155.452621459961,1652.27954101562,2.29758906364441,-0.0335408449172974,8.03611183166504,25.7099475860596,1.3770866394043,37.5144271850586,4.86343669891357,53.6282272338867,-0.464427620172501,0.0792974084615707,1
background,475284.9838,4441226.1748,5.68058252334595,134.328765869141,248.073425292969,2860.173828125,2.97499632835388,-0.0435435362160206,8.65321350097656,29.4104461669922,1.33911347389221,37.1384582519531,4.57004022598267,53.6042060852051,-0.416316390037537,0.0520638972520828,1
background,475334.9838,4433826.1748,273.79541015625,65.8906631469727,149.96696472168,5754.4609375,16.3764381408691,-1.28923952579498,7.28251314163208,23.2867393493652,1.24550449848175,39.1347999572754,5.36168527603149,53.9660377502441,-0.508325397968292,-0.012977915816009,1
background,475334.9838,4435376.1748,198.469696044922,627.61572265625,201.53337097168,1947.98059082031,3.12556433677673,0.101772502064705,7.88494348526001,21.7815418243408,1.28837490081787,38.0030746459961,5.55177211761475,53.7366180419922,-0.406943529844284,0.0229777283966541,1
background,475334.9838,4438326.1748,67.9776153564453,619.250305175781,110.103897094727,1210.54943847656,3.00787734985352,0.143172442913055,7.61773252487183,29.8423442840576,1.33448934555054,36.9620933532715,5.28448009490967,53.6498908996582,-0.478319585323334,0.062611348927021,1
background,475384.9838,4433876.1748,332.494476318359,91.7650604248047,151.898910522461,3931.44262695312,18.855598449707,-1.26176357269287,6.69324016571045,23.1341552734375,1.2401841878891,39.0369186401367,5.36098432540894,53.9300727844238,-0.514235436916351,-0.00425723008811474,1
background,475384.9838,4436026.1748,170.218795776367,353.7353515625,200.045593261719,2240.810546875,1.88983428478241,0.0825727507472038,8.33862495422363,25.5930633544922,1.28588914871216,37.7474899291992,5.50924253463745,53.735466003418,-0.465871214866638,0.0110169500112534,1
background,475384.9838,4439076.1748,74.6202774047852,747.495666503906,231.824325561523,1915.01940917969,0.604382574558258,0.219148769974709,10.291482925415,21.4651641845703,1.35967862606049,37.0048828125,5.18350601196289,53.621452331543,-0.455108433961868,0.0209613665938377,1
background,475384.9838,4439526.1748,11.7280025482178,378.476806640625,317.899932861328,2348.5107421875,2.47717976570129,0.106151528656483,8.14157295227051,20.599479675293,1.38290631771088,37.2011833190918,5.08964443206787,53.6294479370117,-0.412203162908554,0.0202450342476368,1
