x,y,Phytophthora_PA3_allRun logistic values
473384.9838,4435076.1748,0.074512765
473384.9838,4436576.1748,0.10580308
473434.9838,4433676.1748,0.2788401
473434.9838,4434326.1748,0.32089874
473484.9838,4433776.1748,0.31698155
473484.9838,4434026.1748,0.57386786
473484.9838,4434276.1748,0.21772742
473484.9838,4435076.1748,0.2248139
473484.9838,4435126.1748,0.112502046
473484.9838,4435226.1748,0.0116376225
473484.9838,4435676.1748,0.266925
473484.9838,4439076.1748,1.9229483E-4
473534.9838,4433426.1748,0.22630009
473534.9838,4434576.1748,0.3870107
473534.9838,4437176.1748,0.0022992233
473584.9838,4435026.1748,0.2253799
473584.9838,4436876.1748,0.12697622
473634.9838,4433676.1748,0.19649652
473634.9838,4433876.1748,0.24571736
473684.9838,4434776.1748,0.6616545
473684.9838,4437376.1748,0.014096943
473784.9838,4432876.1748,0.50303394
473784.9838,4434776.1748,0.6389963
473784.9838,4435576.1748,0.27920395
473784.9838,4439526.1748,2.2251008E-4
473884.9838,4434726.1748,0.5803265
473884.9838,4436926.1748,0.05980087
473934.9838,4435626.1748,0.12864244
473934.9838,4439426.1748,8.57413E-6
473984.9838,4434376.1748,0.5702916
473984.9838,4434776.1748,0.6103906
473984.9838,4439326.1748,4.953216E-4
474034.9838,4437126.1748,0.018011058
474034.9838,4437476.1748,0.023390494
474034.9838,4439676.1748,6.257132E-6
474084.9838,4433776.1748,0.5550521
474084.9838,4433926.1748,0.22678494
474084.9838,4434676.1748,0.32156083
474084.9838,4435426.1748,0.20118089
474134.9838,4432826.1748,0.25781408
474134.9838,4434326.1748,0.44769642
474134.9838,4436726.1748,0.05302636
474134.9838,4437926.1748,0.0010754896
474184.9838,4432726.1748,0.24796115
474184.9838,4433726.1748,0.28242493
474184.9838,4436826.1748,0.054829437
474184.9838,4436926.1748,0.049413722
474184.9838,4439376.1748,8.210892E-4
474184.9838,4439426.1748,8.5183117E-4
474234.9838,4439976.1748,0.0014488321
474284.9838,4432426.1748,0.38193327
474284.9838,4433976.1748,0.4496624
474284.9838,4434576.1748,0.43508455
474284.9838,4435276.1748,0.13556162
474284.9838,4435826.1748,0.14604989
474284.9838,4439076.1748,0.0072996523
474284.9838,4439376.1748,0.0038640192
474334.9838,4433226.1748,0.495805
474334.9838,4435076.1748,0.30239576
474334.9838,4435376.1748,0.26857913
