x,y,Phytophthora_PA3_allRun logistic values
473184.9838,4433526.1748,0.6218902
473334.9838,4434076.1748,0.3001035
473384.9838,4436626.1748,0.63915056
473434.9838,4434476.1748,0.2991375
473434.9838,4436576.1748,0.30406374
473484.9838,4434876.1748,0.4679654
473484.9838,4435526.1748,0.04495074
473584.9838,4435926.1748,0.18286784
473584.9838,4436576.1748,0.57221323
473634.9838,4433526.1748,0.6763307
473634.9838,4434276.1748,0.74793005
473634.9838,4436676.1748,0.44546053
473634.9838,4436876.1748,0.5119412
473684.9838,4436426.1748,0.45040706
473684.9838,4436626.1748,0.43371835
473734.9838,4433926.1748,0.4060209
473734.9838,4434226.1748,0.74062216
473734.9838,4434776.1748,0.7333873
473734.9838,4435276.1748,0.22445902
473784.9838,4437376.1748,0.19622344
473784.9838,4439126.1748,7.448434E-4
473834.9838,4433126.1748,0.5163001
473834.9838,4433176.1748,0.41965374
473834.9838,4434376.1748,0.81883
473834.9838,4434926.1748,0.72238034
473884.9838,4432876.1748,0.6988731
473884.9838,4435976.1748,0.18398906
473884.9838,4436176.1748,0.3737164
473884.9838,4436676.1748,0.50464207
473884.9838,4437876.1748,0.008259239
473884.9838,4439176.1748,0.006629554
473934.9838,4434926.1748,0.54571056
473934.9838,4437026.1748,0.33976984
473934.9838,4437376.1748,0.09580991
473934.9838,4439076.1748,0.008956634
473984.9838,4432976.1748,0.47056347
473984.9838,4434526.1748,0.85465133
473984.9838,4435826.1748,0.3004912
473984.9838,4435926.1748,0.31202355
473984.9838,4439326.1748,0.0058969227
474034.9838,4437376.1748,0.09638528
474084.9838,4439726.1748,4.5978668E-4
474134.9838,4433576.1748,0.4346159
474134.9838,4434176.1748,0.57013386
474134.9838,4434426.1748,0.6612991
474134.9838,4437126.1748,0.18013132
474134.9838,4437526.1748,0.27979645
474184.9838,4433376.1748,0.46605134
474184.9838,4434826.1748,0.5388069
474184.9838,4438826.1748,0.022799598
474184.9838,4439126.1748,0.030692613
474234.9838,4433226.1748,0.6673744
474234.9838,4439026.1748,0.04108615
474284.9838,4435776.1748,0.53732044
474284.9838,4436276.1748,0.771383
474284.9838,4439976.1748,0.028818414
474334.9838,4432476.1748,0.7404647
474334.9838,4433276.1748,0.37086287
474334.9838,4437876.1748,0.01053172
474334.9838,4439326.1748,0.038809728
474334.9838,4440026.1748,0.025365794
474384.9838,4432476.1748,0.75154173
474384.9838,4432776.1748,0.2469617
474384.9838,4433076.1748,0.29068226
474384.9838,4435626.1748,0.21316275
474384.9838,4436676.1748,0.11878203
474384.9838,4439076.1748,0.016852116
474384.9838,4440076.1748,0.06312002
474484.9838,4436876.1748,0.05461821
474534.9838,4433976.1748,0.58251196
474534.9838,4437326.1748,0.23303787
474534.9838,4439726.1748,0.0063727885
474584.9838,4434476.1748,0.58494395
474584.9838,4435976.1748,0.13411069
474584.9838,4436376.1748,0.05077367
474584.9838,4436976.1748,0.15275812
474584.9838,4437026.1748,0.07277237
474584.9838,4439626.1748,0.0071274443
