x,y,Phytophthora_PA20_allRun logistic values
473484.9838,4435026.1748,0.18670788
473484.9838,4439126.1748,0.0016275588
473534.9838,4434276.1748,0.43303633
473534.9838,4434626.1748,0.5753503
473584.9838,4434476.1748,0.5253461
473584.9838,4435776.1748,0.34397545
473734.9838,4434376.1748,0.8570636
473734.9838,4434676.1748,0.82400703
473734.9838,4435476.1748,0.15471756
473734.9838,4436626.1748,0.4079894
473784.9838,4436026.1748,0.24850518
473784.9838,4436776.1748,0.47690448
473784.9838,4437476.1748,0.166905
473834.9838,4432926.1748,0.6771272
473834.9838,4434376.1748,0.67979777
473834.9838,4437026.1748,0.15049262
473884.9838,4436876.1748,0.5130294
473884.9838,4437826.1748,0.07927112
473934.9838,4437376.1748,0.12478879
473934.9838,4437626.1748,0.089849785
474034.9838,4434076.1748,0.2474944
474034.9838,4435126.1748,0.4644071
474034.9838,4435576.1748,0.15401067
474034.9838,4437176.1748,0.1277539
474084.9838,4433376.1748,0.26715073
474084.9838,4434176.1748,0.41571602
474084.9838,4435626.1748,0.43898094
474084.9838,4437226.1748,0.07094215
474134.9838,4432826.1748,0.2116547
474134.9838,4433326.1748,0.3294643
474134.9838,4434026.1748,0.24534361
474184.9838,4432726.1748,0.1758511
474184.9838,4435926.1748,0.47796303
474184.9838,4436726.1748,0.29886496
474184.9838,4437776.1748,0.11392093
474184.9838,4438876.1748,0.01740439
474184.9838,4439226.1748,0.006569411
474234.9838,4439226.1748,0.013652671
474284.9838,4432976.1748,0.19648829
474284.9838,4435176.1748,0.49928284
474284.9838,4435726.1748,0.53044444
474284.9838,4437276.1748,0.11206212
474334.9838,4432976.1748,0.115970135
474334.9838,4435776.1748,0.58702534
474384.9838,4433626.1748,0.4337689
474384.9838,4433826.1748,0.41793025
474384.9838,4437826.1748,0.050422736
474384.9838,4440276.1748,0.0303254
474384.9838,4440326.1748,0.01742007
474434.9838,4433676.1748,0.36220476
474434.9838,4433926.1748,0.5089446
474484.9838,4435176.1748,0.5026149
474484.9838,4437376.1748,0.119174704
474484.9838,4437526.1748,0.024383659
474484.9838,4439576.1748,0.009587359
474534.9838,4433926.1748,0.5360323
474534.9838,4434626.1748,0.5994138
474534.9838,4437576.1748,0.12110032
474534.9838,4440426.1748,0.020526774
474584.9838,4433976.1748,0.33725247
474584.9838,4437426.1748,0.105847575
474584.9838,4437526.1748,0.07396516
474584.9838,4438726.1748,0.020631293
474584.9838,4439176.1748,0.015404918
474584.9838,4439426.1748,0.021006128
474634.9838,4433476.1748,0.46635863
474634.9838,4435026.1748,0.66857195
474634.9838,4436076.1748,0.10193117
474684.9838,4432326.1748,0.442346
474734.9838,4433276.1748,0.47120056
474734.9838,4433326.1748,0.43351182
474734.9838,4433976.1748,0.37052715
474734.9838,4434976.1748,0.43118826
474734.9838,4437826.1748,0.008231132
474734.9838,4438526.1748,0.0018385587
474734.9838,4439726.1748,0.074769385
474734.9838,4440026.1748,0.09659299
474734.9838,4440276.1748,0.14960058
474784.9838,4432626.1748,0.77319115
474784.9838,4433476.1748,0.42620188
474784.9838,4437226.1748,0.053800263
474784.9838,4438226.1748,0.009477734
474834.9838,4433226.1748,0.31909615
474834.9838,4433976.1748,0.37265015
474834.9838,4439026.1748,0.0034712148
474834.9838,4439476.1748,0.0125228055
474834.9838,4439776.1748,0.10063273
474884.9838,4432576.1748,0.75087297
474884.9838,4433226.1748,0.61008227
474884.9838,4434526.1748,0.5276722
474884.9838,4437976.1748,0.014473095
474934.9838,4434776.1748,0.66127896
474934.9838,4435276.1748,0.2957811
474934.9838,4440376.1748,0.007435004
474984.9838,4432126.1748,0.54458237
474984.9838,4438576.1748,0.008892332
474984.9838,4439826.1748,0.059887677
475034.9838,4432526.1748,0.645748
475034.9838,4435176.1748,0.18329804
