background,x,y,nitrogen,sand,fla,rivers,roads,aspect,BIO16
background,473084.9838,4433626.1748,19.2992935180664,36.9962425231934,849.179260253906,203.242568969727,302.349487304688,286.19384765625,287.812469482422
background,473234.9838,4433676.1748,19.3379135131836,36.9692535400391,873.13720703125,143.371215820312,188.448516845703,280.594207763672,289.030456542969
background,473334.9838,4433826.1748,19.5219669342041,36.862174987793,1505.46081542969,106.608306884766,126.467826843262,275.188446044922,290.126708984375
background,473484.9838,4433276.1748,19.4506378173828,37.5542182922363,2358.2958984375,49.5457801818848,225.180435180664,230.992904663086,288.775238037109
background,473484.9838,4436476.1748,19.9653644561768,35.3772315979004,265.281433105469,46.0314674377441,132.147842407227,217.745681762695,303.498474121094
background,473484.9838,4436726.1748,19.3545169830322,35.2595062255859,2049.42724609375,169.19157409668,5.6728310585022,274.739074707031,307.272705078125
background,473534.9838,4433726.1748,20.0746593475342,36.9140129089355,1566.21118164062,62.2703323364258,24.6825084686279,121.659423828125,293.275146484375
background,473584.9838,4435476.1748,15.165807723999,32.0675430297852,1715.74572753906,118.59578704834,196.033477783203,276.33935546875,299.903686523438
background,473584.9838,4437076.1748,16.4074649810791,28.1848163604736,1628.79113769531,421.918762207031,61.9812164306641,246.358642578125,310.660827636719
background,473734.9838,4435976.1748,19.0950012207031,37.0047340393066,861.835510253906,82.8547973632812,66.3065795898438,325.449523925781,305.757843017578
background,473734.9838,4437076.1748,19.342903137207,31.8290176391602,4046.55444335938,310.656585693359,88.0188064575195,211.504089355469,312.309478759766
background,473734.9838,4439176.1748,20.1094188690186,33.4770889282227,4266.48681640625,79.9505081176758,677.752502441406,289.770294189453,316.104827880859
background,473784.9838,4433726.1748,19.6302261352539,37.2175674438477,2757.79907226562,174.163558959961,151.230209350586,262.648559570312,294.940063476562
background,473784.9838,4435026.1748,18.3619003295898,38.8890113830566,356.324890136719,196.23860168457,246.39323425293,268.133636474609,299.952545166016
background,473784.9838,4437226.1748,20.0214729309082,31.3983058929443,1519.8017578125,366.560607910156,20.3860530853271,227.324600219727,313.610321044922
background,473834.9838,4432876.1748,18.3260307312012,38.5176391601562,4434.0849609375,561.267333984375,108.63395690918,247.262481689453,292.125244140625
background,473834.9838,4433026.1748,19.0164222717285,40.5371971130371,2419.28369140625,450.665069580078,10.7208080291748,245.073532104492,294.050354003906
background,473834.9838,4434876.1748,18.7865219116211,38.6558036804199,2650.169921875,352.158020019531,115.375038146973,207.791381835938,299.193725585938
background,473884.9838,4432976.1748,18.7275543212891,40.0041427612305,4396.6279296875,521.255615234375,25.7141914367676,240.730743408203,294.605163574219
background,473934.9838,4437776.1748,10.6074914932251,17.3807926177979,692.133483886719,581.937316894531,195.59098815918,322.810943603516,317.370849609375
background,473984.9838,4432976.1748,18.5534648895264,40.0718193054199,3069.77587890625,599.424377441406,123.765022277832,243.01237487793,296.018768310547
background,473984.9838,4434726.1748,18.4070568084717,39.3689994812012,6237.4248046875,386.421936035156,108.423301696777,225.90901184082,303.395812988281
background,473984.9838,4439326.1748,21.5321578979492,32.519645690918,579.89453125,298.984069824219,537.958068847656,294.886077880859,319.093963623047
background,474034.9838,4434076.1748,19.1618251800537,39.8906669616699,789.721618652344,31.6359004974365,220.023391723633,151.597030639648,297.581573486328
background,474034.9838,4436726.1748,19.2902488708496,35.0042533874512,1839.90515136719,143.227325439453,49.6088104248047,271.232879638672,312.049743652344
background,474084.9838,4432926.1748,18.2130527496338,39.7858657836914,2600.33862304688,578.30029296875,210.067977905273,222.754028320312,295.953247070312
background,474084.9838,4433326.1748,18.8480529785156,41.2499732971191,915.006896972656,573.625915527344,100.655349731445,307.100128173828,298.688201904297
background,474084.9838,4439926.1748,20.8511734008789,30.8244934082031,210.762725830078,12.5042238235474,353.706604003906,234.190689086914,316.426055908203
background,474134.9838,4433276.1748,18.7719535827637,41.1113739013672,479.818084716797,627.158874511719,62.9896049499512,297.548461914062,298.869476318359
background,474134.9838,4434876.1748,18.191427230835,38.7913055419922,2422.3662109375,467.058319091797,267.361938476562,233.91520690918,305.276733398438
background,474184.9838,4433476.1748,19.2263603210449,40.7748146057129,998.39990234375,539.584899902344,61.872673034668,293.369171142578,298.179718017578
background,474184.9838,4438726.1748,21.9769840240479,32.1198577880859,1659.96850585938,703.777221679688,299.887908935547,218.919570922852,318.500854492188
background,474184.9838,4438776.1748,22.479175567627,31.9438514709473,2046.36669921875,672.321228027344,263.330444335938,227.655960083008,318.641754150391
background,474234.9838,4434326.1748,17.9589881896973,39.4699630737305,2656.40649414062,175.511734008789,148.660278320312,169.003433227539,300.613616943359
background,474234.9838,4436476.1748,18.4014282226562,35.8692665100098,1300.99426269531,292.739166259766,161.196441650391,100.635139465332,310.476196289062
background,474334.9838,4432526.1748,17.6729831695557,39.2263374328613,567.085998535156,114.378936767578,165.3154296875,188.023300170898,285.6396484375
