x,y,Phytophthora_PA2_allRun logistic values
473384.9838,4434376.1748,0.22113575
473434.9838,4434376.1748,0.21953444
473484.9838,4433676.1748,0.6882427
473484.9838,4436526.1748,0.3170841
473534.9838,4433726.1748,0.7328642
473534.9838,4434276.1748,0.43441686
473534.9838,4434426.1748,0.19050501
473684.9838,4436976.1748,0.32455346
473684.9838,4437426.1748,0.07895409
473734.9838,4434876.1748,0.56417817
473734.9838,4437676.1748,0.07767225
473784.9838,4433026.1748,0.5663087
473784.9838,4433776.1748,0.35293087
473784.9838,4434626.1748,0.552861
473784.9838,4439226.1748,0.0042206123
473834.9838,4433126.1748,0.45660776
473834.9838,4436276.1748,0.18164533
473884.9838,4436026.1748,0.1611295
473934.9838,4433426.1748,0.23230682
473934.9838,4434676.1748,0.78187853
473934.9838,4435926.1748,0.20785424
473934.9838,4436376.1748,0.38553655
473934.9838,4436476.1748,0.15292284
473934.9838,4436976.1748,0.4383226
473934.9838,4437426.1748,0.18613814
473934.9838,4439526.1748,0.0042537404
473984.9838,4434876.1748,0.6262806
474034.9838,4435426.1748,0.34131315
474034.9838,4437776.1748,0.04692577
474034.9838,4439576.1748,0.008302956
474084.9838,4432876.1748,0.24849388
474084.9838,4433576.1748,0.55751234
474084.9838,4435376.1748,0.3509639
474084.9838,4435976.1748,0.40724108
474084.9838,4437776.1748,0.057277504
474134.9838,4434026.1748,0.16748542
474134.9838,4434826.1748,0.33342817
474134.9838,4436276.1748,0.39115658
474134.9838,4438826.1748,0.020711271
474134.9838,4439926.1748,0.009143253
474184.9838,4433326.1748,0.30102813
474184.9838,4434176.1748,0.36075476
474184.9838,4436176.1748,0.68651575
474184.9838,4436926.1748,0.12396453
474184.9838,4439276.1748,0.01218869
474184.9838,4439326.1748,0.021371508
474234.9838,4433226.1748,0.32539862
474234.9838,4433576.1748,0.16970004
474234.9838,4434226.1748,0.5167033
474284.9838,4437626.1748,0.13938904
474284.9838,4437676.1748,0.17594063
474284.9838,4439676.1748,0.00883627
474334.9838,4434876.1748,0.63370836
474334.9838,4435226.1748,0.32908085
474384.9838,4432926.1748,0.1479982
474384.9838,4433376.1748,0.38649455
474434.9838,4433526.1748,0.7029164
474434.9838,4434126.1748,0.20399304
474434.9838,4435326.1748,0.24350683
474434.9838,4436276.1748,0.12599914
474434.9838,4436676.1748,0.086175896
474434.9838,4439526.1748,0.015968809
474484.9838,4432526.1748,0.5415228
474484.9838,4432776.1748,0.6646163
474484.9838,4433376.1748,0.68133104
474484.9838,4437476.1748,0.10270029
474534.9838,4433626.1748,0.47620845
474534.9838,4435626.1748,0.25466448
474584.9838,4433126.1748,0.23533589
474584.9838,4440176.1748,0.053806473
474634.9838,4436126.1748,0.087985605
474634.9838,4437426.1748,0.16404255
474634.9838,4438876.1748,0.004297786
474634.9838,4440776.1748,0.004813983
474684.9838,4435126.1748,0.2504395
474734.9838,4434876.1748,0.2624152
474734.9838,4436576.1748,0.023309767
474734.9838,4438176.1748,0.009551175
474734.9838,4438626.1748,0.0053207143
474784.9838,4433976.1748,0.27462515
474784.9838,4435126.1748,0.33035454
474784.9838,4436526.1748,0.05807196
474784.9838,4439126.1748,0.010263273
474784.9838,4439226.1748,0.0070704296
474834.9838,4432526.1748,0.5244973
474834.9838,4434226.1748,0.39986625
474834.9838,4434376.1748,0.5531601
474834.9838,4435676.1748,0.4944218
474834.9838,4439426.1748,0.014585787
474834.9838,4440276.1748,0.042000704
474884.9838,4437876.1748,0.028303629
474884.9838,4438526.1748,0.014129526
474884.9838,4439676.1748,0.048631415
474934.9838,4431876.1748,0.5134852
474934.9838,4434026.1748,0.45728406
474934.9838,4434776.1748,0.60004663
474984.9838,4431826.1748,0.5545489
474984.9838,4432226.1748,0.29815474
474984.9838,4433126.1748,0.6108101
474984.9838,4434376.1748,0.58294827
474984.9838,4434926.1748,0.2921915
474984.9838,4436976.1748,0.21036161
474984.9838,4440576.1748,0.004474992
474984.9838,4441826.1748,0.0033946417
475034.9838,4432376.1748,0.45706776
475034.9838,4435426.1748,0.51993203
475034.9838,4436376.1748,0.22335929
475034.9838,4437076.1748,0.175255
475034.9838,4437326.1748,0.015559443
475084.9838,4432576.1748,0.46931556
475084.9838,4433176.1748,0.58629894
475084.9838,4435776.1748,0.27656907
475084.9838,4438076.1748,0.018199133
475134.9838,4432776.1748,0.1969164
475134.9838,4434726.1748,0.6423625
475184.9838,4432026.1748,0.47597128
475184.9838,4435476.1748,0.1861654
475184.9838,4436526.1748,0.22063665
475184.9838,4436976.1748,0.116529316
475184.9838,4439026.1748,0.007941743
475184.9838,4441276.1748,0.0070355455
475234.9838,4433476.1748,0.26981163
475234.9838,4435626.1748,0.3850122
475234.9838,4438026.1748,0.01352719
475234.9838,4439226.1748,0.037035935
475234.9838,4439526.1748,0.040416073
475234.9838,4440826.1748,9.089591E-4
475234.9838,4441276.1748,0.005315295
475234.9838,4441826.1748,0.0016044717
475284.9838,4434026.1748,0.1457518
475284.9838,4434976.1748,0.7260575
475284.9838,4435526.1748,0.34102586
475284.9838,4436776.1748,0.44912308
475284.9838,4437526.1748,0.010190397
475284.9838,4438726.1748,0.010622691
475284.9838,4442176.1748,0.0031617656
475334.9838,4433176.1748,0.39913222
475334.9838,4434876.1748,0.6924586
475334.9838,4435326.1748,0.19588402
475334.9838,4435626.1748,0.4988332
475334.9838,4435726.1748,0.17804629
475334.9838,4442276.1748,0.0033006896
475384.9838,4432576.1748,0.4879562
475384.9838,4435276.1748,0.25729245
475384.9838,4438276.1748,0.021779452
475384.9838,4438476.1748,0.01067804
475384.9838,4440976.1748,0.0019507481
475384.9838,4441226.1748,0.0031428323
475384.9838,4441526.1748,0.0016658411
475384.9838,4442326.1748,0.0027189264
475434.9838,4432526.1748,0.15535788
475434.9838,4433226.1748,0.6950867
475434.9838,4433626.1748,0.13032891
475434.9838,4434526.1748,0.48173591
475434.9838,4437776.1748,0.01998378
475434.9838,4438026.1748,0.02377559
475434.9838,4440726.1748,0.002841385
475434.9838,4441026.1748,0.0016976937
475434.9838,4441876.1748,0.004367088
475484.9838,4431926.1748,0.44574472
475484.9838,4432126.1748,0.45589423
475484.9838,4432426.1748,0.20068584
475484.9838,4434726.1748,0.42887723
475484.9838,4436626.1748,0.04510346
475484.9838,4436876.1748,0.13047718
475534.9838,4430626.1748,0.34520695
475534.9838,4431826.1748,0.52500784
475534.9838,4433376.1748,0.3186006
475534.9838,4436176.1748,0.05097516
475584.9838,4431726.1748,0.6345676
475584.9838,4434276.1748,0.64544916
475584.9838,4434776.1748,0.1946471
475584.9838,4436226.1748,0.057451203
475584.9838,4436776.1748,0.0952756
475584.9838,4439626.1748,0.012881363
475634.9838,4437476.1748,0.033051495
475634.9838,4439976.1748,0.048606746
475684.9838,4430226.1748,0.52493566
475684.9838,4431426.1748,0.54555804
475684.9838,4431576.1748,0.44747344
475684.9838,4432476.1748,0.2882544
475684.9838,4432726.1748,0.5777833
475684.9838,4432926.1748,0.21284358
475684.9838,4435076.1748,0.19677436
475684.9838,4435126.1748,0.13731258
475684.9838,4437176.1748,0.013463054
475684.9838,4438576.1748,0.03667742
475684.9838,4441226.1748,0.0052219764
475684.9838,4441526.1748,0.003459769
475684.9838,4441576.1748,0.0044972626
475684.9838,4441726.1748,0.001439211
475684.9838,4442226.1748,0.0038277109
475734.9838,4434226.1748,0.36572525
475734.9838,4436176.1748,0.06705432
475784.9838,4431876.1748,0.5233573
475784.9838,4433726.1748,0.42715785
475784.9838,4433926.1748,0.3260504
475784.9838,4436026.1748,0.07251646
475784.9838,4438676.1748,0.015030213
475784.9838,4441926.1748,0.0038507103
475834.9838,4431876.1748,0.54677683
475834.9838,4433176.1748,0.27631098
475834.9838,4433676.1748,0.2611176
475834.9838,4436126.1748,0.04210392
475834.9838,4440976.1748,0.0011268713
475884.9838,4433926.1748,0.30356848
475884.9838,4436226.1748,0.036847617
475934.9838,4434376.1748,0.17500478
475934.9838,4438676.1748,0.046537846
475934.9838,4438726.1748,0.037223767
475934.9838,4439226.1748,0.0071158796
475934.9838,4440126.1748,0.04226751
475934.9838,4441876.1748,8.4538915E-4
475984.9838,4429826.1748,0.45285487
475984.9838,4433726.1748,0.56211454
475984.9838,4434176.1748,0.56509787
475984.9838,4435276.1748,0.29091126
475984.9838,4437576.1748,0.020950997
475984.9838,4438976.1748,0.015218002
475984.9838,4440826.1748,0.011273069
476034.9838,4433176.1748,0.39407083
476034.9838,4435926.1748,0.23020223
476034.9838,4436676.1748,0.07181722
476034.9838,4437076.1748,0.021547858
476034.9838,4438226.1748,0.010895562
476034.9838,4439326.1748,0.013328348
476034.9838,4440526.1748,0.007625736
476084.9838,4431026.1748,0.4419417
476084.9838,4432276.1748,0.44718313
476084.9838,4434776.1748,0.35525227
476084.9838,4435876.1748,0.20141484
476084.9838,4438726.1748,0.014015797
476084.9838,4441126.1748,0.0036646926
476084.9838,4441326.1748,7.543833E-4
476084.9838,4442376.1748,0.0032474517
476134.9838,4430276.1748,0.52784544
476134.9838,4431876.1748,0.6729041
476134.9838,4435426.1748,0.44918686
476184.9838,4431776.1748,0.5943241
476184.9838,4431926.1748,0.59714717
476184.9838,4432026.1748,0.6442386
476184.9838,4433676.1748,0.37451118
476184.9838,4434676.1748,0.34982637
476184.9838,4437176.1748,0.06921163
476184.9838,4439726.1748,0.019506743
476184.9838,4441626.1748,0.0055040075
476234.9838,4435726.1748,0.5647941
476234.9838,4436676.1748,0.13608013
476234.9838,4439876.1748,0.008061386
476234.9838,4440176.1748,0.009212459
476284.9838,4431126.1748,0.33601576
476284.9838,4431726.1748,0.4243771
476284.9838,4433476.1748,0.66538984
476284.9838,4436076.1748,0.14943641
476284.9838,4438126.1748,0.0116157
476284.9838,4441276.1748,7.289675E-4
476284.9838,4441426.1748,0.0010661558
476284.9838,4442126.1748,0.0033848737
476334.9838,4432076.1748,0.2240259
476334.9838,4432126.1748,0.57851386
476334.9838,4434026.1748,0.3129859
476334.9838,4439826.1748,0.101191275
476384.9838,4431276.1748,0.54278123
476384.9838,4433276.1748,0.44033653
476384.9838,4434576.1748,0.1262956
476384.9838,4434976.1748,0.28868118
476384.9838,4437726.1748,0.060474254
476384.9838,4438426.1748,0.01774516
476384.9838,4439476.1748,0.024767261
476434.9838,4430826.1748,0.6024293
476434.9838,4432276.1748,0.32273585
476434.9838,4436376.1748,0.08418837
476434.9838,4438076.1748,0.013917253
476434.9838,4440326.1748,0.02879204
476484.9838,4430176.1748,0.4057315
476484.9838,4432226.1748,0.523344
476484.9838,4436876.1748,0.07261236
476534.9838,4430626.1748,0.7629194
476534.9838,4432976.1748,0.28583428
476534.9838,4440226.1748,5.9284683E-4
476534.9838,4440876.1748,0.0018442987
476534.9838,4442076.1748,0.0010426246
476584.9838,4430576.1748,0.7602469
476584.9838,4432076.1748,0.44921017
476584.9838,4435826.1748,0.272151
476584.9838,4437076.1748,0.07899817
476584.9838,4439226.1748,0.02856436
476584.9838,4441926.1748,4.2694254E-4
476634.9838,4440926.1748,0.004618853
476684.9838,4432826.1748,0.11416884
476684.9838,4435826.1748,0.190585
476684.9838,4438826.1748,0.07519958
476684.9838,4439426.1748,0.0711266
476684.9838,4440026.1748,0.12545474
476734.9838,4431076.1748,0.5748171
476734.9838,4431426.1748,0.4466414
476734.9838,4433976.1748,0.7124954
476734.9838,4434376.1748,0.3680817
476734.9838,4434876.1748,0.22811748
476734.9838,4435576.1748,0.027602188
476734.9838,4435626.1748,0.02345991
476734.9838,4438076.1748,0.06315324
476734.9838,4441576.1748,0.0039720763
476784.9838,4431076.1748,0.58628833
476784.9838,4432726.1748,0.27468348
476784.9838,4435226.1748,0.16392572
476784.9838,4438226.1748,0.04743492
476784.9838,4439326.1748,0.05580001
476784.9838,4440176.1748,2.910415E-4
476784.9838,4440476.1748,3.7118123E-4
476834.9838,4435426.1748,0.09753986
476834.9838,4436626.1748,0.1135912
