species,X,Y,roads,rivers,aspect,fla,slope,tpi,twi,soc,texture,bkd,BIO03,BIO06,BIO15,nir2021,blue2023,dndvi,wo
Phytophthora_PA3_allRun,474499.178838266,4432955.58603606,229.750854492188,276.258941650391,56.1181640625,1534.50854492188,16.5481491088867,0.12839163839817,5.89662075042725,22.834156036377,4,1.27904772758484,39.1920166015625,5.40855836868286,54.052001953125,0.214054495096207,0.114732451736927,-0.0147418044507504,1
Phytophthora_PA3_allRun,478371.81527373,4438053.24765695,57.0641784667969,100.149169921875,234.424728393555,436.701477050781,6.35782051086426,0.730417191982269,5.96241140365601,23.3845844268799,7,1.34755182266235,38.0157470703125,5.15892028808594,53.4744682312012,0.24489389359951,0.0940924510359764,0.051875576376915,1
Phytophthora_PA3_allRun,478507.926276113,4430873.63775283,159.216125488281,72.6750335693359,81.9082717895508,614.510986328125,17.3922176361084,0.994773149490356,5.08716773986816,18.5730171203613,4,1.29000556468964,40.5365028381348,5.17481708526611,53.2689399719238,0.242410242557526,0.116086445748806,-0.0197251383215189,1
Phytophthora_PA3_allRun,474628.990813098,4433971.15024905,26.1990718841553,337.181701660156,256.809967041016,2356.20727539062,1.47736787796021,0.114614680409431,8.94904136657715,22.5782527923584,5.16561222076416,1.26849329471588,38.1867866516113,5.42036104202271,53.9016609191895,0.231804117560387,0.105912186205387,-0.0364339463412762,1
Phytophthora_PA3_allRun,477850.394008106,4435255.02371902,28.6867122650146,334.561553955078,131.604141235352,1614.73107910156,1.33322763442993,0.00611459370702505,8.55114555358887,24.5648574829102,4.48019456863403,1.2905935049057,38.0189819335938,5.16431999206543,53.3517761230469,0.220966532826424,0.105451613664627,0.00163077446632087,1
Phytophthora_PA3_allRun,477499.819534493,4433530.09478197,62.8898963928223,323.186492919922,278.465362548828,3149.06518554688,3.39404773712158,-0.253409445285797,8.58499622344971,22.7740840911865,4,1.3141131401062,38.2939758300781,5.29651689529419,53.3441963195801,0.244225203990936,0.11578394472599,0.0185792800039053,1
Phytophthora_PA3_allRun,481387.943667635,4433982.47112763,122.075004577637,127.040954589844,313.408905029297,5420.5380859375,0.421771019697189,-0.145934209227562,14.1778593063354,21.2560195922852,4.04848527908325,1.34301054477692,38.7233390808105,5.23601150512695,52.639087677002,0.240942478179932,0.110621728003025,-0.00664580008015037,1
Phytophthora_PA3_allRun,481584.016022811,4433922.88752311,17.7489566802979,332.591186523438,291.332305908203,1727.44104003906,2.07155847549438,0.211687088012695,8.36064624786377,21.5896778106689,4.51580238342285,1.31856822967529,38.6821594238281,5.23101139068604,52.5822525024414,0.23159521818161,0.108023531734943,0.00421414850279689,1
Phytophthora_PA3_allRun,477478.774392465,4430367.01775964,135.313491821289,32.485294342041,158.460968017578,3470.66040039062,1.36799597740173,-0.170870959758759,11.5969266891479,20.1627216339111,4,1.34004139900208,41.4257965087891,5.10371589660645,53.5429573059082,0.22784923017025,0.129468455910683,-0.0885403156280518,1
Phytophthora_PA3_allRun,478664.499375238,4431013.90701039,67.7574768066406,62.5394020080566,212.266525268555,2107.43017578125,3.72550582885742,0.162589892745018,7.53530836105347,19.0576858520508,4,1.28685474395752,40.5647087097168,5.1779146194458,53.2624931335449,0.249805390834808,0.130923807621002,-0.0187735743820667,1
Phytophthora_PA3_allRun,477440.34325499,4435066.75039237,326.222442626953,511.536468505859,196.81623840332,3934.23559570312,2.11985158920288,0.013543426990509,9.04770565032959,24.1829414367676,6.85942125320435,1.29224300384521,38.0658912658691,5.18690776824951,53.4175605773926,0.275676786899567,0.110309921205044,0.0170301403850317,1
Phytophthora_PA3_allRun,473805.036298005,4434472.10105186,97.9049758911133,140.911514282227,220.901275634766,7170.04931640625,3.28416562080383,0.131151810288429,9.05363941192627,19.3374900817871,4,1.30089271068573,38.3955535888672,5.66442537307739,54.1608009338379,0.247167184948921,0.119681380689144,-0.00450982758775353,1
Phytophthora_PA3_allRun,479363.99093796,4432988.27759856,190.343551635742,31.6250476837158,187.653137207031,2761.359375,5.50462436676025,-0.63441789150238,8.36997509002686,21.7267608642578,4,1.34159636497498,39.4853401184082,5.26877069473267,53.1804656982422,0.238872811198235,0.122094094753265,-0.0118049066513777,1
Phytophthora_PA3_allRun,477513.339835345,4430321.98176289,173.481918334961,15.770058631897,155.980102539062,20940.203125,0.596942067146301,-0.410321682691574,16.0719337463379,20.1145648956299,4,1.34265625476837,41.4387550354004,5.09655094146729,53.5221672058105,0.279959857463837,0.133106604218483,-0.346312612295151,1
Phytophthora_PA3_allRun,475751.494564062,4435485.3597763,80.1820678710938,335.651672363281,209.861419677734,1633.77038574219,1.94382977485657,0.0472008027136326,8.14781284332275,22.8868732452393,5.4656548500061,1.27595293521881,38.0909957885742,5.52321815490723,53.6504783630371,0.241489425301552,0.0981360822916031,0.0214400254189968,1
Phytophthora_PA3_allRun,477624.034953912,4431106.22442181,484.859344482422,49.1503524780273,251.130523681641,1666.32885742188,9.30068302154541,-0.650733292102814,6.67695999145508,17.9920692443848,6.86665964126587,1.31862342357635,40.3374176025391,5.23203325271606,53.44384765625,0.230736300349236,0.120810776948929,-0.0215354394167662,1
Phytophthora_PA3_allRun,478578.955216179,4435857.94086172,13.0418300628662,263.427032470703,164.047454833984,4171.00244140625,1.88564157485962,0.049849160015583,9.22524642944336,23.5724849700928,4.48977899551392,1.27998495101929,38.0797576904297,5.09002685546875,53.2634658813477,0.237883299589157,0.119891822338104,0.0187515988945961,1
Phytophthora_PA3_allRun,477759.666049652,4430806.00885653,374.078338623047,241.38655090332,168.532135009766,602.899353027344,4.83680152893066,0.454920768737793,6.46033668518066,18.5017986297607,4,1.34304690361023,40.6172981262207,5.18880176544189,53.4462966918945,0.230057299137115,0.121900349855423,-0.0212195049971342,1
Phytophthora_PA3_allRun,476801.644926592,4434768.70983185,67.7143707275391,222.472351074219,167.958877563477,2132.0390625,3.45576238632202,0.205470025539398,8.05132865905762,21.6373805999756,4.6531925201416,1.30532836914062,38.1902847290039,5.22919988632202,53.5530815124512,0.242635637521744,0.101712182164192,0.00695097958669066,1
Phytophthora_PA3_allRun,479679.272962021,4433069.73710096,153.961898803711,123.361717224121,180.645385742188,3017.27319335938,8.37974548339844,-0.368259072303772,7.53870058059692,23.3786392211914,4,1.30907452106476,39.3083038330078,5.27065896987915,53.0834884643555,0.231397151947021,0.120268240571022,-0.053399320691824,1
Phytophthora_PA3_allRun,478624.753504868,4431595.33966863,21.8289909362793,19.3217334747314,251.392700195312,19094.33203125,5.6419677734375,-0.770244359970093,9.6627140045166,20.05495262146,4,1.32782006263733,40.3373374938965,5.21041345596313,53.3065032958984,0.244668439030647,0.118811495602131,-0.0275405962020159,1
Phytophthora_PA3_allRun,477317.102137586,4432161.03871947,93.9924468994141,249.783447265625,190.870635986328,1219.05529785156,12.5401773452759,-0.817418217658997,6.14212036132812,21.3369445800781,4,1.25594365596771,38.8482513427734,5.32648801803589,53.3176536560059,0.24052132666111,0.1318479180336,0.00523590622469783,1
Phytophthora_PA3_allRun,477389.601427484,4433486.20027707,60.782283782959,212.267959594727,272.560302734375,2570.08203125,3.15118813514709,0.458408117294312,8.69656085968018,22.2889385223389,4,1.31760907173157,38.3489265441895,5.30027103424072,53.3665008544922,0.244048684835434,0.113425306975842,0.00595226977020502,1
Phytophthora_PA3_allRun,477331.268557614,4430851.82827333,187.008178710938,93.3234252929688,95.8525238037109,1660.96398925781,0.888952791690826,0.0299892146140337,10.3408308029175,17.6386070251465,4,1.34805357456207,40.9492568969727,5.14759302139282,53.6167945861816,0.231629565358162,0.13993065059185,0.00336478231474757,1
Phytophthora_PA3_allRun,483105.818653542,4434799.14261903,25.9007701873779,349.1318359375,320.739349365234,1134.91455078125,0.693480551242828,0.163989037275314,8.80078983306885,22.1551914215088,4.99608135223389,1.29122626781464,38.4300651550293,5.03531551361084,52.3600273132324,0.214299693703651,0.122806668281555,0.000396401563193649,1
Phytophthora_PA3_allRun,477411.101161117,4431327.73178646,261.837493896484,153.659271240234,96.3915328979492,251.449508666992,6.58862924575806,2.50048470497131,5.12868547439575,18.0148448944092,4.14057874679565,1.29262244701385,40.0172348022461,5.26906585693359,53.4449691772461,0.217417374253273,0.115535967051983,-0.0140111781656742,1
Phytophthora_PA3_allRun,474662.217253871,4432829.65291504,13.8510837554932,78.2502593994141,108.906639099121,1546.06579589844,9.95572280883789,0.473881363868713,6.55179166793823,21.3105888366699,4,1.3185601234436,39.922290802002,5.34708023071289,54.1856575012207,0.221208587288857,0.116267956793308,-0.00740694580599666,1
Phytophthora_PA3_allRun,474595.68047004,4434948.17526879,8.11342525482178,326.768127441406,198.294357299805,17527.412109375,3.01308178901672,-0.281288415193558,11.9953441619873,20.5521373748779,4,1.32356905937195,38.0820693969727,5.62024593353271,53.9646873474121,0.238045617938042,0.113956980407238,-0.0144102675840259,1
Phytophthora_PA3_allRun,482944.330773145,4433965.7794145,98.6389770507812,871.109008789062,196.670288085938,2113.72021484375,1.24721908569336,0.049002394080162,8.98860740661621,23.5200328826904,4.29130458831787,1.28218007087708,38.2235145568848,5.13485956192017,52.1707229614258,0.220892027020454,0.103005774319172,-0.00581224728375673,1
