X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
474499.178838266,4432955.58603606,train,0.0,0.0,0.0
478371.81527373,4438053.24765695,train,0.0,0.0,0.0
478507.926276113,4430873.63775283,train,0.0,0.0,0.0
474628.990813098,4433971.15024905,train,0.0,0.0,0.0
477850.394008106,4435255.02371902,train,0.0,0.0,0.0
477499.819534493,4433530.09478197,train,0.0,0.0,0.0
481387.943667635,4433982.47112763,train,0.0,0.0,0.0
481584.016022811,4433922.88752311,train,0.0,0.0,0.0
477478.774392465,4430367.01775964,train,0.0,0.0,0.0
478664.499375238,4431013.90701039,train,0.0,0.0,0.0
477440.34325499,4435066.75039237,train,0.0,0.0,0.0
473805.036298005,4434472.10105186,train,0.0,0.0,0.0
479363.99093796,4432988.27759856,train,0.0,0.0,0.0
477513.339835345,4430321.98176289,train,Infinity,100.0,NaN
475751.494564062,4435485.3597763,train,0.0,0.0,0.0
477624.034953912,4431106.22442181,train,0.0,0.0,0.0
478578.955216179,4435857.94086172,train,Infinity,100.0,NaN
477759.666049652,4430806.00885653,train,0.0,0.0,0.0
476801.644926592,4434768.70983185,train,0.0,0.0,0.0
479679.272962021,4433069.73710096,train,0.0,0.0,0.0
478624.753504868,4431595.33966863,train,0.0,0.0,0.0
477317.102137586,4432161.03871947,train,0.0,0.0,0.0
477389.601427484,4433486.20027707,train,0.0,0.0,0.0
477331.268557614,4430851.82827333,train,Infinity,100.0,NaN
483105.818653542,4434799.14261903,train,0.0,0.0,0.0
477411.101161117,4431327.73178646,train,Infinity,100.0,NaN
474662.217253871,4432829.65291504,train,0.0,0.0,0.0
474595.68047004,4434948.17526879,train,0.0,0.0,0.0
482944.330773145,4433965.7794145,train,0.0,0.0,0.0
477147.274682764,4434525.32007697,train,0.0,0.0,0.0
474441.366368383,4433592.86338531,train,0.0,0.0,0.0
