Predictor variable,Categorical,Sample average
BIO06,false,5.299175494756454
BIO3,false,39.02108084849822
green,false,0.11471769519341297
rivers,false,244.79352727303143
roads,false,107.65571154386572
sand,false,39.032889732947716
silt,false,36.066477359869545
soc,false,21.017494421738846
