species,X,Y,bkd,clay,sand,silt,soc,twi,tpi,fla,rivers,roads,green,slope,BIO3,BIO4,BIO06,aspect
Phytophthora_PA3_allRun,474499.178838266,4432955.58603606,1.27904772758484,23.5886402130127,39.6996765136719,36.7116813659668,22.834156036377,5.89662075042725,0.12839163839817,1534.50854492188,276.258941650391,229.750854492188,0.114505395293236,16.5481491088867,39.1919631958008,563.59375,5.40856885910034,56.1181640625
Phytophthora_PA3_allRun,478507.926276113,4430873.63775283,1.29000556468964,23.8542957305908,40.743839263916,35.4576072692871,18.5730171203613,5.08716773986816,0.994773149490356,614.510986328125,72.6750335693359,159.216125488281,0.120904065668583,17.3922176361084,40.5363998413086,569.10546875,5.17482900619507,81.9082717895508
Phytophthora_PA3_allRun,477499.819534493,4433530.09478197,1.3141131401062,23.9220809936523,40.565788269043,35.5295219421387,22.7740840911865,8.58499622344971,-0.253409445285797,3149.06518554688,323.186492919922,62.8898963928223,0.119949489831924,3.39404773712158,38.2939414978027,569.799255371094,5.2965145111084,278.465362548828
Phytophthora_PA3_allRun,477775.40768978,4431267.01403168,1.2959623336792,23.5274963378906,39.9361267089844,36.5110778808594,17.9881038665771,4.9373459815979,3.52064299583435,259.801422119141,124.50993347168,432.507720947266,0.121612973511219,9.86572742462158,39.6158294677734,569.432067871094,5.28312826156616,228.803970336914
Phytophthora_PA3_allRun,481387.943667635,4433982.47112763,1.34301054477692,27.8429718017578,37.3253784179688,34.8515625,21.2560195922852,14.1778593063354,-0.145934209227562,5420.5380859375,127.040954589844,122.075004577637,0.110073082149029,0.421771019697189,38.7233390808105,577.069213867188,5.23600387573242,313.408905029297
Phytophthora_PA3_allRun,481488.577724163,4434030.82045088,1.33550918102264,27.4629192352295,37.1353530883789,35.4166030883789,21.4108200073242,8.79624366760254,-0.138212352991104,3114.75708007812,223.629898071289,37.8601379394531,0.111106187105179,2.44093012809753,38.7262954711914,577.208374023438,5.21964168548584,283.638763427734
Phytophthora_PA3_allRun,477317.102137586,4432161.03871947,1.25594365596771,24.2699851989746,40.7498321533203,34.9769058227539,21.3369445800781,6.14212036132812,-0.817418217658997,1219.05529785156,249.783447265625,93.9924468994141,0.142442256212234,12.5401773452759,38.8482551574707,569.039794921875,5.32648706436157,190.870635986328
Phytophthora_PA3_allRun,477513.339835345,4430321.98176289,1.34265625476837,23.2494926452637,39.1354293823242,37.6150817871094,20.1145648956299,16.0719337463379,-0.410321682691574,20940.203125,15.770058631897,173.481918334961,0.100332856178284,0.596942067146301,41.4387969970703,566.492858886719,5.09653377532959,155.980102539062
Phytophthora_PA3_allRun,473718.178754241,4434680.63262233,1.30061078071594,24.5105895996094,40.1453704833984,35.3090515136719,20.6620578765869,8.99341678619385,-0.0539427399635315,6311.01611328125,274.928344726562,98.0240097045898,0.119443468749523,3.06415367126465,38.264030456543,559.830017089844,5.66010046005249,217.132583618164
Phytophthora_PA3_allRun,478578.955216179,4435857.94086172,1.27998495101929,25.9491424560547,35.6729736328125,38.3774909973145,23.5724849700928,9.22524642944336,0.049849160015583,4171.00244140625,263.427032470703,13.0418300628662,0.124131865799427,1.88564157485962,38.079761505127,577.096374511719,5.0900297164917,164.047454833984
Phytophthora_PA3_allRun,473815.130164937,4434738.96550454,1.30061078071594,24.6953086853027,39.8156661987305,35.4390258789062,20.0318183898926,9.14763450622559,-0.0557185374200344,6072.0009765625,368.009216308594,29.5770397186279,0.113197520375252,2.61259508132935,38.232551574707,560.057250976562,5.6508846282959,221.828506469727
Phytophthora_PA3_allRun,478664.499375238,4431013.90701039,1.28685474395752,23.3142147064209,39.1759223937988,37.5048370361328,19.0576858520508,7.53530836105347,0.162589892745018,2107.43017578125,62.5394020080566,67.7574768066406,0.129325270652771,3.72550582885742,40.5645561218262,569.221496582031,5.17794895172119,212.266525268555
Phytophthora_PA3_allRun,477389.601427484,4433486.20027707,1.31760907173157,23.7620811462402,41.3759765625,34.8643226623535,22.2889385223389,8.69656085968018,0.458408117294312,2570.08203125,212.267959594727,60.782283782959,0.112870417535305,3.15118813514709,38.3489418029785,569.602966308594,5.30027151107788,272.560302734375
Phytophthora_PA3_allRun,476801.644926592,4434768.70983185,1.30532836914062,24.5836696624756,39.6104316711426,35.7924995422363,21.6373805999756,8.05132865905762,0.205470025539398,2132.0390625,222.472351074219,67.7143707275391,0.0991013422608376,3.45576238632202,38.1902656555176,571.343872070312,5.22920036315918,167.958877563477
Phytophthora_PA3_allRun,481006.880582198,4432476.03282277,1.32808578014374,27.8493690490723,37.0521087646484,35.0545272827148,21.446439743042,7.74616718292236,-0.148804977536201,1479.80358886719,537.19873046875,30.7248115539551,0.102642133831978,2.82525277137756,38.4157638549805,575.568054199219,5.22719717025757,70.4944686889648
Phytophthora_PA3_allRun,475762.818519539,4435493.35586751,1.27595293521881,25.3059310913086,36.5691528320312,38.1249160766602,22.9144973754883,7.43782329559326,0.179729118943214,844.597351074219,287.332763671875,121.126564025879,0.0984949767589569,1.94569563865662,38.0955657958984,570.968566894531,5.51558589935303,207.113189697266
Phytophthora_PA3_allRun,477478.774392465,4430367.01775964,1.34004139900208,23.3228607177734,39.2289886474609,37.448413848877,20.1627216339111,11.5969266891479,-0.170870959758759,3470.66040039062,32.485294342041,135.313491821289,0.119099110364914,1.36799597740173,41.4257774353027,566.383972167969,5.10372591018677,158.460968017578
Phytophthora_PA3_allRun,474649.443162662,4434883.02753538,1.32707488536835,25.7875308990479,38.1002502441406,36.1082229614258,19.9508857727051,9.3707799911499,-0.0883764103055,7400.35595703125,280.763488769531,54.4453010559082,0.107726104557514,3.47283840179443,38.0935859680176,562.481140136719,5.61834287643433,218.607971191406
Phytophthora_PA3_allRun,478473.588624133,4431208.95352267,1.28618192672729,23.3981628417969,38.948356628418,37.6534805297852,19.0941944122314,5.58712196350098,0.591873228549957,804.247192382812,113.764587402344,156.695526123047,0.141474679112434,12.5095462799072,40.4754257202148,568.970336914062,5.18948268890381,119.864936828613
Phytophthora_PA3_allRun,483001.938939244,4433989.27141803,1.28737056255341,27.1236171722412,38.2457160949707,34.6306648254395,23.4176826477051,8.5371561050415,0.023229306563735,1590.29016113281,824.98046875,147.663223266602,0.099755086004734,1.53916430473328,38.2240257263184,579.763427734375,5.1339750289917,184.430282592773
Phytophthora_PA3_allRun,475751.494564062,4435485.3597763,1.27595293521881,25.1425895690918,36.6763076782227,38.1811065673828,22.8868732452393,8.14781284332275,0.0472008027136326,1633.77038574219,335.651672363281,80.1820678710938,0.0974275395274162,1.94382977485657,38.0909843444824,570.876159667969,5.52321100234985,209.861419677734
