Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
3.1333E-8,0.000003133,0.00001344,1,0,0
6.48863E-8,0.000014975,0.000027831,0.998,0,0
8.47199E-8,0.000030524,0.000036338,0.996,0,0
1.317E-7,0.000056639,0.000056488,0.994,0,0
1.51469E-7,0.000101186,0.000064967,0.991,0,0
2.90473E-7,0.000275972,0.00012458,0.983,0,0
4.79176E-7,0.000546793,0.000205495,0.976,0,0
9.25517E-7,0.001011638,0.000396833,0.969,0,0
1.6047E-6,0.002512041,0.000687843,0.957,0,0
2.80623E-6,0.00526658,0.001202254,0.944,0,0
4.31677E-6,0.010206248,0.001848207,0.93,0,0
8.41055E-6,0.025130031,0.003594646,0.906,0,0
1.24305E-5,0.050462622,0.005303627,0.881,0,0
2.19031E-5,0.101191758,0.009307652,0.853,0,0
3.92961E-5,0.201543975,0.016576225,0.819,0,0
4.81672E-5,0.303794213,0.020242581,0.796,0,0
6.1093E-5,0.402833062,0.025536004,0.778,0,0
7.48457E-5,0.505035807,0.0311056,0.763,0,0
8.09725E-5,0.607120627,0.033566442,0.75,0,0
8.84199E-5,0.700114579,0.036540872,0.739,0,0
9.24861E-5,0.754437392,0.03815718,0.733,0,0
9.73897E-5,0.80207386,0.040099137,0.728,0,0
1.03798E-4,0.902890427,0.042625027,0.718,0,0
1.10491E-4,1.009767788,0.045249262,0.708,0,0
1.1404E-4,1.110560772,0.04663484,0.699,0,0
1.22073E-4,1.205588692,0.049756435,0.691,0,0
1.30282E-4,1.307265429,0.05292558,0.683,0,0
1.42172E-4,1.403286279,0.057477886,0.676,0,0
1.44362E-4,1.503934326,0.058311669,0.669,0,0
1.57984E-4,1.762465036,0.063464606,0.652,0,0
1.77695E-4,2.015670887,0.07082226,0.637,0,0
1.93377E-4,2.259786143,0.076593642,0.624,0.032258065,0
2.0928E-4,2.504347821,0.082373848,0.612,0.032258065,0
2.21966E-4,2.763209747,0.086933144,0.6,0.032258065,0
2.41322E-4,3.015553883,0.093802614,0.589,0.032258065,0
2.59999E-4,3.267554026,0.100333918,0.579,0.032258065,0
2.80265E-4,3.511959825,0.107315444,0.57,0.032258065,0
2.91139E-4,3.769060728,0.111017052,0.561,0.032258065,0
2.97966E-4,4.00363697,0.113325373,0.553,0.032258065,0
3.15779E-4,4.277700018,0.119291924,0.544,0.032258065,0
3.23923E-4,4.501268105,0.121992947,0.537,0.032258065,0
3.42524E-4,4.769483842,0.12810112,0.529,0.032258065,0
3.52857E-4,5.013536403,0.131457586,0.522,0.032258065,0
3.70887E-4,5.268641785,0.137252632,0.515,0.032258065,0
3.79875E-4,5.530689955,0.140112821,0.508,0.032258065,0
3.98963E-4,5.76517902,0.146124495,0.502,0.032258065,0
4.19949E-4,6.012043753,0.152637589,0.496,0.032258065,0
4.291E-4,6.267663763,0.155446667,0.49,0.032258065,0
4.38776E-4,6.528500146,0.158396748,0.484,0.032258065,0
4.48828E-4,6.751159999,0.161439618,0.479,0.032258065,0
4.58068E-4,7.024170074,0.164217421,0.473,0.032258065,0
4.61052E-4,7.254266768,0.165110273,0.468,0.032258065,0
4.71715E-4,7.53565127,0.168286352,0.462,0.032258065,0
4.90782E-4,7.77674219,0.173905736,0.457,0.032258065,0
5.00481E-4,8.024964045,0.176735086,0.452,0.032258065,0
5.14177E-4,8.279050567,0.180697661,0.447,0.032258065,0
5.23969E-4,8.539872069,0.183507245,0.442,0.032258065,0
5.33641E-4,8.752103385,0.186263882,0.438,0.032258065,0
5.3689E-4,9.020131615,0.187185478,0.433,0.032258065,0
5.53595E-4,9.295083939,0.191892058,0.428,0.032258065,0
5.60644E-4,9.518566957,0.193861699,0.424,0.032258065,0
5.73857E-4,9.802992502,0.197528167,0.419,0.032258065,0
5.86864E-4,10.037198595,0.201105052,0.415,0.032258065,0
6.09999E-4,10.277268807,0.207388506,0.411,0.032258065,0
6.17671E-4,10.523791463,0.209450695,0.407,0.032258065,0
6.36525E-4,10.775480118,0.214472831,0.403,0.032258065,0
6.43614E-4,11.031885414,0.216344495,0.399,0.032258065,0
6.53259E-4,11.291422746,0.218877001,0.395,0.032258065,0
6.60595E-4,11.554829796,0.220792276,0.391,0.032258065,0
6.66741E-4,11.754509634,0.222389772,0.388,0.032258065,0
6.77229E-4,12.024252622,0.225100449,0.384,0.032258065,0
7.00176E-4,12.302549921,0.230966145,0.38,0.032258065,0
7.14252E-4,12.515376843,0.234520451,0.377,0.032258065,0
7.23494E-4,12.802916945,0.236836203,0.373,0.032258065,0
7.29567E-4,13.020899291,0.238350337,0.37,0.032258065,0
7.36555E-4,13.314794616,0.240085249,0.366,0.032258065,0
7.58971E-4,13.538514959,0.245597473,0.363,0.032258065,0
7.69837E-4,13.768744875,0.248240824,0.36,0.032258065,0
7.77322E-4,14.000630018,0.250050819,0.357,0.032258065,0
7.89983E-4,14.314577445,0.253092768,0.353,0.032258065,0
8.11616E-4,14.556257309,0.258233721,0.35,0.032258065,0
8.17482E-4,14.801023535,0.259615695,0.347,0.032258065,0
8.26592E-4,15.04876088,0.261751509,0.344,0.032258065,0
8.28752E-4,15.29715967,0.262256036,0.341,0.032258065,0
8.3219E-4,15.546272175,0.263057865,0.338,0.032258065,0
8.49516E-4,15.798565458,0.267072115,0.335,0.032258065,0
8.57062E-4,16.055167478,0.268806598,0.332,0.032258065,0
8.72698E-4,16.315165261,0.272375031,0.329,0.032258065,0
8.88954E-4,16.580655128,0.276048041,0.326,0.064516129,0
8.92508E-4,16.759115333,0.276845976,0.324,0.064516129,0
8.98155E-4,17.028347794,0.278110617,0.321,0.064516129,0
9.10148E-4,17.299680118,0.280781493,0.318,0.064516129,0
9.16735E-4,17.573631511,0.282240006,0.315,0.064516129,0
9.2599E-4,17.758088544,0.284279289,0.313,0.064516129,0
9.3944E-4,18.03859672,0.287222456,0.31,0.064516129,0
9.46717E-4,18.322120182,0.288804799,0.307,0.064516129,0
9.51713E-4,18.512200753,0.289887035,0.305,0.064516129,0
9.54092E-4,18.798222976,0.29040124,0.302,0.064516129,0
9.58338E-4,19.085177638,0.291317088,0.299,0.064516129,0
9.63225E-4,19.277425758,0.292368485,0.297,0.064516129,0
9.6929E-4,19.567302131,0.293668709,0.294,0.064516129,0
9.72714E-4,19.761536499,0.294400631,0.292,0.064516129,0
9.93842E-4,20.057672209,0.298883977,0.289,0.064516129,0
1.00401E-3,20.258391144,0.301020492,0.287,0.064516129,0
1.01939E-3,20.564048269,0.304228997,0.284,0.064516129,0
1.02118E-3,20.768230712,0.304601067,0.282,0.064516129,0
1.03939E-3,21.077580629,0.308358056,0.279,0.064516129,0
1.05549E-3,21.288679036,0.311646734,0.277,0.064516129,0
1.07345E-3,21.502111794,0.315277722,0.275,0.064516129,0
1.08533E-3,21.82755327,0.317658109,0.272,0.064516129,0
1.09196E-3,22.045489237,0.318978531,0.27,0.064516129,0
1.1074E-3,22.266878473,0.322037615,0.268,0.064516129,0
1.11428E-3,22.600425435,0.323391526,0.265,0.064516129,0
1.1161E-3,22.823550818,0.32374797,0.263,0.064516129,0
1.12004E-3,23.047181257,0.32452027,0.261,0.064516129,0
1.12406E-3,23.271627478,0.325306018,0.259,0.064516129,0
1.13725E-3,23.560708607,0.327872091,0.256,0.064516129,0
1.15167E-3,23.841401745,0.330653315,0.254,0.096774194,0
1.16277E-3,24.073088076,0.332781469,0.252,0.096774194,0
1.16772E-3,24.306305025,0.333724816,0.25,0.129032258,0
1.184E-3,24.542456367,0.336810122,0.248,0.129032258,0
1.19453E-3,24.780672332,0.3387909,0.246,0.129032258,0
1.19977E-3,25.020385225,0.339771273,0.244,0.129032258,0
1.23223E-3,25.264485242,0.34578593,0.242,0.129032258,0
1.2444E-3,25.512823652,0.348012033,0.24,0.129032258,0
1.25761E-3,25.763199714,0.350412882,0.238,0.161290323,0
1.27732E-3,26.018335591,0.353960866,0.236,0.161290323,0
1.29996E-3,26.277037207,0.357987693,0.234,0.161290323,0
1.30962E-3,26.538302913,0.35969187,0.232,0.161290323,0
1.31679E-3,26.801419029,0.360950253,0.23,0.161290323,0
1.32377E-3,27.064573802,0.362171017,0.228,0.161290323,0
1.33049E-3,27.331408267,0.363341163,0.226,0.193548387,0
1.33845E-3,27.520358483,0.364722182,0.224,0.225806452,0
1.34855E-3,27.868677524,0.366465733,0.222,0.258064516,0
1.3488E-3,28.003557379,0.366508141,0.221,0.258064516,0
1.37064E-3,28.276368105,0.370245289,0.219,0.258064516,0
1.37889E-3,28.551769127,0.371646325,0.217,0.258064516,0
1.38132E-3,28.827811842,0.372056502,0.215,0.258064516,0
1.39705E-3,29.106789917,0.374705906,0.213,0.258064516,0
1.40509E-3,29.38737636,0.376051387,0.211,0.258064516,0
1.41667E-3,29.529043763,0.37798052,0.21,0.258064516,0
1.42731E-3,29.814023296,0.379740529,0.208,0.258064516,0
1.43696E-3,30.10086116,0.381328436,0.206,0.258064516,0
1.44763E-3,30.389484138,0.383075583,0.204,0.258064516,0
1.45266E-3,30.53475042,0.383896413,0.203,0.258064516,0
1.47784E-3,30.829878931,0.387967927,0.201,0.258064516,0
1.52111E-3,31.130848825,0.394843249,0.199,0.258064516,0
1.52647E-3,31.283495891,0.395683758,0.198,0.258064516,0
1.53753E-3,31.590089107,0.397411086,0.196,0.258064516,0
1.54002E-3,31.897851405,0.397798738,0.194,0.258064516,0
1.54144E-3,32.051995805,0.398020229,0.193,0.258064516,0
1.55025E-3,32.361305361,0.39938633,0.191,0.258064516,0
1.55928E-3,32.517232976,0.400779333,0.19,0.258064516,0
1.59544E-3,32.835578481,0.406298122,0.188,0.258064516,0
1.60691E-3,33.156719962,0.408026887,0.186,0.258064516,0
1.63241E-3,33.319961331,0.41183592,0.185,0.258064516,0
1.65359E-3,33.649130704,0.414961806,0.183,0.258064516,0
1.66413E-3,33.815543577,0.41650463,0.182,0.258064516,0
1.66737E-3,34.14899147,0.416977132,0.18,0.258064516,0
1.6796E-3,34.316951937,0.418756007,0.179,0.258064516,0
1.68466E-3,34.653656515,0.419487602,0.177,0.258064516,0
1.68914E-3,34.822570562,0.420134608,0.176,0.258064516,0
1.6991E-3,35.162235655,0.421566892,0.174,0.258064516,0
1.71258E-3,35.319118751,0.423495558,0.173,0.290322581,0
