background,x,y,green,BIO3,soc,sand,silt,roads,BIO06,twi
background,473934.9838,4436176.1748,0.0957147628068924,38.0612831115723,23.9164066314697,36.0526847839355,42.0907135009766,108.064895629883,5.62065935134888,6.57927560806274
background,473934.9838,4437476.1748,0.115678608417511,37.3007621765137,25.951135635376,32.4161911010742,43.0775108337402,47.2436256408691,5.54863309860229,8.29249668121338
background,473934.9838,4437676.1748,0.109222069382668,37.3867988586426,23.1191577911377,27.0776081085205,36.8362998962402,119.290809631348,5.76323270797729,7.41608333587646
background,473984.9838,4436026.1748,0.0929684117436409,38.4202423095703,24.7334842681885,37.0191535949707,40.1709213256836,46.5697326660156,5.61349534988403,11.1336355209351
background,474034.9838,4437426.1748,0.108064107596874,37.325569152832,26.6833839416504,32.7199172973633,42.699893951416,116.543495178223,5.644446849823,8.34251499176025
background,474134.9838,4433726.1748,0.0918815135955811,38.551456451416,21.9428367614746,40.1912078857422,33.2993621826172,49.8092918395996,5.64965438842773,7.91608190536499
background,474134.9838,4434126.1748,0.0985428467392921,38.5776786804199,20.7131748199463,40.0038146972656,34.7752418518066,233.877334594727,5.63957405090332,6.40356874465942
background,474134.9838,4435076.1748,0.0927344113588333,37.9248123168945,24.9771060943604,37.9913063049316,35.7500343322754,68.8892669677734,5.64132499694824,8.66274261474609
background,474134.9838,4437476.1748,0.116939142346382,37.4297256469727,27.2697696685791,32.8283424377441,42.4634704589844,227.461685180664,5.75689792633057,8.09108829498291
background,474134.9838,4438976.1748,0.115293584764004,37.0738716125488,28.4946708679199,31.5159740447998,38.6239585876465,242.114898681641,5.31295251846313,8.77227306365967
background,474184.9838,4433426.1748,0.0970273241400719,38.3043251037598,21.1962814331055,40.9612236022949,33.7828140258789,37.875919342041,5.44259023666382,7.63364553451538
background,474184.9838,4434426.1748,0.11086767911911,38.2608795166016,20.055383682251,39.144645690918,35.2415466308594,184.035705566406,5.64855289459229,8.53654384613037
background,474184.9838,4434776.1748,0.104113943874836,38.0346145629883,19.5562591552734,38.8060531616211,35.082706451416,313.055572509766,5.63529920578003,6.16590166091919
background,474184.9838,4437776.1748,0.111589483916759,37.3284606933594,20.5526027679443,27.8178482055664,36.419548034668,156.234741210938,5.72654724121094,7.33112525939941
background,474184.9838,4440226.1748,0.0892633274197578,37.498851776123,16.7471332550049,20.1015930175781,28.6711959838867,144.534164428711,5.0915322303772,4.2534008026123
background,474234.9838,4433426.1748,0.105335503816605,38.3438415527344,21.2384967803955,40.9498825073242,33.8859672546387,87.8559341430664,5.44075012207031,7.87614059448242
background,474234.9838,4433476.1748,0.101948320865631,38.3578834533691,21.3113212585449,40.7914733886719,33.7667770385742,101.387283325195,5.44110822677612,8.15382766723633
background,474234.9838,4440026.1748,0.0891703888773918,37.5138206481934,24.3405628204346,29.8473205566406,40.1748313903809,183.712356567383,5.13344764709473,6.33279418945312
background,474284.9838,4436976.1748,0.0968815460801125,37.4416770935059,24.9410362243652,33.2067260742188,40.4176902770996,143.925216674805,5.55650615692139,7.97895050048828
background,474284.9838,4439426.1748,0.143700748682022,37.3001861572266,26.856128692627,31.6459884643555,39.3048133850098,367.290954589844,5.20863437652588,13.1927194595337
background,474334.9838,4433276.1748,0.0920673906803131,38.7048797607422,21.8719940185547,40.919750213623,34.3274841308594,167.165466308594,5.43398809432983,5.51150131225586
background,474334.9838,4434476.1748,0.111416824162006,38.2943153381348,20.2917079925537,39.2010841369629,34.6960296630859,50.7405471801758,5.62889003753662,8.75059032440186
background,474384.9838,4432526.1748,0.109015189111233,39.4961280822754,21.370626449585,39.1428489685059,37.7884941101074,122.888450622559,5.40871000289917,4.98889398574829
background,474384.9838,4432976.1748,0.0907625257968903,38.6226768493652,23.9570808410645,39.6349258422852,36.486930847168,194.306869506836,5.43044471740723,5.4918646812439
background,474384.9838,4434876.1748,0.113454915583134,38.0598907470703,19.8208351135254,38.6713790893555,34.669994354248,159.028045654297,5.62873458862305,7.5457444190979
background,474384.9838,4435176.1748,0.117238134145737,37.8375854492188,23.985767364502,37.6013298034668,36.991397857666,7.7544264793396,5.62564897537231,8.33698081970215
background,474384.9838,4439376.1748,0.130709081888199,37.2983055114746,26.1071910858154,31.7528266906738,39.3035507202148,258.777404785156,5.20356798171997,11.3228750228882
background,474384.9838,4440226.1748,0.104332260787487,37.5321617126465,23.9001941680908,30.5441856384277,39.5835723876953,61.7876129150391,5.03489542007446,6.3593921661377
background,474434.9838,4432776.1748,0.0956607908010483,38.9146499633789,22.8940734863281,38.9284553527832,37.9766235351562,87.9885177612305,5.42196607589722,5.23410320281982
background,474434.9838,4433676.1748,0.0963127091526985,38.4243583679199,21.2688121795654,40.4123229980469,33.6694221496582,141.529296875,5.43517398834229,7.41998386383057
background,474434.9838,4437076.1748,0.0965510010719299,37.413272857666,27.1608428955078,32.5285034179688,42.0624160766602,138.330749511719,5.73945426940918,8.32568359375
background,474484.9838,4432776.1748,0.10865081101656,39.2803840637207,22.3907833099365,38.9521751403809,38.0250015258789,47.821117401123,5.4052882194519,5.65046787261963
background,474484.9838,4433426.1748,0.11266952753067,39.1001129150391,21.7017211914062,40.8820991516113,34.7827682495117,191.376220703125,5.41709613800049,6.79353427886963
background,474484.9838,4437426.1748,0.106568209826946,37.2960662841797,28.4877490997314,32.4215965270996,42.324836730957,105.951126098633,5.73183536529541,8.45181751251221
background,474484.9838,4437876.1748,0.0983607023954391,37.026050567627,11.909387588501,14.2492694854736,18.392463684082,149.577209472656,5.433762550354,8.2193489074707
background,474484.9838,4439126.1748,0.103433631360531,37.1574249267578,26.2868976593018,30.9779396057129,39.9890441894531,82.1930084228516,5.23405599594116,8.75815963745117
background,474484.9838,4439426.1748,0.103002198040485,37.320426940918,26.5022583007812,31.1676273345947,39.3093643188477,202.199783325195,5.187424659729,10.8380699157715
background,474534.9838,4433976.1748,0.0984239727258682,38.4008140563965,22.1349468231201,40.0491218566895,33.7183799743652,16.0127010345459,5.59660720825195,8.42498111724854
background,474534.9838,4436026.1748,0.0877314060926437,37.9316558837891,24.8810710906982,36.8415145874023,38.8449211120605,222.405303955078,5.57894086837769,7.17341327667236
background,474534.9838,4437926.1748,0.0994363352656364,36.997875213623,18.6389331817627,22.4418792724609,28.7237873077393,153.334243774414,5.42454290390015,7.41524839401245
background,474534.9838,4438876.1748,0.0913088992238045,37.0515403747559,26.9531841278076,30.5561351776123,40.3518829345703,4.86169242858887,5.28357791900635,9.46786212921143
background,474584.9838,4435526.1748,0.099159948527813,37.9144668579102,24.3230609893799,36.6599044799805,37.8952522277832,8.41063022613525,5.59845876693726,7.22413492202759
background,474584.9838,4439526.1748,0.100756965577602,37.3812713623047,27.2133312225342,30.7544078826904,39.5743598937988,200.870712280273,5.15016651153564,10.5210094451904
background,474584.9838,4439826.1748,0.0955881252884865,37.4326286315918,23.982234954834,29.9601402282715,39.0871124267578,340.51171875,5.10899877548218,9.96993637084961
background,474584.9838,4440226.1748,0.148835197091103,37.5245246887207,22.4238471984863,29.4260635375977,40.494068145752,27.8583965301514,5.00181341171265,9.31091785430908
background,474634.9838,4435226.1748,0.0943613946437836,37.8159103393555,23.5125923156738,37.1169509887695,37.3115921020508,110.624465942383,5.60118675231934,12.1714305877686
background,474634.9838,4438476.1748,0.113798327744007,36.8636741638184,28.7780323028564,32.1679039001465,41.184268951416,317.185546875,5.37407875061035,6.43776798248291
background,474634.9838,4440876.1748,0.0886326432228088,37.4016990661621,29.2243537902832,29.1554584503174,40.8801765441895,183.32356262207,4.6170539855957,6.41173410415649
background,474684.9838,4433126.1748,0.102799661457539,40.0196113586426,21.9837055206299,40.8359375,35.4932632446289,84.3158264160156,5.33611631393433,10.9468936920166
background,474684.9838,4434226.1748,0.0951227694749832,38.3880310058594,22.2676601409912,40.0529556274414,34.2597122192383,146.124816894531,5.61964654922485,9.97106742858887
background,474684.9838,4436726.1748,0.123683251440525,37.3696212768555,25.1921863555908,36.3763847351074,39.5276260375977,111.126152038574,5.57461643218994,8.9860200881958
background,474684.9838,4437276.1748,0.101703092455864,37.2270812988281,28.693717956543,32.5908966064453,42.8672790527344,114.378707885742,5.71700191497803,7.37763643264771
background,474684.9838,4440226.1748,0.148969516158104,37.5207443237305,21.9970893859863,29.2057952880859,40.7762260437012,9.04358959197998,4.99397373199463,8.99569797515869
background,474684.9838,4440776.1748,0.107897870242596,37.2171211242676,27.1649684906006,28.705192565918,40.7739372253418,74.7995376586914,4.63062858581543,7.08143997192383
background,474734.9838,4436226.1748,0.103595443069935,37.6163940429688,25.2230529785156,36.3769416809082,39.815990447998,142.07682800293,5.5661358833313,7.42101812362671
background,474784.9838,4432226.1748,0.0876291841268539,39.016040802002,21.4275016784668,39.3842697143555,37.8937110900879,20.8788509368896,5.40442991256714,5.58381128311157
background,474784.9838,4432626.1748,0.119104623794556,40.2383193969727,21.3145599365234,39.135196685791,37.9066848754883,117.994522094727,5.3056321144104,15.3055801391602
background,474784.9838,4434976.1748,0.104473374783993,38.0269889831543,21.6414890289307,37.8661308288574,36.5282211303711,168.713119506836,5.60282611846924,9.70276546478271
background,474784.9838,4436826.1748,0.109390117228031,37.4648170471191,24.9182643890381,36.512451171875,39.9533424377441,16.5571384429932,5.74652481079102,9.38704872131348
background,474784.9838,4436976.1748,0.134113743901253,37.3991165161133,26.4074039459229,34.9642562866211,40.394474029541,7.62762880325317,5.72233724594116,9.06429576873779
background,474784.9838,4437726.1748,0.106484420597553,36.8533096313477,28.7882404327393,32.0936965942383,40.8081474304199,4.56158399581909,5.40630149841309,6.69228649139404
background,474784.9838,4437976.1748,0.120303869247437,36.8277702331543,27.5431575775146,31.2670650482178,39.9761390686035,124.411605834961,5.39803552627563,8.26943969726562
background,474784.9838,4440076.1748,0.117028422653675,37.5135345458984,21.6499290466309,29.4387149810791,41.032356262207,105.852798461914,4.9900050163269,8.75732898712158
background,474784.9838,4440276.1748,0.11931224912405,37.4725914001465,21.9333038330078,29.1579551696777,40.6933174133301,52.2048530578613,4.98456907272339,7.85067653656006
background,474784.9838,4440526.1748,0.109104178845882,37.2339782714844,24.2426338195801,28.5803604125977,40.0790596008301,85.4188690185547,4.65425300598145,8.56677341461182
background,474784.9838,4440926.1748,0.104541353881359,37.2593955993652,29.826639175415,28.128942489624,42.1392822265625,136.873123168945,4.60817718505859,7.69606018066406
background,474884.9838,4432776.1748,0.121812015771866,40.0981750488281,22.170768737793,39.0931167602539,37.4008750915527,72.4998474121094,5.32405710220337,9.74587821960449
background,474884.9838,4439276.1748,0.0967492237687111,37.106761932373,27.4859180450439,29.951623916626,40.6752967834473,136.902526855469,5.18721437454224,8.01432991027832
background,474934.9838,4438176.1748,0.108035087585449,36.7792663574219,27.5261383056641,30.6930904388428,39.4200706481934,19.22096824646,5.37251949310303,6.75950384140015
background,474934.9838,4439426.1748,0.10017441213131,37.2011985778809,26.8663101196289,30.093132019043,40.4064521789551,140.392288208008,5.14396190643311,8.13809299468994
background,474984.9838,4435676.1748,0.105365201830864,37.8793296813965,23.5256690979004,36.4623985290527,38.0239906311035,2.86022853851318,5.55988502502441,8.52418231964111
background,474984.9838,4436476.1748,0.101566947996616,37.6841850280762,24.5626373291016,35.7110748291016,40.6140785217285,26.1884498596191,5.67690706253052,9.14229011535645
background,474984.9838,4436776.1748,0.0977862775325775,37.5327110290527,25.3434009552002,35.2655410766602,40.3075942993164,5.69451141357422,5.7215051651001,8.07110500335693
background,474984.9838,4438376.1748,0.121767051517963,36.8187294006348,27.7632846832275,31.1854877471924,39.3710289001465,35.8624649047852,5.34836578369141,7.47096347808838
background,474984.9838,4440776.1748,0.103365957736969,37.3154487609863,29.2043037414551,27.4540576934814,41.4168815612793,39.6775970458984,4.59444713592529,12.5872478485107
background,474984.9838,4441326.1748,0.0952615812420845,37.2212600708008,29.1475963592529,25.6704483032227,42.335636138916,309.236968994141,4.58871269226074,6.01701879501343
background,475034.9838,4431726.1748,0.119961403310299,38.5394630432129,19.1177425384521,39.8421401977539,38.3084564208984,40.1874465942383,5.42007732391357,6.96339559555054
background,475034.9838,4432726.1748,0.120488733053207,40.0210952758789,24.4385204315186,39.8670501708984,36.1364936828613,225.944900512695,5.32799434661865,10.3805561065674
background,475034.9838,4432776.1748,0.117623440921307,39.9697303771973,24.3865394592285,39.8982467651367,35.9468994140625,208.747375488281,5.33453750610352,11.6305255889893
background,475034.9838,4435926.1748,0.0944018214941025,37.7880706787109,23.7725868225098,35.9406852722168,39.0660591125488,126.719734191895,5.55712127685547,8.75788974761963
background,475034.9838,4437426.1748,0.0998318046331406,37.0883369445801,29.3652324676514,32.7596282958984,40.8606185913086,18.6502170562744,5.41457653045654,8.21718692779541
background,475034.9838,4440826.1748,0.0949714779853821,37.3122138977051,29.7411289215088,27.1736297607422,41.6337089538574,69.8760833740234,4.59146404266357,10.0029611587524
background,475084.9838,4431676.1748,0.137535527348518,38.5066947937012,19.2386341094971,39.8069458007812,38.3048820495605,64.3959732055664,5.41390085220337,7.43702268600464
background,475084.9838,4432926.1748,0.115712441504002,39.809268951416,25.1150512695312,40.1723136901855,35.267951965332,271.885375976562,5.34999656677246,7.20190954208374
background,475084.9838,4437676.1748,0.10695418715477,36.9805221557617,27.7446937561035,32.8520469665527,39.678897857666,3.19647789001465,5.39008760452271,9.60153293609619
background,475084.9838,4438376.1748,0.11012390255928,36.8240814208984,27.9983978271484,31.2649230957031,39.5295257568359,12.5817756652832,5.33677816390991,7.86442756652832
background,475084.9838,4439926.1748,0.130109131336212,37.6256370544434,26.077127456665,29.760103225708,40.234733581543,20.3408966064453,4.97309970855713,11.0973033905029
background,475134.9838,4431526.1748,0.135610178112984,38.4534034729004,18.5655384063721,39.4640617370605,38.6168518066406,196.871658325195,5.4144139289856,7.88020992279053
background,475134.9838,4432026.1748,0.136213272809982,38.7004508972168,20.4082317352295,39.7490768432617,37.8119163513184,264.802337646484,5.39416599273682,8.58055019378662
background,475134.9838,4432326.1748,0.107648208737373,39.6622543334961,24.9496917724609,40.8598175048828,35.1542510986328,260.644195556641,5.35238409042358,6.29014348983765
background,475134.9838,4436976.1748,0.120714798569679,37.410945892334,27.8787498474121,32.5845146179199,39.9408149719238,33.7789764404297,5.63988637924194,6.68612051010132
background,475134.9838,4437576.1748,0.0922720059752464,37.0956993103027,28.0772705078125,33.3775215148926,39.6251678466797,104.465682983398,5.39496040344238,10.1302137374878
background,475134.9838,4440226.1748,0.128923267126083,37.5060882568359,25.1728210449219,27.8342132568359,41.5446281433105,98.0268707275391,4.96470546722412,8.03433513641357
background,475184.9838,4431026.1748,0.104510314762592,38.3812370300293,19.4188861846924,39.494571685791,39.15673828125,373.333221435547,5.40503215789795,7.58905553817749
background,475184.9838,4436126.1748,0.0928480327129364,37.7681541442871,24.6470546722412,35.3577461242676,41.0197639465332,353.087982177734,5.51781034469604,7.70288419723511
background,475184.9838,4436426.1748,0.0919173806905746,37.7122383117676,24.3979301452637,36.2935752868652,40.2550201416016,198.771118164062,5.6372537612915,10.0746078491211
background,475184.9838,4436626.1748,0.101989589631557,37.7289276123047,24.0809211730957,35.2024993896484,40.760196685791,31.6998043060303,5.72826194763184,9.52265644073486
background,475184.9838,4438626.1748,0.118118904531002,36.9402770996094,25.4034214019775,30.6413135528564,38.3717079162598,16.8348121643066,5.24126529693604,9.68607425689697
background,475184.9838,4439626.1748,0.100957646965981,37.4095878601074,24.3799114227295,29.2003116607666,39.5861701965332,22.8714141845703,5.04509592056274,9.16323471069336
background,475184.9838,4439776.1748,0.105725578963757,37.5916290283203,25.8653221130371,29.219539642334,39.8766059875488,66.7256774902344,4.96883678436279,10.0412836074829
background,475184.9838,4440976.1748,0.0947838127613068,37.2141647338867,30.2021923065186,26.5121212005615,40.9308547973633,57.0180053710938,4.58155488967896,9.70763492584229
background,475234.9838,4430576.1748,0.111903712153435,38.451057434082,21.6471214294434,39.4914665222168,38.4529724121094,272.0205078125,5.39533281326294,6.41121625900269
background,475234.9838,4430676.1748,0.103829972445965,38.4467658996582,21.4323101043701,39.7340202331543,38.5635871887207,346.742401123047,5.39743566513062,6.51760721206665
background,475234.9838,4440076.1748,0.134054273366928,37.5789108276367,27.5626525878906,27.9355163574219,41.2058601379395,148.039596557617,4.96352863311768,9.25926685333252
background,475234.9838,4441776.1748,0.0963338762521744,37.0758018493652,26.4132881164551,25.4214496612549,41.7662391662598,342.226440429688,4.518141746521,6.9999737739563
background,475284.9838,4431876.1748,0.127286180853844,38.6401824951172,20.5253143310547,40.6194763183594,36.0867195129395,175.243789672852,5.38772535324097,9.81438827514648
background,475284.9838,4432826.1748,0.0810070335865021,39.2486114501953,24.6243419647217,40.3244171142578,35.210334777832,352.786468505859,5.38137006759644,7.54530048370361
background,475284.9838,4436476.1748,0.0919135808944702,37.6627807617188,24.8729953765869,36.3034439086914,40.1802215576172,178.162033081055,5.53202486038208,8.19146633148193
background,475284.9838,4436526.1748,0.0941173806786537,37.6870384216309,24.749002456665,36.1114311218262,40.1882400512695,128.291366577148,5.5731725692749,7.75296688079834
background,475284.9838,4436626.1748,0.0991958677768707,37.7377815246582,24.5179138183594,35.7185516357422,40.2054634094238,28.9710788726807,5.70394849777222,7.94077014923096
background,475284.9838,4437326.1748,0.0923115760087967,37.2557792663574,28.0429840087891,32.1566505432129,40.9380226135254,12.1355590820312,5.40752792358398,7.69788217544556
background,475284.9838,4438526.1748,0.115486465394497,36.9468307495117,25.807767868042,30.726432800293,39.194507598877,79.297966003418,5.23970079421997,8.93265628814697
background,475284.9838,4440876.1748,0.0918305888772011,37.1113815307617,30.0727844238281,27.0791683197021,40.9849891662598,101.100257873535,4.57944393157959,6.86249494552612
background,475334.9838,4431576.1748,0.125104114413261,38.4480667114258,19.7610607147217,40.4544105529785,36.7806282043457,95.2160186767578,5.39472723007202,7.44517421722412
background,475334.9838,4432376.1748,0.0911741480231285,39.7452697753906,25.4591960906982,41.6144790649414,34.7382125854492,182.69938659668,5.34796857833862,6.46835708618164
background,475334.9838,4435176.1748,0.0977260395884514,37.9285659790039,22.1069221496582,38.0743026733398,37.3281059265137,120.268714904785,5.56843423843384,10.1642713546753
background,475334.9838,4438376.1748,0.11333791911602,36.9815521240234,29.5791034698486,30.5451107025146,39.8480911254883,98.5584030151367,5.2677059173584,9.0077657699585
background,475334.9838,4439126.1748,0.107597425580025,37.0283546447754,21.2099437713623,29.0494480133057,40.3186149597168,85.5616912841797,5.17816734313965,9.30515480041504
background,475334.9838,4441476.1748,0.101515978574753,37.1012077331543,27.0938129425049,25.8899345397949,41.7131118774414,243.740158081055,4.55952835083008,10.4001235961914
background,475334.9838,4441526.1748,0.0974087491631508,37.108154296875,26.657808303833,25.9067325592041,41.7571067810059,292.727081298828,4.55159282684326,9.43006038665771
background,475334.9838,4442176.1748,0.108215063810349,37.1148834228516,27.6913986206055,25.6143932342529,40.7746505737305,2.24573993682861,4.44168615341187,8.62296295166016
background,475384.9838,4430926.1748,0.114740304648876,38.5405502319336,20.8374252319336,39.5622291564941,39.2812728881836,393.295654296875,5.39675760269165,6.81370639801025
background,475384.9838,4431026.1748,0.119102142751217,38.4336814880371,20.0661792755127,38.9334106445312,39.6589088439941,293.759796142578,5.39741659164429,6.59691333770752
background,475384.9838,4431976.1748,0.101290449500084,38.7274703979492,21.741886138916,40.9700546264648,35.4883270263672,98.7590637207031,5.38418102264404,6.94781732559204
background,475384.9838,4432526.1748,0.0905690118670464,38.7213516235352,24.5821304321289,40.9968376159668,34.9733276367188,272.821105957031,5.3906512260437,7.52982711791992
background,475384.9838,4432576.1748,0.109475933015347,38.6708641052246,24.3301181793213,40.7616310119629,35.0293350219727,319.839050292969,5.39128255844116,8.38629150390625
background,475384.9838,4441176.1748,0.0940704867243767,37.1350059509277,29.6981220245361,26.1034908294678,40.574161529541,68.2628173828125,4.56264305114746,11.0194854736328
background,475384.9838,4441826.1748,0.123277097940445,37.1534118652344,27.0794143676758,25.5800476074219,41.260929107666,215.453582763672,4.44639873504639,9.33675193786621
background,475384.9838,4442476.1748,0.133928328752518,37.094181060791,28.6559104919434,25.8960056304932,41.5520782470703,242.485214233398,4.4119725227356,6.77037143707275
background,475434.9838,4430676.1748,0.109135575592518,38.9723091125488,20.7585353851318,39.6863327026367,38.6430473327637,281.190704345703,5.39207792282104,7.84514045715332
background,475434.9838,4435226.1748,0.0963295251131058,38.1241188049316,22.091775894165,37.9123420715332,37.4059028625488,189.866241455078,5.55358028411865,9.47151756286621
background,475434.9838,4441026.1748,0.0928020104765892,37.168571472168,29.9049987792969,26.689868927002,40.5200996398926,35.0156364440918,4.55884408950806,7.86759376525879
background,475434.9838,4441826.1748,0.146709337830544,37.1650581359863,26.7336273193359,25.7970809936523,41.0770225524902,199.383865356445,4.44214487075806,8.51630115509033
background,475484.9838,4430626.1748,0.100047148764133,39.0031967163086,20.2456016540527,39.536922454834,38.6653900146484,235.923965454102,5.38957023620605,6.88679218292236
background,475484.9838,4431676.1748,0.136825069785118,38.4761047363281,20.9456214904785,40.8869514465332,35.9922485351562,53.4073257446289,5.37869691848755,7.33179807662964
background,475484.9838,4432476.1748,0.0892551839351654,38.8520698547363,24.4360237121582,41.4091720581055,34.8763809204102,203.657180786133,5.38399410247803,4.92646980285645
background,475484.9838,4432976.1748,0.106874398887157,38.5740089416504,23.9866180419922,40.9324035644531,35.0747032165527,251.996444702148,5.38954877853394,8.50529479980469
background,475484.9838,4434176.1748,0.0984392464160919,38.5154647827148,23.4641513824463,40.4217681884766,34.8358192443848,216.477233886719,5.36418056488037,7.08866834640503
