species,X,Y,nitrogen,sand,fla,rivers,roads,aspect,BIO16
Phytophthora_PA3_RUN8,473626.628536341,4434682.99564418,4814,422,2768.24682617188,175.021026611328,145.625869750977,238.74983215332,297.167633056641
Phytophthora_PA3_RUN8,473718.178754241,4434680.63262233,4634.091796875,421.800323486328,6477.236328125,274.928344726562,98.0240097045898,215.983856201172,297.049102783203
Phytophthora_PA3_RUN8,473815.130164937,4434738.96550454,3896.69384765625,420.671051025391,6077.9990234375,368.009216308594,29.5770397186279,224.528991699219,300.00634765625
Phytophthora_PA3_RUN8,473908.586232772,4434555.89241544,3913,421,9568.3623046875,217.93244934082,146.13981628418,215.405944824219,301.495941162109
Phytophthora_PA3_RUN8,473942.053512125,4434716.18349083,3896.69384765625,420.671051025391,5620.798828125,373.753326416016,58.4895858764648,222.936920166016,302.855072021484
Phytophthora_PA3_RUN8,473935.747830172,4434673.42308508,3913,421,7263.63330078125,324.811737060547,74.2372055053711,218.744262695312,302.215484619141
Phytophthora_PA3_RUN8,473936.22267041,4434643.37299155,3913,421,5325.84716796875,276.249542236328,112.255485534668,226.410095214844,301.844818115234
Phytophthora_PA3_RUN8,473942.599419476,4434508.38639434,3913,421,3496.96484375,181.482955932617,158.023635864258,225.286193847656,301.229858398438
Phytophthora_PA3_RUN8,474213.396845688,4433458.55019516,3727.74560546875,438.728942871094,553.239074707031,570.582702636719,101.387283325195,172.917449951172,297.766967773438
Phytophthora_PA3_RUN8,474363.340837344,4433520.03801908,3787,437,2387.10571289062,494.630310058594,61.1607398986816,96.4381408691406,294.774200439453
Phytophthora_PA3_RUN8,474422.08479708,4433539.15095115,3787,437,6091.67822265625,453.818206787109,111.11937713623,97.5578079223633,293.206512451172
Phytophthora_PA3_RUN8,474499.178838266,4432955.58603606,4588.49462890625,414.544281005859,1643.27758789062,276.258941650391,229.750854492188,51.007453918457,289.495971679688
Phytophthora_PA3_RUN8,474595.68047004,4434948.17526879,3951,397,19154.458984375,326.768127441406,8.11342525482178,199.142593383789,303.916198730469
Phytophthora_PA3_RUN8,474618.988178548,4434924.01368223,3951,397,9760.990234375,330.1572265625,57.9509086608887,218.029083251953,304.241546630859
Phytophthora_PA3_RUN8,474649.443162662,4434883.02753538,3951,397,7484.14990234375,280.763488769531,54.4453010559082,216.724243164062,303.828826904297
Phytophthora_PA3_RUN8,474631.986100117,4434834.32486089,3951,397,6602.0927734375,231.630004882812,45.745304107666,227.970565795898,303.221618652344
Phytophthora_PA3_RUN8,474628.990813098,4433971.15024905,3918.1240234375,424.023498535156,2246.55200195312,337.181701660156,26.1990718841553,260.26416015625,299.810668945312
Phytophthora_PA3_RUN8,474630.007614934,4433940.72457232,3906,424,2230.75366210938,361.517120361328,68.8852920532227,243.04670715332,299.520874023438
Phytophthora_PA3_RUN8,474662.217253871,4432829.65291504,3480,411,1515.65637207031,78.2502593994141,13.8510837554932,108.031204223633,283.306579589844
Phytophthora_PA3_RUN8,475796.25242747,4435593.23159799,3457,371,688.10546875,253.002990722656,116.101600646973,193.788589477539,310.064514160156
Phytophthora_PA3_RUN8,475762.818519539,4435493.35586751,3579.06298828125,376.859008789062,720.662048339844,287.332763671875,121.126564025879,208.807418823242,309.159362792969
Phytophthora_PA3_RUN8,476802.196250576,4434751.46706402,3215,417,2151.77075195312,222.472351074219,67.7143707275391,167.396041870117,301.936706542969
Phytophthora_PA3_RUN8,477144.152422832,4434539.7274055,3213,413,11248.0263671875,67.5466461181641,40.3181343078613,163.525482177734,299.085327148438
Phytophthora_PA3_RUN8,477275.420378188,4432181.24998051,3818,414,1540.81848144531,260.666442871094,132.099868774414,175.756576538086,286.922912597656
Phytophthora_PA3_RUN8,477317.102137586,4432161.03871947,3818,414,1147.27087402344,249.783447265625,93.9924468994141,192.929122924805,287.803344726562
Phytophthora_PA3_RUN8,477331.268557614,4430851.82827333,2567,410,1569.95581054688,93.3234252929688,187.008178710938,97.2032852172852,268.769927978516
Phytophthora_PA3_RUN8,477428.754498064,4435038.04589905,3724,401,3953.48266601562,475.806884765625,277.955230712891,198.310165405273,303.010498046875
Phytophthora_PA3_RUN8,477425.787824712,4433691.04498453,3561,417,2204.29418945312,259.504180908203,23.0264472961426,304.419860839844,294.176879882812
Phytophthora_PA3_RUN8,477411.101161117,4431327.73178646,2467,425,222.686050415039,153.659271240234,261.837493896484,95.1289672851562,276.087890625
Phytophthora_PA3_RUN8,477437.964462643,4430285.33482437,2460,404,10034.9931640625,47.453239440918,196.481185913086,75.6606674194336,266.020446777344
Phytophthora_PA3_RUN8,477499.819534493,4433530.09478197,3504.2919921875,414.404205322266,3442.94287109375,323.186492919922,62.8898963928223,278.553771972656,294.911895751953
Phytophthora_PA3_RUN8,477478.774392465,4430367.01775964,2643.10278320312,402.801940917969,2527.37353515625,32.485294342041,135.313491821289,159.568634033203,266.355682373047
