background,x,y,roads,rivers,aspect,fla,slope,tpi,twi,soc,texture,bkd,BIO03,BIO06,BIO15,nir2021,blue2023,dndvi,wo
background,473384.9838,4433426.1748,49.0833320617676,117.803550720215,148.077621459961,511.560821533203,5.61965703964233,0.308464109897614,5.80828523635864,21.2319393157959,4.09528160095215,1.25936472415924,39.3035354614258,5.5915789604187,54.3905601501465,0.256118535995483,0.112755641341209,0.00146129843778908,1
background,473384.9838,4433526.1748,48.6553001403809,152.244873046875,156.349273681641,1861.1259765625,2.8235936164856,0.184610292315483,8.06754493713379,21.4351348876953,4.04735946655273,1.25968420505524,39.2236022949219,5.60289144515991,54.3768653869629,0.256095558404922,0.108028702437878,0.0148717137053609,1
background,473384.9838,4436726.1748,65.8541793823242,174.056503295898,286.492767333984,1073.86938476562,14.5392656326294,-1.37770175933838,5.64559602737427,24.082202911377,6.92867946624756,1.32239091396332,38.3176460266113,5.62618398666382,54.2944679260254,0.237568646669388,0.110863894224167,0.0236453488469124,1
background,473584.9838,4434476.1748,200.229522705078,128.75553894043,249.561676025391,12698.0498046875,8.65518951416016,1.19409334659576,8.83809852600098,20.4539279937744,4,1.28679835796356,38.4697761535645,5.66490411758423,54.061164855957,0.228371515870094,0.103367902338505,0.0165842473506927,1
background,473634.9838,4436676.1748,155.405624389648,114.300575256348,166.679946899414,1339.76306152344,3.62849235534668,2.12430572509766,7.69913530349731,24.8490295410156,4.61409759521484,1.33124828338623,38.0226135253906,5.62319183349609,54.1653022766113,0.250178694725037,0.103324994444847,0.0263393521308899,1
background,473634.9838,4436976.1748,5.24677705764771,311.357818603516,228.628540039062,5273.41015625,4.92606782913208,0.280227899551392,8.62393760681152,23.4020519256592,7,1.33531594276428,37.7523612976074,5.59457015991211,54.0889320373535,0.244497314095497,0.103366129100323,0.0395448841154575,1
background,473684.9838,4434726.1748,75.2073287963867,232.281768798828,226.641098022461,2850.81005859375,3.03252553939819,0.148313418030739,8.25114631652832,21.4547443389893,4.92279291152954,1.2886106967926,38.2507247924805,5.65900230407715,53.9931564331055,0.254535019397736,0.109745249152184,0.0193832702934742,1
background,473684.9838,4437426.1748,171.94189453125,555.586975097656,225.32307434082,5603.8876953125,6.02712965011597,0.39324015378952,8.22201538085938,22.4298858642578,7,1.35661840438843,37.466625213623,5.56885814666748,54.0114479064941,0.232085734605789,0.106482639908791,0.0464872196316719,1
background,473734.9838,4434726.1748,52.1910820007324,281.051055908203,220.82536315918,4069.11840820312,3.05499958992004,0.0731628686189651,8.60013198852539,20.9804344177246,4.67997312545776,1.29261076450348,38.2542152404785,5.65591192245483,53.9854469299316,0.237494736909866,0.114807985723019,0.00248251436278224,1
background,473734.9838,4434926.1748,140.585556030273,282.189483642578,235.970611572266,1153.55480957031,3.94945812225342,0.231835424900055,7.06551027297974,22.6624755859375,5.95035743713379,1.27453088760376,37.9821281433105,5.65243911743164,53.9503631591797,0.225448697805405,0.110416166484356,0.00138741685077548,1
