Predictor variable,Categorical,Sample average
BIO06,false,5.313687152862549
BIO3,false,39.07462783813476
BIO4,false,569.444189453125
aspect,false,179.4212423706055
bkd,false,1.3035584449768074
clay,false,24.89631019592285
fla,false,3492.2253771972664
green,false,0.11287539273500444
rivers,false,248.11863048553474
roads,false,124.00498365402228
sand,false,38.79671737670899
silt,false,36.305986938476565
slope,false,5.159213777780533
soc,false,21.271277236938474
tpi,false,0.0757841040939093
twi,false,8.490863952636714
