species,X,Y,roads,rivers,aspect,fla,slope,tpi,twi,soc,bkd,BIO03,BIO06,BIO15,ndwi2021,dndvi,wo
Phytophthora_PA3_allRun,474499.178838266,4432955.58603606,229.750854492188,276.258941650391,56.1181640625,1534.50854492188,16.5481491088867,0.12839163839817,5.89662075042725,22.834156036377,1.27904772758484,39.1920166015625,5.40855836868286,54.052001953125,-0.302984595298767,-0.0147418044507504,1
Phytophthora_PA3_allRun,478371.81527373,4438053.24765695,57.0641784667969,100.149169921875,234.424728393555,436.701477050781,6.35782051086426,0.730417191982269,5.96241140365601,23.3845844268799,1.34755182266235,38.0157470703125,5.15892028808594,53.4744682312012,-0.4571692943573,0.051875576376915,1
Phytophthora_PA3_allRun,478507.926276113,4430873.63775283,159.216125488281,72.6750335693359,81.9082717895508,614.510986328125,17.3922176361084,0.994773149490356,5.08716773986816,18.5730171203613,1.29000556468964,40.5365028381348,5.17481708526611,53.2689399719238,-0.334472894668579,-0.0197251383215189,1
Phytophthora_PA3_allRun,474628.990813098,4433971.15024905,26.1990718841553,337.181701660156,256.809967041016,2356.20727539062,1.47736787796021,0.114614680409431,8.94904136657715,22.5782527923584,1.26849329471588,38.1867866516113,5.42036104202271,53.9016609191895,-0.390018075704575,-0.0364339463412762,1
Phytophthora_PA3_allRun,477850.394008106,4435255.02371902,28.6867122650146,334.561553955078,131.604141235352,1614.73107910156,1.33322763442993,0.00611459370702505,8.55114555358887,24.5648574829102,1.2905935049057,38.0189819335938,5.16431999206543,53.3517761230469,-0.364029854536057,0.00163077446632087,1
Phytophthora_PA3_allRun,477499.819534493,4433530.09478197,62.8898963928223,323.186492919922,278.465362548828,3149.06518554688,3.39404773712158,-0.253409445285797,8.58499622344971,22.7740840911865,1.3141131401062,38.2939758300781,5.29651689529419,53.3441963195801,-0.34162700176239,0.0185792800039053,1
Phytophthora_PA3_allRun,481387.943667635,4433982.47112763,122.075004577637,127.040954589844,313.408905029297,5420.5380859375,0.421771019697189,-0.145934209227562,14.1778593063354,21.2560195922852,1.34301054477692,38.7233390808105,5.23601150512695,52.639087677002,-0.372648924589157,-0.00664580008015037,1
Phytophthora_PA3_allRun,481584.016022811,4433922.88752311,17.7489566802979,332.591186523438,291.332305908203,1727.44104003906,2.07155847549438,0.211687088012695,8.36064624786377,21.5896778106689,1.31856822967529,38.6821594238281,5.23101139068604,52.5822525024414,-0.379519551992416,0.00421414850279689,1
Phytophthora_PA3_allRun,477478.774392465,4430367.01775964,135.313491821289,32.485294342041,158.460968017578,3470.66040039062,1.36799597740173,-0.170870959758759,11.5969266891479,20.1627216339111,1.34004139900208,41.4257965087891,5.10371589660645,53.5429573059082,-0.311614871025085,-0.0885403156280518,1
Phytophthora_PA3_allRun,478664.499375238,4431013.90701039,67.7574768066406,62.5394020080566,212.266525268555,2107.43017578125,3.72550582885742,0.162589892745018,7.53530836105347,19.0576858520508,1.28685474395752,40.5647087097168,5.1779146194458,53.2624931335449,-0.317764014005661,-0.0187735743820667,1
Phytophthora_PA3_allRun,477440.34325499,4435066.75039237,326.222442626953,511.536468505859,196.81623840332,3934.23559570312,2.11985158920288,0.013543426990509,9.04770565032959,24.1829414367676,1.29224300384521,38.0658912658691,5.18690776824951,53.4175605773926,-0.411091536283493,0.0170301403850317,1
Phytophthora_PA3_allRun,473805.036298005,4434472.10105186,97.9049758911133,140.911514282227,220.901275634766,7170.04931640625,3.28416562080383,0.131151810288429,9.05363941192627,19.3374900817871,1.30089271068573,38.3955535888672,5.66442537307739,54.1608009338379,-0.336789488792419,-0.00450982758775353,1
Phytophthora_PA3_allRun,479363.99093796,4432988.27759856,190.343551635742,31.6250476837158,187.653137207031,2761.359375,5.50462436676025,-0.63441789150238,8.36997509002686,21.7267608642578,1.34159636497498,39.4853401184082,5.26877069473267,53.1804656982422,-0.33228212594986,-0.0118049066513777,1
Phytophthora_PA3_allRun,477513.339835345,4430321.98176289,173.481918334961,15.770058631897,155.980102539062,20940.203125,0.596942067146301,-0.410321682691574,16.0719337463379,20.1145648956299,1.34265625476837,41.4387550354004,5.09655094146729,53.5221672058105,-0.469070434570312,-0.346312612295151,1
