species,X,Y,nitrogen,sand,fla,rivers,roads,aspect,BIO16
Phytophthora_PA3_RUN1,473718.178754241,4434680.63262233,0.364740908145905,0.681351542472839,0.443676799535751,-0.117958590388298,-0.327850162982941,0.354746222496033,-0.0189563147723675
Phytophthora_PA3_RUN1,473805.036298005,4434472.10105186,0.462974429130554,0.703739047050476,0.585124135017395,-0.615752995014191,-0.328824907541275,0.408805787563324,0.161327034235001
Phytophthora_PA3_RUN1,473815.130164937,4434738.96550454,0.309224635362625,0.633071959018707,0.4043208360672,0.227782592177391,-0.888357698917389,0.422106355428696,0.129825100302696
Phytophthora_PA3_RUN1,473908.586232772,4434555.89241544,0.333383560180664,0.735796391963959,0.805770695209503,-0.329665124416351,0.066166877746582,0.338632643222809,0.264383792877197
Phytophthora_PA3_RUN1,473942.053512125,4434716.18349083,0.207892522215843,0.594306409358978,0.323404252529144,0.249118611216545,-0.651594817638397,0.4068803191185,0.356935441493988
Phytophthora_PA3_RUN1,473935.747830172,4434673.42308508,0.216286569833755,0.646206259727478,0.555244445800781,0.0673291310667992,-0.52263867855072,0.390086472034454,0.316279321908951
Phytophthora_PA3_RUN1,473936.22267041,4434643.37299155,0.224680632352829,0.698106110095978,0.358681738376617,-0.113051109015942,-0.21130958199501,0.449756532907486,0.290138840675354
Phytophthora_PA3_RUN1,473942.599419476,4434508.38639434,0.25218677520752,0.675705254077911,0.0306431353092194,-0.465053737163544,0.163482651114464,0.455923199653625,0.252789795398712
Phytophthora_PA3_RUN1,474213.396845688,4433458.55019516,0.430300533771515,0.775962352752686,-0.501544713973999,0.980224967002869,-0.300308555364609,-0.490323215723038,0.0266970172524452
Phytophthora_PA3_RUN1,474363.340837344,4433520.03801908,0.544042408466339,0.769663631916046,-0.0987481996417046,0.698106110095978,-0.62972092628479,-1.35311114788055,-0.152971550822258
Phytophthora_PA3_RUN1,474441.366368383,4433592.86338531,0.496534258127213,0.748054802417755,0.441397935152054,0.662166833877563,-0.225369498133659,-0.943467795848846,-0.210288271307945
Phytophthora_PA3_RUN1,474422.08479708,4433539.15095115,0.491038799285889,0.762580037117004,0.479416906833649,0.546512961387634,-0.220613092184067,-1.33285510540009,-0.247573718428612
Phytophthora_PA3_RUN1,474499.178838266,4432955.58603606,0.135412976145744,0.616087198257446,-0.34281712770462,-0.113016195595264,0.750851929187775,-1.95490682125092,-0.506714046001434
Phytophthora_PA3_RUN1,474595.68047004,4434948.17526879,-0.0799079015851021,0.370965600013733,2.29055500030518,0.0745959803462029,-1.06412172317505,0.0845234245061874,0.423292636871338
Phytophthora_PA3_RUN1,474618.988178548,4434924.01368223,-0.0704419836401939,0.358566403388977,0.775777101516724,0.0871845111250877,-0.656006038188934,0.351704478263855,0.436863929033279
Phytophthora_PA3_RUN1,474649.443162662,4434883.02753538,-0.148841321468353,0.38187837600708,0.623046159744263,-0.0962844267487526,-0.684713184833527,0.375909745693207,0.406522184610367
Phytophthora_PA3_RUN1,474631.986100117,4434834.32486089,-0.13515068590641,0.404962420463562,0.387345403432846,-0.278786689043045,-0.755956888198853,0.492686182260513,0.375353634357452
Phytophthora_PA3_RUN1,474628.990813098,4433971.15024905,0.337451189756393,0.653476417064667,-0.207517221570015,0.113276340067387,-0.9160196185112,0.923893928527832,0.153928533196449
Phytophthora_PA3_RUN1,474630.007614934,4433940.72457232,0.380611419677734,0.629808604717255,-0.138748466968536,0.203668236732483,-0.566465139389038,0.676554799079895,0.13906791806221
Phytophthora_PA3_RUN1,474662.217253871,4432829.65291504,0.106742896139622,0.509709000587463,-0.340914130210876,-0.848502993583679,-1.01713645458221,-1.19768857955933,-0.889447331428528
Phytophthora_PA3_RUN1,475751.494564062,4435485.3597763,0.133965373039246,0.173366114497185,-0.326472789049149,0.107593171298504,-0.47395658493042,0.25044584274292,0.761025905609131
Phytophthora_PA3_RUN1,475796.25242747,4435593.23159799,0.0106271058320999,0.0918354168534279,-0.461837649345398,-0.199398502707481,-0.179814010858536,0.0233225170522928,0.811659097671509
Phytophthora_PA3_RUN1,477317.102137586,4432161.03871947,0.317079663276672,0.769864737987518,-0.394759297370911,-0.211357221007347,-0.360864341259003,-0.021965304389596,-0.652026534080505
Phytophthora_PA3_RUN1,477331.268557614,4430851.82827333,-0.892689168453217,0.60640949010849,-0.321995139122009,-0.792514979839325,0.40083509683609,-1.38494181632996,-1.80117845535278
Phytophthora_PA3_RUN1,477411.101161117,4431327.73178646,-0.93166196346283,0.706428110599518,-0.554084062576294,-0.568402528762817,1.01360726356506,-1.37721002101898,-1.35063099861145
Phytophthora_PA3_RUN1,477513.339835345,4430321.98176289,-0.869287371635437,0.533462822437286,2.85250091552734,-1.08058059215546,0.290069460868835,-0.522448599338531,-1.97409415245056
Phytophthora_PA3_RUN1,477570.864805976,4430339.83216496,-0.860192120075226,0.524035930633545,0.105320513248444,-1.0375691652298,0.327403843402863,0.807433784008026,-1.97208976745605
Phytophthora_PA3_RUN1,477624.034953912,4431106.22442181,-0.971213340759277,0.835436284542084,-0.321111768484116,-0.956592202186584,2.8399178981781,0.84242582321167,-1.54498672485352
Phytophthora_PA3_RUN1,477775.40768978,4431267.01403168,-0.937516748905182,0.650711357593536,-0.552708864212036,-0.676675319671631,2.41121387481689,0.52216511964798,-1.19062554836273
Phytophthora_PA3_RUN1,478142.806326324,4430937.28289116,-0.996776044368744,0.726871132850647,-0.540882110595703,-0.91033011674881,1.9192852973938,-1.20027995109558,-1.70891785621643
Phytophthora_PA3_RUN1,478371.81527373,4438053.24765695,0.17146572470665,0.395404815673828,-0.523580729961395,-0.767161309719086,-0.663267433643341,0.602791428565979,0.824661910533905
Phytophthora_PA3_RUN1,478432.340064381,4431094.69929243,-0.81966632604599,0.589022040367126,-0.166619256138802,-0.846550703048706,0.295219779014587,-1.32914507389069,-1.70711779594421
Phytophthora_PA3_RUN1,478471.089229703,4431465.7060797,-0.743388652801514,0.447113633155823,-0.447817027568817,-1.06134986877441,-0.513482809066772,-1.49809849262238,-1.6626785993576
Phytophthora_PA3_RUN1,478463.917852968,4431440.97147013,-0.724761426448822,0.471598654985428,-0.387160420417786,-0.983984887599945,-0.382425904273987,-1.27041411399841,-1.67298138141632
Phytophthora_PA3_RUN1,478473.588624133,4431208.95352267,-0.773625612258911,0.506069183349609,-0.463061094284058,-0.716588020324707,0.1526068598032,-1.04049849510193,-1.6787725687027
Phytophthora_PA3_RUN1,478570.079415496,4431033.98153766,-0.815331995487213,0.550192773342133,-0.433952271938324,-0.858543515205383,-0.883894026279449,0.829352676868439,-1.79140567779541
Phytophthora_PA3_RUN1,478624.753504868,4431595.33966863,-0.738944172859192,0.324906975030899,2.54856204986572,-1.06738817691803,-0.951805949211121,0.846186578273773,-1.5839661359787
Phytophthora_PA3_RUN1,478611.727895665,4430656.88434673,-0.804938614368439,0.608435571193695,-0.355731844902039,-0.935826659202576,-1.02164971828461,0.658262073993683,-1.85943758487701
Phytophthora_PA3_RUN1,478660.734396587,4431008.40137245,-0.746261298656464,0.539392292499542,-0.248480558395386,-0.906859695911407,-0.575700700283051,0.284945607185364,-1.75813066959381
Phytophthora_PA3_RUN1,479014.218547662,4431305.52482985,-0.398432284593582,0.407431423664093,-0.295748829841614,-0.694400608539581,-0.4759900867939,0.452898979187012,-1.08790409564972
Phytophthora_PA3_RUN1,479363.99093796,4432988.27759856,-0.233785375952721,0.178551569581032,-0.14080536365509,-1.02168846130371,0.428148239850998,-0.0681183487176895,-1.11581575870514
Phytophthora_PA3_RUN1,479360.229199745,4432923.22165531,-0.377081006765366,0.0905746668577194,0.471751183271408,-1.07632529735565,0.12777678668499,-0.214152202010155,-1.13714587688446
Phytophthora_PA3_RUN1,481018.45630754,4431729.599701,-0.608814001083374,0.27254793047905,-0.473576188087463,0.504228830337524,-0.337795794010162,-0.991234958171844,-0.827293336391449
Phytophthora_PA3_RUN1,481376.517915445,4433998.86819858,-0.151880607008934,0.26841151714325,0.297051757574081,-0.667273998260498,-0.130898222327232,1.73577094078064,-0.597860753536224
