Predictor variable,Categorical,Sample average
BIO06,false,5.334792022705078
BIO3,false,38.9389370727539
BIO4,false,569.3977905273438
aspect,false,183.60371826171883
bkd,false,1.2979160261154181
clay,false,24.844834594726564
fla,false,2586.5636511230473
green,false,0.11481798827648161
rivers,false,249.79796241760266
roads,false,110.02989324569711
sand,false,38.98512603759766
silt,false,36.168822021484374
slope,false,5.879706002473832
soc,false,21.263784103393554
tpi,false,0.09147738985717302
twi,false,8.052666187286377
