x,y,Phytophthora_PA3_RUN6 logistic values
473084.9838,4433726.1748,0.17857647
473384.9838,4433526.1748,0.32799593
473384.9838,4434276.1748,0.4461993
473484.9838,4433776.1748,0.32438406
473484.9838,4433876.1748,0.29917637
473484.9838,4435526.1748,0.51424086
473584.9838,4433726.1748,0.1500415
473584.9838,4435176.1748,0.053198267
473584.9838,4436476.1748,0.103287585
473584.9838,4437276.1748,0.0019600547
473634.9838,4433426.1748,0.29955217
473634.9838,4434976.1748,0.45912436
473634.9838,4435176.1748,0.17088914
473684.9838,4433226.1748,0.5132474
473684.9838,4434576.1748,0.6641791
473684.9838,4437276.1748,0.007041355
473684.9838,4437526.1748,0.0052051763
473734.9838,4435276.1748,0.19837606
473784.9838,4432926.1748,0.59341156
473784.9838,4433426.1748,0.526726
473784.9838,4435776.1748,0.22051507
473834.9838,4433176.1748,0.051212233
473834.9838,4436126.1748,0.083048835
473884.9838,4433926.1748,0.16570872
473884.9838,4434476.1748,0.7474183
473934.9838,4437126.1748,0.0053952923
473934.9838,4439026.1748,0.0012488004
473984.9838,4438976.1748,0.0015709325
474034.9838,4437126.1748,0.011915312
474034.9838,4439176.1748,0.0014400489
474134.9838,4434726.1748,0.1972796
474134.9838,4435476.1748,0.3185166
474134.9838,4437926.1748,0.0030771669
474184.9838,4435176.1748,0.20757985
474184.9838,4435376.1748,0.19831102
474184.9838,4437326.1748,0.008036996
474234.9838,4432926.1748,0.37898278
474234.9838,4435676.1748,0.17793378
474284.9838,4432676.1748,0.32025957
474284.9838,4433226.1748,0.5387865
474284.9838,4434676.1748,0.22360884
474334.9838,4436576.1748,0.050916884
474334.9838,4437676.1748,1.7461152E-4
474384.9838,4433026.1748,0.29093382
474384.9838,4434176.1748,0.53434026
474384.9838,4440176.1748,0.0034664515
474434.9838,4432526.1748,0.38532618
474434.9838,4435176.1748,0.23322995
474434.9838,4437226.1748,0.008806383
474484.9838,4433276.1748,0.3913307
474484.9838,4434026.1748,0.72187644
474484.9838,4435576.1748,0.053473476
474484.9838,4437076.1748,0.009845668
474484.9838,4437276.1748,0.00784402
474534.9838,4436426.1748,0.100533865
474534.9838,4437926.1748,1.282717E-4
474534.9838,4438976.1748,0.004816241
474534.9838,4439476.1748,0.0039626644
474534.9838,4439576.1748,0.0023372984
474584.9838,4434176.1748,0.53916687
474584.9838,4434426.1748,0.4993998
474584.9838,4434826.1748,0.30951342
474584.9838,4437726.1748,0.0028235945
474584.9838,4437776.1748,0.001555377
474584.9838,4439976.1748,0.0015611695
474584.9838,4440176.1748,0.0020780421
474634.9838,4432626.1748,0.33301404
474634.9838,4439476.1748,0.0044433894
474684.9838,4432226.1748,0.4374379
474684.9838,4433876.1748,0.6828665
474684.9838,4435276.1748,0.22775526
474684.9838,4436026.1748,0.032074153
474684.9838,4437826.1748,0.0083677415
474684.9838,4440676.1748,4.5140952E-4
474734.9838,4433776.1748,0.58367103
474734.9838,4435626.1748,0.07671312
474734.9838,4439226.1748,0.0025427404
474784.9838,4435976.1748,0.030054472
