background,x,y,green,BIO3,soc,sand,silt,roads,BIO06,rivers
background,473234.9838,4433426.1748,0.102357029914856,39.2181205749512,20.9937362670898,36.9925765991211,34.9206886291504,124.932273864746,5.60516500473022,265.824462890625
background,473384.9838,4433676.1748,0.102870024740696,39.0420837402344,21.7718734741211,37.1235275268555,34.2588806152344,60.9433059692383,5.62598085403442,178.789672851562
background,473384.9838,4434076.1748,0.0916096642613411,38.7569122314453,21.9265727996826,39.5562896728516,34.2289962768555,160.348587036133,5.65604782104492,168.357223510742
background,473434.9838,4434126.1748,0.0979819893836975,38.7353782653809,22.0097198486328,40.1990432739258,34.0302543640137,162.032760620117,5.65685272216797,217.026123046875
background,473434.9838,4434576.1748,0.0866243839263916,38.8387451171875,21.1361846923828,39.7738723754883,35.3528022766113,362.651123046875,5.63126707077026,31.3564853668213
background,473484.9838,4433976.1748,0.104268342256546,38.8439636230469,22.2578868865967,38.2616958618164,34.4440803527832,35.2546463012695,5.64494562149048,161.081314086914
background,473534.9838,4435476.1748,0.0826530158519745,38.2238998413086,14.5965366363525,24.4318237304688,23.551118850708,231.396728515625,5.65292930603027,92.2158813476562
background,473534.9838,4435826.1748,0.08853480219841,38.6203536987305,15.6674184799194,23.9570693969727,23.9990730285645,53.2390518188477,5.61745595932007,36.2079963684082
background,473534.9838,4436826.1748,0.121548965573311,38.0125617980957,24.844856262207,35.2984313964844,41.61572265625,3.26016044616699,5.6170220375061,279.441955566406
background,473584.9838,4435176.1748,0.0868343636393547,38.1861877441406,22.5197582244873,38.0026054382324,35.264045715332,416.941589355469,5.65181541442871,11.5914583206177
background,473634.9838,4433276.1748,0.120312973856926,39.1354217529297,21.3080215454102,38.2826843261719,34.5536117553711,208.014755249023,5.44461584091187,143.386367797852
background,473634.9838,4435476.1748,0.0925027802586555,37.8758277893066,22.9469928741455,38.2024574279785,36.8032035827637,167.507751464844,5.66279649734497,156.927215576172
background,473684.9838,4433776.1748,0.0955602824687958,39.0357131958008,22.5325050354004,37.0203475952148,34.4102897644043,69.5488204956055,5.61648607254028,66.3867492675781
background,473684.9838,4436026.1748,0.0924898684024811,38.5609359741211,25.1773223876953,36.5678024291992,40.4205284118652,8.38968753814697,5.6193323135376,35.8551902770996
background,473684.9838,4437026.1748,0.111929707229137,37.6522750854492,22.7127990722656,32.7672309875488,42.8295822143555,42.1922149658203,5.5915207862854,317.743438720703
background,473684.9838,4439076.1748,0.0957470834255219,37.341121673584,27.694751739502,33.6309432983398,38.5845260620117,701.544128417969,5.34718084335327,106.64582824707
background,473784.9838,4433126.1748,0.097995325922966,38.8098640441895,21.7787628173828,40.9721145629883,33.4051551818848,41.5854110717773,5.45273780822754,349.547210693359
background,473784.9838,4435426.1748,0.0937634408473969,37.840648651123,25.0110130310059,38.6850395202637,36.6776542663574,160.647048950195,5.65751886367798,124.447647094727
background,473834.9838,4432876.1748,0.111098043620586,38.903923034668,20.907154083252,38.5176391601562,37.8717651367188,108.63395690918,5.46238708496094,561.267333984375
background,473834.9838,4433276.1748,0.0908638164401054,38.5770988464355,21.7469997406006,41.2445640563965,32.5071144104004,33.5016403198242,5.45560884475708,334.127807617188
background,473834.9838,4436026.1748,0.0824358835816383,38.4001007080078,25.1088638305664,36.8538284301758,40.2154006958008,156.491256713867,5.62211799621582,28.7150859832764
background,473884.9838,4433126.1748,0.108241967856884,38.4857292175293,22.4748630523682,42.1494102478027,32.4536361694336,54.1084671020508,5.45295429229736,434.512420654297
background,473884.9838,4434126.1748,0.105323061347008,38.4389114379883,21.9339866638184,40.0958366394043,34.9944000244141,132.733001708984,5.65839195251465,157.418365478516
background,473884.9838,4434726.1748,0.108117759227753,38.2095222473145,19.6406230926514,39.7328643798828,35.4919204711914,9.29793548583984,5.64738845825195,367.506683349609
background,473934.9838,4433926.1748,0.0875153765082359,38.6966285705566,22.4420185089111,38.5616035461426,34.4876403808594,321.729736328125,5.63979387283325,34.7701644897461
background,473984.9838,4434226.1748,0.117533788084984,38.3787155151367,20.6186199188232,39.8957672119141,35.1499710083008,62.0057792663574,5.65531396865845,117.061004638672
background,473984.9838,4434826.1748,0.11776115000248,38.063045501709,20.1773452758789,38.8361434936523,35.3229904174805,150.250946044922,5.64254999160767,435.225982666016
background,473984.9838,4439376.1748,0.122597590088844,37.1650199890137,25.8140239715576,32.4472312927246,39.0808372497559,573.418701171875,5.26003265380859,257.931854248047
background,474034.9838,4433426.1748,0.0919884890317917,38.3284034729004,21.36989402771,40.8903694152832,33.2099456787109,6.29220199584961,5.44932842254639,499.054840087891
background,474034.9838,4437476.1748,0.112974256277084,37.3962860107422,26.6322860717773,32.6495094299316,42.7623176574707,139.235244750977,5.73142862319946,298.430267333984
background,474084.9838,4433826.1748,0.103495791554451,38.5248641967773,22.0346603393555,39.8158836364746,33.3576316833496,142.851058959961,5.65243148803711,200.345886230469
background,474134.9838,4434626.1748,0.109185039997101,38.1684303283691,19.2376899719238,38.8915634155273,35.4737281799316,275.571441650391,5.639084815979,380.572357177734
background,474134.9838,4436776.1748,0.103214509785175,37.760139465332,22.81494140625,34.8188591003418,39.1411094665527,38.4862213134766,5.56821250915527,188.443008422852
background,474134.9838,4438776.1748,0.123046576976776,37.0237426757812,28.0926532745361,31.9033813476562,39.6296424865723,301.627166748047,5.36329126358032,633.3271484375
background,474134.9838,4439376.1748,0.117476187646389,37.2355308532715,27.8159351348877,32.1783142089844,39.7771377563477,471.913970947266,5.23626756668091,365.872253417969
background,474184.9838,4439526.1748,0.114226594567299,37.2739677429199,26.5294189453125,31.3203525543213,39.2591781616211,507.996673583984,5.21428155899048,243.969924926758
background,474184.9838,4439876.1748,0.0968210399150848,37.4158782958984,24.3281135559082,31.0812244415283,38.563045501709,338.226928710938,5.16239500045776,54.5591278076172
background,474184.9838,4440226.1748,0.0892633274197578,37.498851776123,16.7471332550049,20.1015930175781,28.6711959838867,144.534164428711,5.0915322303772,39.2291717529297
background,474234.9838,4433876.1748,0.104311756789684,38.5424957275391,21.6642971038818,40.2552185058594,33.1821594238281,91.1901245117188,5.64708614349365,186.846908569336
background,474234.9838,4440326.1748,0.0987725332379341,37.5580558776855,12.9761533737183,16.5465641021729,21.9615802764893,165.372436523438,5.05444955825806,59.526611328125
background,474284.9838,4434126.1748,0.096403457224369,38.7386283874512,20.9534549713135,40.1246604919434,34.3538284301758,229.426483154297,5.62811899185181,29.3802623748779
background,474284.9838,4435376.1748,0.113347567617893,37.8088684082031,26.5459995269775,37.657958984375,37.341251373291,55.4255027770996,5.6200795173645,313.253692626953
background,474284.9838,4437376.1748,0.107866138219833,37.4522857666016,28.3634586334229,32.4509735107422,42.2795219421387,191.549942016602,5.74964952468872,51.3336868286133
background,474284.9838,4439026.1748,0.138106480240822,37.1031455993652,27.5443000793457,31.755973815918,38.983959197998,114.550117492676,5.29596328735352,650.008178710938
background,474334.9838,4433676.1748,0.0989548340439796,38.3659896850586,21.1186084747314,40.4577445983887,33.3328247070312,51.1650581359863,5.43862056732178,389.348785400391
background,474334.9838,4436776.1748,0.117019407451153,37.5818748474121,22.9730625152588,34.4988555908203,39.1727333068848,52.4371337890625,5.55476331710815,343.090057373047
background,474334.9838,4437576.1748,0.114154487848282,37.2914085388184,27.1892356872559,32.0963973999023,42.1413879394531,122.416061401367,5.72587823867798,245.709182739258
background,474384.9838,4433826.1748,0.100333921611309,38.3873825073242,21.4006977081299,40.2557182312012,33.409797668457,60.8679733276367,5.53159236907959,259.452606201172
background,474384.9838,4434576.1748,0.109480194747448,38.2566566467285,20.2351531982422,38.8868789672852,34.7612915039062,87.3756713867188,5.62347078323364,199.828536987305
background,474384.9838,4434826.1748,0.105947263538837,38.1081657409668,19.8688220977783,38.6822776794434,34.7028923034668,200.557525634766,5.62711620330811,304.171936035156
background,474384.9838,4438726.1748,0.0968820154666901,37.030876159668,27.4611663818359,32.1565780639648,39.9600944519043,179.128936767578,5.35648345947266,865.446838378906
background,474384.9838,4439026.1748,0.100469641387463,37.0997886657715,27.0018100738525,31.8161354064941,39.2718849182129,69.6397094726562,5.28527498245239,659.861999511719
background,474384.9838,4440326.1748,0.0899106413125992,37.6524353027344,23.4297142028809,30.5521717071533,39.4171829223633,152.065719604492,5.00086069107056,43.163330078125
background,474434.9838,4437326.1748,0.112371169030666,37.3664932250977,28.4204273223877,32.2613792419434,42.403434753418,75.0074996948242,5.73922252655029,124.521560668945
background,474484.9838,4435676.1748,0.0888885259628296,37.9258880615234,25.6669139862061,36.6247940063477,37.8462142944336,66.5004577636719,5.60451459884644,254.50700378418
