Predictor variable,Categorical,Sample average
BIO03,false,39.155890803183276
BIO06,false,5.263164427972609
BIO15,false,53.40065470049459
aspect,false,191.71261719734443
bkd,false,1.308152337228098
dndvi,false,-0.01654577320779585
fla,false,4347.658417240266
ndwi2021,false,-0.3520604857513981
rivers,false,220.64770621638144
roads,false,122.30009149735976
slope,false,5.090493185866263
soc,false,21.264303207397468
tpi,false,0.01544090447526752
twi,false,8.59291802683184
wo,false,1.0
