X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
474499.178838266,4432955.58603606,train,0.006161430580753977,81.94376018244948,0.6888198148835166
478371.81527373,4438053.24765695,train,1.768298604218345E-4,2.0868410777766906,0.059733595980276326
478507.926276113,4430873.63775283,train,0.012260756711024364,94.42000112077383,0.8149803949560411
474628.990813098,4433971.15024905,train,0.013204205660881157,94.68824734807298,0.8258985836631788
477850.394008106,4435255.02371902,train,0.0031315342840596196,48.22423868077486,0.5294213937248303
477499.819534493,4433530.09478197,train,0.0057938641499959195,78.14884360670474,0.6754847535086925
481387.943667635,4433982.47112763,train,0.002258796326749505,34.28108201169246,0.44797168501004064
481584.016022811,4433922.88752311,train,0.0021571752193175597,32.270393052957246,0.4366173718988517
477478.774392465,4430367.01775964,train,0.020415698896918254,98.10766323244808,0.8800182262555155
478664.499375238,4431013.90701039,train,0.009993996739417785,92.83131769781707,0.7821573975678846
477440.34325499,4435066.75039237,train,8.62015137505792E-4,13.030246399489302,0.2364604730434777
473805.036298005,4434472.10105186,train,0.01813660960875405,97.50941682423668,0.8669470969856383
479363.99093796,4432988.27759856,train,0.00418222539673465,60.919124965711205,0.60040241308902
477513.339835345,4430321.98176289,train,0.25729096919500755,100.0,0.9892973782223137
475751.494564062,4435485.3597763,train,0.001517931571221495,24.281296653552104,0.35289162501056087
477624.034953912,4431106.22442181,train,0.003210082899523713,48.811304143960385,0.5355885614322938
478578.955216179,4435857.94086172,train,0.005958710219376674,80.37874205094356,0.6816039377174501
477759.666049652,4430806.00885653,train,0.002006450488098965,31.1105112894089,0.41888940633994853
476801.644926592,4434768.70983185,train,0.002387429806908239,36.459844974139536,0.4617041513030803
479679.272962021,4433069.73710096,train,0.007732092154474008,88.61855406812793,0.7352993429834794
478624.753504868,4431595.33966863,train,0.011245107477778115,94.13124804596175,0.8015852444395204
477317.102137586,4432161.03871947,train,0.003900903191953214,56.84694546732664,0.5835847506268059
477389.601427484,4433486.20027707,train,0.006075819971666008,81.13275801138923,0.6858127680583037
477331.268557614,4430851.82827333,train,0.0034630435896695912,53.5142280776013,0.5543954810780063
483105.818653542,4434799.14261903,train,8.005685869429479E-4,12.039472874270952,0.2233700002613102
477411.101161117,4431327.73178646,train,0.0052675601962292795,71.4387048075863,0.6542708872175051
474662.217253871,4432829.65291504,train,0.012852978012751998,94.58838643940153,0.8219879002450573
474595.68047004,4434948.17526879,train,0.028847205542507713,100.0,0.9120006874317219
482944.330773145,4433965.7794145,train,7.619062151084611E-4,11.565733346736504,0.21490086060847852
477147.274682764,4434525.32007697,train,0.001650764938061523,25.454061681877043,0.3722765745256932
474441.366368383,4433592.86338531,train,0.005083244376926517,69.81454916500063,0.6461705198721278
