x,y,Phytophthora_PA18_allRun logistic values
473184.9838,4433826.1748,0.13795471
473284.9838,4434176.1748,0.22506563
473384.9838,4436676.1748,0.3930809
473434.9838,4433926.1748,0.62639385
473434.9838,4434926.1748,0.21029113
473484.9838,4436876.1748,0.42405838
473534.9838,4433976.1748,0.6562574
473584.9838,4433376.1748,0.7029584
473584.9838,4433476.1748,0.40915364
473584.9838,4436676.1748,0.55675787
473584.9838,4436726.1748,0.52450633
473684.9838,4434076.1748,0.31248224
473734.9838,4439076.1748,0.005611644
473784.9838,4435326.1748,0.17388931
473834.9838,4434026.1748,0.29232308
473834.9838,4435726.1748,0.245505
473834.9838,4435826.1748,0.20247313
473834.9838,4436276.1748,0.1850808
473834.9838,4436576.1748,0.37762862
473834.9838,4437626.1748,0.17129904
473834.9838,4437676.1748,0.18028618
473884.9838,4434076.1748,0.5107804
473884.9838,4435776.1748,0.27088556
473884.9838,4436676.1748,0.44800895
473884.9838,4439276.1748,0.021795409
473934.9838,4435076.1748,0.22520854
473934.9838,4437226.1748,0.1042951
473984.9838,4434026.1748,0.2804069
473984.9838,4434476.1748,0.79550105
473984.9838,4434876.1748,0.6496636
473984.9838,4437126.1748,0.12011722
474034.9838,4437126.1748,0.24816315
474034.9838,4438926.1748,0.009911085
474084.9838,4434376.1748,0.53171
474084.9838,4439476.1748,0.04066102
474134.9838,4436926.1748,0.34882322
474134.9838,4437326.1748,0.05589229
474134.9838,4437876.1748,0.07360032
474184.9838,4433576.1748,0.32637095
474184.9838,4435076.1748,0.25936142
474234.9838,4434826.1748,0.5356858
474234.9838,4437676.1748,0.15428786
474234.9838,4440226.1748,0.011223052
474284.9838,4433476.1748,0.29665452
474284.9838,4436276.1748,0.755702
474284.9838,4436926.1748,0.06823272
474334.9838,4437526.1748,0.21633974
474384.9838,4433176.1748,0.23682828
474384.9838,4434526.1748,0.73127145
474384.9838,4434626.1748,0.7191822
474384.9838,4434826.1748,0.6069284
474384.9838,4435176.1748,0.56113183
474384.9838,4439676.1748,0.07600287
474484.9838,4435876.1748,0.22165406
474484.9838,4439126.1748,0.026357919
474484.9838,4440326.1748,0.07885003
474534.9838,4434626.1748,0.6452475
474534.9838,4437476.1748,0.082730636
474534.9838,4438576.1748,0.018172339
474534.9838,4438876.1748,0.00628728
474534.9838,4439876.1748,0.020483013
474584.9838,4433126.1748,0.34118637
474584.9838,4437326.1748,0.07002019
474584.9838,4439276.1748,0.018141586
474584.9838,4440776.1748,0.0049296753
474634.9838,4435076.1748,0.45838252
474634.9838,4439026.1748,0.006754897
474634.9838,4440576.1748,0.03129617
474634.9838,4440776.1748,0.0042699995
474684.9838,4434076.1748,0.6020089
474684.9838,4434226.1748,0.39282262
474684.9838,4435226.1748,0.19214743
474684.9838,4438826.1748,0.0066215317
474684.9838,4439526.1748,0.036048423
474734.9838,4433426.1748,0.27144027
474734.9838,4436376.1748,0.09835479
474734.9838,4437076.1748,0.18410502
474734.9838,4439126.1748,0.011129347
474784.9838,4437326.1748,0.060845513
474784.9838,4438276.1748,0.020451538
474784.9838,4438676.1748,0.020199932
474784.9838,4439626.1748,0.05503216
474784.9838,4441026.1748,0.0031902352
474834.9838,4437926.1748,0.021796007
474884.9838,4433576.1748,0.6891368
474884.9838,4433926.1748,0.39422992
