species,X,Y,nitrogen,sand,fla,rivers,roads,aspect,BIO16
Phytophthora_PA3_RUN3,473626.628536341,4434682.99564418,19.2867698669434,40.085506439209,2688.83715820312,175.021026611328,145.625869750977,237.857925415039,296.985443115234
Phytophthora_PA3_RUN3,473718.178754241,4434680.63262233,19.1606349945068,40.1453704833984,6311.01611328125,274.928344726562,98.0240097045898,217.132583618164,296.992370605469
Phytophthora_PA3_RUN3,473815.130164937,4434738.96550454,18.9732303619385,39.8156661987305,6072.0009765625,368.009216308594,29.5770397186279,221.828506469727,299.348358154297
Phytophthora_PA3_RUN3,473908.586232772,4434555.89241544,19.0547828674316,40.5171775817871,8510.072265625,217.93244934082,146.13981628418,216.009246826172,301.479125976562
Phytophthora_PA3_RUN3,473936.22267041,4434643.37299155,18.687837600708,40.2597885131836,5794.8271484375,276.249542236328,112.255485534668,223.756103515625,301.886962890625
Phytophthora_PA3_RUN3,474213.396845688,4433458.55019516,19.3819427490234,40.7914733886719,570.52978515625,570.582702636719,101.387283325195,158.219680786133,297.715301513672
Phytophthora_PA3_RUN3,474363.340837344,4433520.03801908,19.7658977508545,40.7484588623047,3016.77954101562,494.630310058594,61.1607398986816,98.0715560913086,294.870208740234
Phytophthora_PA3_RUN3,474441.366368383,4433592.86338531,19.605525970459,40.6008911132812,6297.17626953125,484.954681396484,110.538543701172,126.629302978516,293.962585449219
Phytophthora_PA3_RUN3,474595.68047004,4434948.17526879,17.659646987915,38.0257263183594,17527.412109375,326.768127441406,8.11342525482178,198.294357299805,303.995483398438
Phytophthora_PA3_RUN3,474618.988178548,4434924.01368223,17.6916007995605,37.9410514831543,8327.916015625,330.1572265625,57.9509086608887,216.920532226562,304.210388183594
Phytophthora_PA3_RUN3,474649.443162662,4434883.02753538,17.4269504547119,38.1002502441406,7400.35595703125,280.763488769531,54.4453010559082,218.607971191406,303.729919433594
Phytophthora_PA3_RUN3,474631.986100117,4434834.32486089,17.473165512085,38.2578926086426,5968.90625,231.630004882812,45.745304107666,226.748886108398,303.236358642578
Phytophthora_PA3_RUN3,474630.007614934,4433940.72457232,19.2142086029053,39.7933807373047,2773.85131835938,361.517120361328,68.8852920532227,239.567047119141,299.494720458984
Phytophthora_PA3_RUN3,474662.217253871,4432829.65291504,18.2897186279297,38.9732131958008,1546.06579589844,78.2502593994141,13.8510837554932,108.906639099121,283.207946777344
Phytophthora_PA3_RUN3,475751.494564062,4435485.3597763,18.38161277771,36.6763076782227,1633.77038574219,335.651672363281,80.1820678710938,209.861419677734,309.343566894531
Phytophthora_PA3_RUN3,475796.25242747,4435593.23159799,17.9652633666992,36.1195297241211,811.67724609375,253.002990722656,116.101600646973,194.027816772461,310.145355224609
Phytophthora_PA3_RUN3,475762.818519539,4435493.35586751,18.3201713562012,36.5691528320312,844.597351074219,287.332763671875,121.126564025879,207.113189697266,309.306701660156
Phytophthora_PA3_RUN3,477275.420378188,4432181.24998051,18.9671897888184,40.6871490478516,1556.93334960938,260.666442871094,132.099868774414,176.857238769531,286.937377929688
Phytophthora_PA3_RUN3,477282.097295794,4432042.81272813,18.7903995513916,39.8249969482422,5242.380859375,203.919326782227,221.415328979492,191.436782836914,283.005676269531
Phytophthora_PA3_RUN3,477317.102137586,4432161.03871947,18.9997463226318,40.7498321533203,1219.05529785156,249.783447265625,93.9924468994141,190.870635986328,286.967559814453
Phytophthora_PA3_RUN3,477437.964462643,4430285.33482437,14.8429908752441,39.2233734130859,9579.3359375,47.453239440918,196.481185913086,80.1419296264648,266.071716308594
Phytophthora_PA3_RUN3,477478.774392465,4430367.01775964,15.030327796936,39.2289886474609,3470.66040039062,32.485294342041,135.313491821289,158.460968017578,266.368316650391
Phytophthora_PA3_RUN3,477513.339835345,4430321.98176289,14.9949617385864,39.1354293823242,20940.203125,15.770058631897,173.481918334961,155.980102539062,266.032318115234
Phytophthora_PA3_RUN3,477570.864805976,4430339.83216496,15.0256643295288,39.0710525512695,4256.12255859375,27.3496417999268,178.041046142578,248.691101074219,266.064056396484
Phytophthora_PA3_RUN3,477624.034953912,4431106.22442181,14.6508932113647,41.197624206543,1666.32885742188,49.1503524780273,484.859344482422,251.130523681641,272.827331542969
Phytophthora_PA3_RUN3,477759.666049652,4430806.00885653,14.711220741272,41.3313064575195,602.899353027344,241.38655090332,374.078338623047,168.532135009766,270.110992431641
Phytophthora_PA3_RUN3,477775.40768978,4431267.01403168,14.7646417617798,39.9361267089844,259.801422119141,124.50993347168,432.507720947266,228.803970336914,278.438720703125
Phytophthora_PA3_RUN3,478142.806326324,4430937.28289116,14.5646018981934,40.456226348877,331.627166748047,61.6050834655762,372.435333251953,108.725982666016,270.2314453125
Phytophthora_PA3_RUN3,478379.521373063,4431448.42505382,15.4316530227661,39.2238273620605,411.000305175781,28.9812774658203,179.924072265625,114.926849365234,272.681060791016
