x,y,Phytophthora_PA2_allRun logistic values
473434.9838,4435126.1748,0.16306584
473484.9838,4436776.1748,0.7901833
473534.9838,4434376.1748,0.28318086
473584.9838,4434926.1748,0.6722285
473634.9838,4433576.1748,0.6938317
473634.9838,4433726.1748,0.70789367
473634.9838,4435576.1748,0.16986375
473634.9838,4436026.1748,0.23552994
473634.9838,4439226.1748,0.020470966
473684.9838,4433576.1748,0.69058204
473684.9838,4437126.1748,0.23902398
473734.9838,4435376.1748,0.17249481
473734.9838,4435976.1748,0.11373575
473734.9838,4436626.1748,0.2989893
473734.9838,4437376.1748,0.1587244
473784.9838,4433876.1748,0.3265966
473784.9838,4435276.1748,0.3033693
473784.9838,4436826.1748,0.22845297
473784.9838,4437526.1748,0.18330383
473784.9838,4437676.1748,0.13696225
473834.9838,4433226.1748,0.28278562
473834.9838,4436476.1748,0.3098477
473834.9838,4439326.1748,0.004344306
473884.9838,4433176.1748,0.27237958
473884.9838,4437076.1748,0.25822765
473884.9838,4437726.1748,0.18703476
473934.9838,4432826.1748,0.27535778
473934.9838,4439326.1748,0.019080743
473984.9838,4437226.1748,0.09883001
474034.9838,4433226.1748,0.28573495
474034.9838,4433826.1748,0.43928438
474084.9838,4432976.1748,0.24750136
474084.9838,4433026.1748,0.21471173
474084.9838,4433276.1748,0.32885885
474084.9838,4435276.1748,0.20350339
474084.9838,4435626.1748,0.31862512
474084.9838,4435776.1748,0.2890967
474084.9838,4439026.1748,0.012989232
474084.9838,4439376.1748,0.0068603577
474134.9838,4433626.1748,0.49640742
474134.9838,4433776.1748,0.324272
474134.9838,4439876.1748,0.0077876835
474184.9838,4435976.1748,0.3576641
474234.9838,4433226.1748,0.16665447
474234.9838,4440026.1748,0.019475708
474234.9838,4440326.1748,0.041167665
474284.9838,4433826.1748,0.6867856
474284.9838,4435726.1748,0.52150184
474284.9838,4439176.1748,0.038399372
474284.9838,4439976.1748,0.11895078
474284.9838,4440326.1748,0.028978115
474334.9838,4433176.1748,0.21134658
474334.9838,4433476.1748,0.3343854
474384.9838,4437776.1748,0.14657392
474434.9838,4434776.1748,0.7544006
474484.9838,4434176.1748,0.3153371
474484.9838,4438876.1748,0.002591464
474484.9838,4439676.1748,0.025337387
474484.9838,4439826.1748,0.022688808
474484.9838,4440026.1748,0.11349521
474534.9838,4432476.1748,0.6108078
474534.9838,4433726.1748,0.13396068
474534.9838,4435776.1748,0.1661017
474534.9838,4437126.1748,0.06915681
474534.9838,4439026.1748,0.0043094717
474534.9838,4439426.1748,0.027819913
474534.9838,4439926.1748,0.02165755
474584.9838,4433876.1748,0.43757868
474584.9838,4438676.1748,0.012382952
474584.9838,4439176.1748,0.014201273
474584.9838,4439526.1748,0.024888901
474584.9838,4439776.1748,0.019535696
474634.9838,4433926.1748,0.3638033
474634.9838,4434576.1748,0.64193255
474634.9838,4435876.1748,0.2258004
474634.9838,4436676.1748,0.05473301
474634.9838,4437126.1748,0.044233013
474634.9838,4440126.1748,0.14105026
474734.9838,4432776.1748,0.58923
474734.9838,4433726.1748,0.23403591
474734.9838,4434726.1748,0.38770068
474734.9838,4436076.1748,0.06546403
474734.9838,4437876.1748,0.016558155
474784.9838,4433226.1748,0.16287462
474784.9838,4433376.1748,0.374999
474784.9838,4434876.1748,0.36692327
474784.9838,4435476.1748,0.28160754
474784.9838,4436976.1748,0.18655187
474834.9838,4435626.1748,0.4675737
474834.9838,4436976.1748,0.2418104
474834.9838,4437226.1748,0.115682535
474884.9838,4432476.1748,0.45803648
474884.9838,4437226.1748,0.09697485
474934.9838,4432376.1748,0.5236277
474934.9838,4433576.1748,0.70781314
474934.9838,4435526.1748,0.5441491
474934.9838,4438126.1748,0.008619023
474934.9838,4440676.1748,0.018423975
474984.9838,4432626.1748,0.35300452
474984.9838,4433576.1748,0.42740336
474984.9838,4434326.1748,0.63493544
474984.9838,4434976.1748,0.22979175
474984.9838,4435976.1748,0.110444605
474984.9838,4436026.1748,0.09052307
474984.9838,4436476.1748,0.28983477
475034.9838,4433776.1748,0.26926243
475034.9838,4434576.1748,0.5460198
475034.9838,4436876.1748,0.32802397
475034.9838,4437376.1748,0.01618891
475084.9838,4431826.1748,0.6880995
475084.9838,4433226.1748,0.40470383
475084.9838,4434576.1748,0.64109004
475084.9838,4435876.1748,0.32570788
475084.9838,4436326.1748,0.3087591
475084.9838,4439726.1748,0.086341955
475084.9838,4440326.1748,0.023312032
475134.9838,4433276.1748,0.15489861
475134.9838,4434176.1748,0.5290475
475134.9838,4438126.1748,0.0049733236
475134.9838,4440226.1748,0.09182412
475134.9838,4440426.1748,0.045290053
475184.9838,4431776.1748,0.736428
475184.9838,4431926.1748,0.74047464
475184.9838,4436426.1748,0.124873616
475184.9838,4437526.1748,0.0043299682
475184.9838,4438326.1748,0.0017273974
475184.9838,4439426.1748,0.019018508
475184.9838,4439776.1748,0.044070207
475234.9838,4433476.1748,0.25798237
475234.9838,4438926.1748,0.004405258
475234.9838,4440726.1748,4.6125182E-4
475234.9838,4441076.1748,0.0041334378
475234.9838,4441976.1748,0.0021673415
475284.9838,4432026.1748,0.43336704
475284.9838,4441126.1748,0.0029226176
475334.9838,4431276.1748,0.5967194
475334.9838,4436326.1748,0.069789834
475334.9838,4438576.1748,0.004942983
475384.9838,4430276.1748,0.27336103
475384.9838,4430376.1748,0.13250634
475384.9838,4434976.1748,0.7830029
475384.9838,4436926.1748,0.1344144
475384.9838,4438726.1748,0.0058971
475434.9838,4430176.1748,0.34877703
475434.9838,4433826.1748,0.3128961
475434.9838,4436426.1748,0.03229536
475434.9838,4436576.1748,0.073048145
475434.9838,4440176.1748,0.0559257
475484.9838,4434676.1748,0.4636233
475484.9838,4435976.1748,0.091853105
475484.9838,4436276.1748,0.06938771
475484.9838,4436326.1748,0.03906137
475484.9838,4439676.1748,0.019747095
475484.9838,4440026.1748,0.08396225
475484.9838,4440526.1748,0.008765711
475484.9838,4440576.1748,0.004136245
475534.9838,4434476.1748,0.6913164
475534.9838,4435426.1748,0.3342128
475534.9838,4436976.1748,0.098285474
475534.9838,4437726.1748,0.005564556
475534.9838,4442226.1748,0.0010178344
475584.9838,4431026.1748,0.6579839
475584.9838,4431126.1748,0.7309451
475584.9838,4435426.1748,0.37953734
