species,X,Y,roads,rivers,aspect,fla,slope,tpi,twi,soc,texture,bkd,BIO03,BIO04,BIO06,green,wo
Phytophthora_PA3_RUN5,474499.178838266,4432955.58603606,229.750854492188,276.258941650391,56.1181640625,1534.50854492188,16.5481491088867,0.12839163839817,5.89662075042725,22.834156036377,4,1.27904772758484,39.1920166015625,563.59423828125,5.40855836868286,0.114505395293236,1
Phytophthora_PA3_RUN5,478371.81527373,4438053.24765695,57.0641784667969,100.149169921875,234.424728393555,436.701477050781,6.35782051086426,0.730417191982269,5.96241140365601,23.3845844268799,7,1.34755182266235,38.0157470703125,575.327209472656,5.15892028808594,0.0913795009255409,1
Phytophthora_PA3_RUN5,478507.926276113,4430873.63775283,159.216125488281,72.6750335693359,81.9082717895508,614.510986328125,17.3922176361084,0.994773149490356,5.08716773986816,18.5730171203613,4,1.29000556468964,40.5365028381348,569.105407714844,5.17481708526611,0.120904065668583,1
Phytophthora_PA3_RUN5,474628.990813098,4433971.15024905,26.1990718841553,337.181701660156,256.809967041016,2356.20727539062,1.47736787796021,0.114614680409431,8.94904136657715,22.5782527923584,5.16561222076416,1.26849329471588,38.1867866516113,565.325378417969,5.42036104202271,0.101493045687675,1
Phytophthora_PA3_RUN5,477850.394008106,4435255.02371902,28.6867122650146,334.561553955078,131.604141235352,1614.73107910156,1.33322763442993,0.00611459370702505,8.55114555358887,24.5648574829102,4.48019456863403,1.2905935049057,38.0189819335938,576.079833984375,5.16431999206543,0.103094428777695,1
Phytophthora_PA3_RUN5,477499.819534493,4433530.09478197,62.8898963928223,323.186492919922,278.465362548828,3149.06518554688,3.39404773712158,-0.253409445285797,8.58499622344971,22.7740840911865,4,1.3141131401062,38.2939758300781,569.799194335938,5.29651689529419,0.119949489831924,1
Phytophthora_PA3_RUN5,481387.943667635,4433982.47112763,122.075004577637,127.040954589844,313.408905029297,5420.5380859375,0.421771019697189,-0.145934209227562,14.1778593063354,21.2560195922852,4.04848527908325,1.34301054477692,38.7233390808105,577.069152832031,5.23601150512695,0.110073082149029,1
Phytophthora_PA3_RUN5,477478.774392465,4430367.01775964,135.313491821289,32.485294342041,158.460968017578,3470.66040039062,1.36799597740173,-0.170870959758759,11.5969266891479,20.1627216339111,4,1.34004139900208,41.4257965087891,566.383911132812,5.10371589660645,0.119099110364914,1
Phytophthora_PA3_RUN5,477440.34325499,4435066.75039237,326.222442626953,511.536468505859,196.81623840332,3934.23559570312,2.11985158920288,0.013543426990509,9.04770565032959,24.1829414367676,6.85942125320435,1.29224300384521,38.0658912658691,575.442993164062,5.18690776824951,0.115246400237083,1
Phytophthora_PA3_RUN5,473805.036298005,4434472.10105186,97.9049758911133,140.911514282227,220.901275634766,7170.04931640625,3.28416562080383,0.131151810288429,9.05363941192627,19.3374900817871,4,1.30089271068573,38.3955535888672,560.153869628906,5.66442537307739,0.122840315103531,1
Phytophthora_PA3_RUN5,477513.339835345,4430321.98176289,173.481918334961,15.770058631897,155.980102539062,20940.203125,0.596942067146301,-0.410321682691574,16.0719337463379,20.1145648956299,4,1.34265625476837,41.4387550354004,566.492919921875,5.09655094146729,0.100332856178284,1
Phytophthora_PA3_RUN5,475751.494564062,4435485.3597763,80.1820678710938,335.651672363281,209.861419677734,1633.77038574219,1.94382977485657,0.0472008027136326,8.14781284332275,22.8868732452393,5.4656548500061,1.27595293521881,38.0909957885742,570.876037597656,5.52321815490723,0.0974275395274162,1
Phytophthora_PA3_RUN5,477624.034953912,4431106.22442181,484.859344482422,49.1503524780273,251.130523681641,1666.32885742188,9.30068302154541,-0.650733292102814,6.67695999145508,17.9920692443848,6.86665964126587,1.31862342357635,40.3374176025391,568.273132324219,5.23203325271606,0.119907572865486,1
Phytophthora_PA3_RUN5,478578.955216179,4435857.94086172,13.0418300628662,263.427032470703,164.047454833984,4171.00244140625,1.88564157485962,0.049849160015583,9.22524642944336,23.5724849700928,4.48977899551392,1.27998495101929,38.0797576904297,577.096496582031,5.09002685546875,0.124131865799427,1
Phytophthora_PA3_RUN5,477759.666049652,4430806.00885653,374.078338623047,241.38655090332,168.532135009766,602.899353027344,4.83680152893066,0.454920768737793,6.46033668518066,18.5017986297607,4,1.34304690361023,40.6172981262207,568.109008789062,5.18880176544189,0.120488874614239,1
Phytophthora_PA3_RUN5,476801.644926592,4434768.70983185,67.7143707275391,222.472351074219,167.958877563477,2132.0390625,3.45576238632202,0.205470025539398,8.05132865905762,21.6373805999756,4.6531925201416,1.30532836914062,38.1902847290039,571.344177246094,5.22919988632202,0.0991013422608376,1
Phytophthora_PA3_RUN5,478624.753504868,4431595.33966863,21.8289909362793,19.3217334747314,251.392700195312,19094.33203125,5.6419677734375,-0.770244359970093,9.6627140045166,20.05495262146,4,1.32782006263733,40.3373374938965,569.234619140625,5.21041345596313,0.11369052529335,1
Phytophthora_PA3_RUN5,477317.102137586,4432161.03871947,93.9924468994141,249.783447265625,190.870635986328,1219.05529785156,12.5401773452759,-0.817418217658997,6.14212036132812,21.3369445800781,4,1.25594365596771,38.8482513427734,569.039794921875,5.32648801803589,0.142442256212234,1
Phytophthora_PA3_RUN5,477389.601427484,4433486.20027707,60.782283782959,212.267959594727,272.560302734375,2570.08203125,3.15118813514709,0.458408117294312,8.69656085968018,22.2889385223389,4,1.31760907173157,38.3489265441895,569.60302734375,5.30027103424072,0.112870417535305,1
Phytophthora_PA3_RUN5,477331.268557614,4430851.82827333,187.008178710938,93.3234252929688,95.8525238037109,1660.96398925781,0.888952791690826,0.0299892146140337,10.3408308029175,17.6386070251465,4,1.34805357456207,40.9492568969727,567.296020507812,5.14759302139282,0.142524749040604,1
Phytophthora_PA3_RUN5,483105.818653542,4434799.14261903,25.9007701873779,349.1318359375,320.739349365234,1134.91455078125,0.693480551242828,0.163989037275314,8.80078983306885,22.1551914215088,4.99608135223389,1.29122626781464,38.4300651550293,581.94921875,5.03531551361084,0.115244671702385,1
Phytophthora_PA3_RUN5,474662.217253871,4432829.65291504,13.8510837554932,78.2502593994141,108.906639099121,1546.06579589844,9.95572280883789,0.473881363868713,6.55179166793823,21.3105888366699,4,1.3185601234436,39.922290802002,563.135498046875,5.34708023071289,0.113195419311523,1
Phytophthora_PA3_RUN5,482944.330773145,4433965.7794145,98.6389770507812,871.109008789062,196.670288085938,2113.72021484375,1.24721908569336,0.049002394080162,8.98860740661621,23.5200328826904,4.29130458831787,1.28218007087708,38.2235145568848,579.73486328125,5.13485956192017,0.0982322618365288,1
Phytophthora_PA3_RUN5,477147.274682764,4434525.32007697,40.3181343078613,67.5466461181641,166.457611083984,10901.2841796875,5.68687009811401,-0.162150114774704,9.14368057250977,20.9606628417969,4,1.32985806465149,38.2529602050781,569.492248535156,5.21267318725586,0.110092617571354,1
