x,y,Phytophthora_PA3_allRun logistic values
473084.9838,4433726.1748,0.17590673
473284.9838,4433476.1748,0.64953905
473484.9838,4433526.1748,0.68208593
473634.9838,4435126.1748,0.19688894
473634.9838,4439326.1748,0.010674843
473684.9838,4436576.1748,0.35242486
473684.9838,4436976.1748,0.36199665
473684.9838,4437526.1748,0.1580014
473684.9838,4437576.1748,0.1353585
473784.9838,4434626.1748,0.66533995
473784.9838,4437626.1748,0.08861798
473884.9838,4432876.1748,0.71531725
473884.9838,4436326.1748,0.20222344
473934.9838,4434576.1748,0.80562353
473934.9838,4436676.1748,0.56099606
473934.9838,4439076.1748,0.009567833
473984.9838,4433826.1748,0.3737114
473984.9838,4434376.1748,0.7211817
473984.9838,4434676.1748,0.8081137
474034.9838,4436026.1748,0.5281572
474084.9838,4434876.1748,0.4828213
474084.9838,4435076.1748,0.39461857
474084.9838,4436626.1748,0.22719699
474134.9838,4434726.1748,0.46400306
474134.9838,4436576.1748,0.11842995
474134.9838,4439076.1748,0.021043148
474234.9838,4433326.1748,0.20097028
474234.9838,4435326.1748,0.55273724
474234.9838,4436026.1748,0.33603215
474234.9838,4436226.1748,0.7292276
474234.9838,4436426.1748,0.16679281
474234.9838,4437026.1748,0.15880714
474234.9838,4437876.1748,0.13251367
474284.9838,4436126.1748,0.6534754
474284.9838,4436376.1748,0.2106421
474334.9838,4436776.1748,0.36420852
474334.9838,4439426.1748,0.04592299
474334.9838,4439776.1748,0.04110297
474384.9838,4436426.1748,0.40834728
474384.9838,4437526.1748,0.1253303
474484.9838,4435126.1748,0.6086683
474484.9838,4435976.1748,0.15774302
474484.9838,4437826.1748,0.05081394
474534.9838,4434876.1748,0.72691286
474534.9838,4435576.1748,0.3453139
474534.9838,4437826.1748,0.01555601
474534.9838,4439076.1748,0.011118145
474584.9838,4433276.1748,0.41780803
474584.9838,4433876.1748,0.44875443
474584.9838,4435426.1748,0.12858474
474584.9838,4435876.1748,0.28698254
474584.9838,4439576.1748,0.02318066
474584.9838,4439726.1748,0.025275461
474584.9838,4439926.1748,0.031596486
474634.9838,4434876.1748,0.7267516
474634.9838,4436776.1748,0.10921563
474634.9838,4440826.1748,0.0032147688
474684.9838,4435626.1748,0.3548219
474684.9838,4436626.1748,0.11718396
474684.9838,4436876.1748,0.31530455
474684.9838,4437376.1748,0.054795504
474684.9838,4437676.1748,0.021251382
474734.9838,4435926.1748,0.24727182
474734.9838,4436076.1748,0.07987002
474734.9838,4437226.1748,0.06662146
474734.9838,4440226.1748,0.12488943
474784.9838,4432526.1748,0.7699125
474784.9838,4435376.1748,0.26461628
474784.9838,4436426.1748,0.1926934
474784.9838,4436776.1748,0.3293563
474784.9838,4437776.1748,0.0077708787
474784.9838,4439326.1748,0.0122446865
474784.9838,4439476.1748,0.019845445
474784.9838,4440776.1748,0.017574787
474834.9838,4432926.1748,0.5953893
474834.9838,4433226.1748,0.5212826
474834.9838,4440076.1748,0.120500594
474884.9838,4432826.1748,0.75576854
474884.9838,4433976.1748,0.4376364
474884.9838,4438976.1748,0.0066687865
474884.9838,4439676.1748,0.056525063
474884.9838,4440676.1748,0.014443406
474934.9838,4433776.1748,0.28831968
474934.9838,4434326.1748,0.5521983
474934.9838,4434776.1748,0.6513651
474934.9838,4439026.1748,0.008553705
474934.9838,4440926.1748,0.0031641768
474984.9838,4432126.1748,0.55862623
474984.9838,4433126.1748,0.66634625
474984.9838,4437126.1748,0.063118935
474984.9838,4437176.1748,0.027713919
474984.9838,4437426.1748,0.03545777
474984.9838,4438726.1748,0.009412181
474984.9838,4438876.1748,0.0065976684
474984.9838,4439126.1748,0.0107705295
475034.9838,4432176.1748,0.5043589
475034.9838,4433026.1748,0.6601997
475034.9838,4433476.1748,0.692858
475034.9838,4434976.1748,0.42248565
475034.9838,4435826.1748,0.3984444
475034.9838,4436276.1748,0.11135477
475034.9838,4440126.1748,0.08556544
475034.9838,4440276.1748,0.072669685
475034.9838,4441776.1748,0.0047549084
475084.9838,4435726.1748,0.43352547
475084.9838,4435876.1748,0.3130765
475084.9838,4438426.1748,0.0064481376
475084.9838,4438726.1748,0.01202927
475084.9838,4439776.1748,0.083028354
475084.9838,4440976.1748,0.0051711835
475134.9838,4430976.1748,0.31862372
475134.9838,4432376.1748,0.34499162
475134.9838,4436976.1748,0.10655531
475184.9838,4431576.1748,0.59806776
475184.9838,4434576.1748,0.5362656
475184.9838,4435526.1748,0.34493604
475184.9838,4436226.1748,0.104698904
475184.9838,4437376.1748,0.013488616
475184.9838,4437726.1748,0.027819537
475184.9838,4438476.1748,0.0056712017
475184.9838,4439826.1748,0.094925724
475184.9838,4441926.1748,0.0022357423
475234.9838,4431826.1748,0.70575994
475234.9838,4433276.1748,0.10177298
475234.9838,4440776.1748,8.5801183E-4
475284.9838,4439076.1748,0.010842381
475284.9838,4442026.1748,0.00405057
475334.9838,4430526.1748,0.43057483
475334.9838,4432326.1748,0.5065654
475334.9838,4434476.1748,0.31775758
475334.9838,4437676.1748,0.020005291
475334.9838,4438376.1748,0.017282637
475384.9838,4430476.1748,0.4431355
475384.9838,4431176.1748,0.69427127
475384.9838,4432726.1748,0.3513633
475384.9838,4432976.1748,0.09533399
475384.9838,4433276.1748,0.3503045
475384.9838,4434376.1748,0.2660503
475384.9838,4437226.1748,0.042762715
475384.9838,4437776.1748,0.018481614
475384.9838,4440476.1748,0.011425132
475434.9838,4434526.1748,0.51685023
475434.9838,4436476.1748,0.05810988
475434.9838,4440926.1748,0.0010515848
475484.9838,4432626.1748,0.5434874
475484.9838,4441776.1748,0.005148972
475534.9838,4430726.1748,0.56959224
475534.9838,4431676.1748,0.5540008
475534.9838,4432526.1748,0.13882208
475534.9838,4432776.1748,0.4450523
475534.9838,4433826.1748,0.24495469
475534.9838,4434226.1748,0.48251167
475534.9838,4437426.1748,0.0056889015
475584.9838,4430326.1748,0.70223916
475584.9838,4432426.1748,0.29688737
475584.9838,4436426.1748,0.040037543
475584.9838,4439326.1748,0.007966655
475584.9838,4440176.1748,0.036577426
475634.9838,4431726.1748,0.556195
475634.9838,4435826.1748,0.23727219
475634.9838,4436026.1748,0.14799729
475634.9838,4436976.1748,0.12189028
475634.9838,4437726.1748,0.006341857
475634.9838,4441376.1748,0.0026787813
475684.9838,4433476.1748,0.3143905
475684.9838,4437176.1748,0.019975914
475684.9838,4439726.1748,0.029571258
475684.9838,4441676.1748,0.0013737272
475734.9838,4430526.1748,0.48335832
475734.9838,4431026.1748,0.30182466
475734.9838,4433326.1748,0.5888865
475734.9838,4433776.1748,0.33111566
475734.9838,4434676.1748,0.6229207
475734.9838,4435576.1748,0.45844588
475784.9838,4433326.1748,0.43339485
475784.9838,4434576.1748,0.5928776
475784.9838,4435176.1748,0.20133811
475784.9838,4437926.1748,0.019809961
475784.9838,4442126.1748,0.0034751738
475834.9838,4431476.1748,0.46465495
475834.9838,4434576.1748,0.6499126
475834.9838,4435676.1748,0.28347436
475834.9838,4437276.1748,0.007421858
475884.9838,4432376.1748,0.1391851
475884.9838,4432526.1748,0.24258047
475884.9838,4434576.1748,0.3589671
475884.9838,4434976.1748,0.14410329
475884.9838,4438226.1748,0.0062477915
475884.9838,4441026.1748,0.0017195197
475934.9838,4433126.1748,0.2712605
475934.9838,4433726.1748,0.42923346
475934.9838,4434126.1748,0.61156094
475934.9838,4434976.1748,0.2846
475934.9838,4435326.1748,0.26932305
475934.9838,4440526.1748,0.0016466647
475934.9838,4441176.1748,4.4784162E-4
475934.9838,4441976.1748,0.0013711592
475984.9838,4432976.1748,0.15193692
475984.9838,4438126.1748,0.01897687
