Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.50584E-8,0.000001506,0.000087923,1,0,0
2.03629E-8,0.000003542,0.000118891,0.9999,0,0
4.73824E-8,0.000014306,0.000276603,0.9996,0,0
5.98186E-8,0.000025228,0.000349176,0.9994,0,0
9.43256E-8,0.000050481,0.000550491,0.9991,0,0
1.1573E-7,0.000103827,0.000675324,0.9986,0,0
1.99492E-7,0.000269354,0.001163538,0.9976,0,0
2.45291E-7,0.000510551,0.001430274,0.9965,0,0
2.82472E-7,0.001011582,0.001646721,0.9946,0,0
3.76099E-7,0.002519833,0.002191337,0.99,0,0
4.64874E-7,0.00500417,0.002707186,0.9842,0,0
6.52297E-7,0.01004721,0.003794497,0.9751,0,0
1.10713E-6,0.025109208,0.006423316,0.9581,0,0
1.64071E-6,0.050005526,0.009489634,0.9399,0,0
2.56073E-6,0.100087093,0.014732519,0.9156,0,0
4.88156E-6,0.200059982,0.027714807,0.8881,0,0
6.91667E-6,0.300291214,0.038820542,0.8713,0,0
8.41104E-6,0.40006517,0.046815154,0.8583,0,0
9.69932E-6,0.500289104,0.053601281,0.8473,0,0
1.09021E-5,0.600642287,0.059850534,0.8375,0,0
1.18734E-5,0.701091542,0.064836774,0.8287,0,0
1.23916E-5,0.750797627,0.067475655,0.8246,0,0
1.29467E-5,0.800258886,0.070285759,0.8207,0,0
1.40247E-5,0.900123836,0.075695059,0.8133,0,0
1.48801E-5,1.001147639,0.079943146,0.8063,0,0
1.57391E-5,1.100874168,0.084169512,0.7998,0,0
1.64841E-5,1.200983723,0.087803672,0.7936,0,0
1.71606E-5,1.300181803,0.091078943,0.7877,0,0
1.79868E-5,1.40046549,0.095047353,0.782,0,0
1.88101E-5,1.500041351,0.098967262,0.7766,0,0
2.05864E-5,1.750182396,0.10731022,0.7639,0,0
2.22719E-5,2.001249244,0.115085111,0.7522,0,0
2.39028E-5,2.250765304,0.122479941,0.7414,0,0
2.53504E-5,2.502310791,0.128941109,0.7312,0,0
2.67935E-5,2.750761975,0.135288177,0.7217,0,0
2.80091E-5,3.002678426,0.140563424,0.7125,0,0
2.96117E-5,3.251098349,0.147420539,0.7039,0,0
3.09513E-5,3.502232136,0.153068688,0.6956,0,0
3.21784E-5,3.751313774,0.158177723,0.6877,0,0
3.32718E-5,4.000213037,0.162678071,0.6801,0,0
3.42724E-5,4.253317807,0.166754317,0.6726,0,0
3.54201E-5,4.50072063,0.171381681,0.6655,0,0
3.64053E-5,4.752189821,0.175312729,0.6585,0.016949153,0
3.74598E-5,5.003400434,0.179479613,0.6517,0.016949153,0
3.825E-5,5.253112505,0.182574097,0.6451,0.016949153,0
3.92064E-5,5.501304693,0.186288865,0.6387,0.016949153,0
4.0029E-5,5.750551921,0.189457012,0.6324,0.033898305,0
4.09372E-5,6.001547142,0.192926081,0.6262,0.033898305,0
4.18755E-5,6.250128759,0.196479191,0.6202,0.033898305,0
4.29251E-5,6.500296471,0.20041712,0.6143,0.033898305,0
4.37371E-5,6.751697142,0.203437056,0.6085,0.033898305,0
4.46603E-5,7.00373517,0.206842941,0.6028,0.033898305,0
4.56153E-5,7.251864078,0.210335546,0.5973,0.033898305,0
4.64326E-5,7.500767792,0.213300247,0.5919,0.033898305,0
4.72083E-5,7.753851241,0.216093924,0.5865,0.050847458,0
4.79904E-5,8.001314524,0.218890239,0.5813,0.050847458,0
4.89594E-5,8.253420718,0.222327423,0.5761,0.050847458,0
4.97082E-5,8.504705425,0.224962642,0.571,0.050847458,0
5.0405E-5,8.750044897,0.227398998,0.5661,0.050847458,0
5.10887E-5,9.003857576,0.229774866,0.5611,0.050847458,0
5.21196E-5,9.251645703,0.233329329,0.5563,0.050847458,0
5.30857E-5,9.504032256,0.236631064,0.5515,0.050847458,0
5.39729E-5,9.750328674,0.239637957,0.5469,0.050847458,0
5.46021E-5,10.000103337,0.241756375,0.5423,0.050847458,0
5.53842E-5,10.252887275,0.244372971,0.5377,0.050847458,0
5.59778E-5,10.503485013,0.246346836,0.5332,0.050847458,0
5.6907E-5,10.751683897,0.249416143,0.5288,0.050847458,0
5.77798E-5,11.004314761,0.252276366,0.5244,0.050847458,0
5.84173E-5,11.254284139,0.254351904,0.5201,0.050847458,0
5.91681E-5,11.501472142,0.256781592,0.5159,0.050847458,0
6.00597E-5,11.752117007,0.259646301,0.5117,0.06779661,0
6.11522E-5,12.000691126,0.263126639,0.5076,0.06779661,0
