background,x,y,roads,rivers,aspect,fla,slope,tpi,twi,soc,texture,bkd,BIO03,BIO06,BIO15,green,wo
background,473434.9838,4433876.1748,138.96501159668,180.691375732422,192.727478027344,1766.64599609375,2.74354815483093,0.132990285754204,8.03702926635742,22.2986640930176,4,1.28754234313965,38.9104385375977,5.63911437988281,54.1553764343262,0.104577139019966,1
background,473434.9838,4434426.1748,329.352783203125,25.293041229248,114.813690185547,2237.23657226562,9.91245555877686,0.554814517498016,5.95637178421021,20.8050746917725,4,1.28098225593567,38.9748191833496,5.62294340133667,54.2217025756836,0.0900797322392464,1
background,473434.9838,4436626.1748,77.301628112793,64.5272674560547,215.941268920898,1532.67431640625,18.3566665649414,-2.17455315589905,5.69331932067871,23.6152782440186,6.28357696533203,1.32993984222412,38.2863693237305,5.62490606307983,54.2673568725586,0.0966638326644897,1
background,473534.9838,4434276.1748,249.448608398438,103.911010742188,274.276275634766,1215.5107421875,3.56447744369507,1.73712396621704,8.01867198944092,20.9465351104736,4,1.27494060993195,38.6360244750977,5.6576361656189,54.0912322998047,0.0996993407607079,1
background,473534.9838,4436726.1748,43.8727569580078,187.858581542969,241.999465942383,2162.22729492188,3.44367265701294,1.10760378837585,8.02821826934814,24.5679988861084,5.85713815689087,1.3296754360199,37.9897003173828,5.62910509109497,54.1778144836426,0.131610974669456,1
background,473534.9838,4437026.1748,101.7158203125,413.121795654297,244.251663208008,2458.865234375,10.3884391784668,-0.337599068880081,7.27842235565186,18.1557483673096,5.47588396072388,1.04010093212128,37.9302444458008,5.59854793548584,54.1549491882324,0.0923460349440575,1
background,473584.9838,4437476.1748,283.706939697266,667.105224609375,252.638290405273,1954.953125,7.77924489974976,-1.29305243492126,7.04724168777466,22.1903381347656,7,1.36000001430511,37.6144714355469,5.57510757446289,54.0670890808105,0.0949956774711609,1
background,473634.9838,4437526.1748,218.612701416016,649.507568359375,244.11474609375,2428.99877929688,6.07017421722412,0.394738227128983,7.5564112663269,22.7849750518799,7,1.35911774635315,37.4866523742676,5.56745433807373,54.0260353088379,0.0996601805090904,1
background,473684.9838,4439026.1748,694.804992675781,152.010772705078,268.409301757812,328.396026611328,8.6805248260498,3.22014617919922,5.00019550323486,27.6696243286133,4,1.30414807796478,37.3367195129395,5.35574579238892,53.9998474121094,0.102272629737854,1
background,473734.9838,4435776.1748,43.4071998596191,201.183837890625,263.162963867188,2108.5751953125,4.23323345184326,0.168153613805771,7.85501384735107,25.093318939209,6.33581781387329,1.30129265785217,38.1160774230957,5.63454294204712,54.138069152832,0.0893210396170616,1
background,473734.9838,4436476.1748,130.93537902832,75.7109985351562,254.602005004883,2900.55126953125,18.2445659637451,-0.639961063861847,6.72460031509399,23.542947769165,5.00022125244141,1.33120346069336,38.3822555541992,5.60571718215942,54.2503318786621,0.0875616297125816,1
background,473784.9838,4433126.1748,41.5854110717773,349.547210693359,264.769744873047,2423.8154296875,16.3687896728516,-3.385577917099,6.66816902160645,21.7787628173828,4.00507593154907,1.26716363430023,38.809814453125,5.45273923873901,54.1257362365723,0.097995325922966,1
background,473784.9838,4433276.1748,74.9934997558594,285.348083496094,265.670135498047,1328.40466308594,14.4972372055054,-0.901352167129517,6.69059181213379,21.6372547149658,4.6531925201416,1.26236176490784,38.7998008728027,5.45424652099609,54.146656036377,0.0951903238892555,1
background,473784.9838,4433726.1748,151.230209350586,174.163558959961,262.648559570312,2757.79907226562,6.88093566894531,1.11744785308838,7.50777292251587,22.8411159515381,4.77694368362427,1.27053344249725,38.8556594848633,5.63229036331177,54.2184906005859,0.0959101766347885,1
background,473784.9838,4434576.1748,172.301147460938,230.724502563477,220.723587036133,6571.07861328125,2.7062931060791,-0.0126733845099807,9.18594074249268,19.5919570922852,4,1.30889272689819,38.2816505432129,5.66541481018066,54.0697593688965,0.102734439074993,1
background,473834.9838,4439526.1748,785.460144042969,51.9619789123535,300.839599609375,2037.86694335938,24.6672515869141,-2.90208148956299,5.86861610412598,9.85257720947266,1.58120322227478,0.517211318016052,37.4747505187988,5.26119232177734,53.9798431396484,0.0825719758868217,1
background,473884.9838,4432976.1748,25.7141914367676,521.255615234375,240.730743408203,4396.6279296875,8.28434562683105,0.761823654174805,7.69275951385498,21.5893611907959,5.71458196640015,1.27730739116669,38.6608352661133,5.45164346694946,54.0426750183105,0.113961927592754,1
background,473934.9838,4435126.1748,134.664657592773,146.929534912109,297.104675292969,5647.59033203125,3.5804078578949,0.0467075183987617,8.79086494445801,27.3849639892578,6.27286195755005,1.28238809108734,37.9366569519043,5.64715623855591,53.9166450500488,0.0971504971385002,1
