Predictor variable,Categorical,Sample average
BIO16,false,286.4126942952474
aspect,false,186.6950616547556
fla,false,3769.6427203091707
nitrogen,false,17.22041007244226
rivers,false,243.98206140055802
roads,false,121.84614477735582
sand,false,38.99162593032374
