species,X,Y,nitrogen,sand,fla,rivers,roads,aspect,BIO16
Phytophthora_PA3_RUN1,473718.178754241,4434680.63262233,19.1606349945068,40.1453704833984,6311.01611328125,274.928344726562,98.0240097045898,217.132583618164,296.992370605469
Phytophthora_PA3_RUN1,473805.036298005,4434472.10105186,19.4922389984131,40.2982559204102,7170.04931640625,140.911514282227,97.9049758911133,220.901275634766,299.847198486328
Phytophthora_PA3_RUN1,473815.130164937,4434738.96550454,18.9732303619385,39.8156661987305,6072.0009765625,368.009216308594,29.5770397186279,221.828506469727,299.348358154297
Phytophthora_PA3_RUN1,473908.586232772,4434555.89241544,19.0547828674316,40.5171775817871,8510.072265625,217.93244934082,146.13981628418,216.009246826172,301.479125976562
Phytophthora_PA3_RUN1,473942.053512125,4434716.18349083,18.6311664581299,39.5509338378906,5580.5810546875,373.753326416016,58.4895858764648,220.767044067383,302.944702148438
Phytophthora_PA3_RUN1,473935.747830172,4434673.42308508,18.6595020294189,39.9053611755371,6988.5849609375,324.811737060547,74.2372055053711,219.596282958984,302.300903320312
Phytophthora_PA3_RUN1,473936.22267041,4434643.37299155,18.687837600708,40.2597885131836,5794.8271484375,276.249542236328,112.255485534668,223.756103515625,301.886962890625
Phytophthora_PA3_RUN1,473942.599419476,4434508.38639434,18.780689239502,40.1068115234375,3802.59448242188,181.482955932617,158.023635864258,224.186004638672,301.295532226562
Phytophthora_PA3_RUN1,474213.396845688,4433458.55019516,19.3819427490234,40.7914733886719,570.52978515625,570.582702636719,101.387283325195,158.219680786133,297.715301513672
Phytophthora_PA3_RUN1,474363.340837344,4433520.03801908,19.7658977508545,40.7484588623047,3016.77954101562,494.630310058594,61.1607398986816,98.0715560913086,294.870208740234
Phytophthora_PA3_RUN1,474441.366368383,4433592.86338531,19.605525970459,40.6008911132812,6297.17626953125,484.954681396484,110.538543701172,126.629302978516,293.962585449219
Phytophthora_PA3_RUN1,474422.08479708,4433539.15095115,19.5869750976562,40.7000846862793,6528.07177734375,453.818206787109,111.11937713623,99.4836807250977,293.372161865234
Phytophthora_PA3_RUN1,474499.178838266,4432955.58603606,18.3864994049072,39.6996765136719,1534.50854492188,276.258941650391,229.750854492188,56.1181640625,289.268615722656
Phytophthora_PA3_RUN1,474595.68047004,4434948.17526879,17.659646987915,38.0257263183594,17527.412109375,326.768127441406,8.11342525482178,198.294357299805,303.995483398438
Phytophthora_PA3_RUN1,474618.988178548,4434924.01368223,17.6916007995605,37.9410514831543,8327.916015625,330.1572265625,57.9509086608887,216.920532226562,304.210388183594
Phytophthora_PA3_RUN1,474649.443162662,4434883.02753538,17.4269504547119,38.1002502441406,7400.35595703125,280.763488769531,54.4453010559082,218.607971191406,303.729919433594
Phytophthora_PA3_RUN1,474631.986100117,4434834.32486089,17.473165512085,38.2578926086426,5968.90625,231.630004882812,45.745304107666,226.748886108398,303.236358642578
Phytophthora_PA3_RUN1,474628.990813098,4433971.15024905,19.0685138702393,39.9550094604492,2356.20727539062,337.181701660156,26.1990718841553,256.809967041016,299.730041503906
Phytophthora_PA3_RUN1,474630.007614934,4433940.72457232,19.2142086029053,39.7933807373047,2773.85131835938,361.517120361328,68.8852920532227,239.567047119141,299.494720458984
Phytophthora_PA3_RUN1,474662.217253871,4432829.65291504,18.2897186279297,38.9732131958008,1546.06579589844,78.2502593994141,13.8510837554932,108.906639099121,283.207946777344
Phytophthora_PA3_RUN1,475751.494564062,4435485.3597763,18.38161277771,36.6763076782227,1633.77038574219,335.651672363281,80.1820678710938,209.861419677734,309.343566894531
Phytophthora_PA3_RUN1,475796.25242747,4435593.23159799,17.9652633666992,36.1195297241211,811.67724609375,253.002990722656,116.101600646973,194.027816772461,310.145355224609
Phytophthora_PA3_RUN1,477317.102137586,4432161.03871947,18.9997463226318,40.7498321533203,1219.05529785156,249.783447265625,93.9924468994141,190.870635986328,286.967559814453
Phytophthora_PA3_RUN1,477331.268557614,4430851.82827333,14.9159650802612,39.6335868835449,1660.96398925781,93.3234252929688,187.008178710938,95.8525238037109,268.770477294922
Phytophthora_PA3_RUN1,477411.101161117,4431327.73178646,14.784405708313,40.3166198730469,251.449508666992,153.659271240234,261.837493896484,96.3915328979492,275.904998779297
Phytophthora_PA3_RUN1,477513.339835345,4430321.98176289,14.9949617385864,39.1354293823242,20940.203125,15.770058631897,173.481918334961,155.980102539062,266.032318115234
Phytophthora_PA3_RUN1,477570.864805976,4430339.83216496,15.0256643295288,39.0710525512695,4256.12255859375,27.3496417999268,178.041046142578,248.691101074219,266.064056396484
Phytophthora_PA3_RUN1,477624.034953912,4431106.22442181,14.6508932113647,41.197624206543,1666.32885742188,49.1503524780273,484.859344482422,251.130523681641,272.827331542969
Phytophthora_PA3_RUN1,477775.40768978,4431267.01403168,14.7646417617798,39.9361267089844,259.801422119141,124.50993347168,432.507720947266,228.803970336914,278.438720703125
Phytophthora_PA3_RUN1,478142.806326324,4430937.28289116,14.5646018981934,40.456226348877,331.627166748047,61.6050834655762,372.435333251953,108.725982666016,270.2314453125
Phytophthora_PA3_RUN1,478371.81527373,4438053.24765695,18.5082015991211,38.1926231384277,436.701477050781,100.149169921875,57.0641784667969,234.424728393555,310.351257324219
Phytophthora_PA3_RUN1,478432.340064381,4431094.69929243,15.1624660491943,39.5148468017578,2604.58740234375,78.7758560180664,174.110855102539,99.742317199707,270.259948730469
Phytophthora_PA3_RUN1,478471.089229703,4431465.7060797,15.4199542999268,38.5457458496094,896.826904296875,20.9473648071289,75.3552856445312,87.9639587402344,270.963653564453
Phytophthora_PA3_RUN1,478463.917852968,4431440.97147013,15.4828338623047,38.7129554748535,1265.20446777344,41.7756652832031,91.3594360351562,103.836669921875,270.800506591797
Phytophthora_PA3_RUN1,478473.588624133,4431208.95352267,15.3178844451904,38.948356628418,804.247192382812,113.764587402344,156.695526123047,119.864936828613,270.708801269531
Phytophthora_PA3_RUN1,478570.079415496,4431033.98153766,15.1770973205566,39.2496795654297,981.029846191406,75.5471496582031,30.1221237182617,250.219146728516,268.925231933594
Phytophthora_PA3_RUN1,478624.753504868,4431595.33966863,15.4349575042725,37.7111892700195,19094.33203125,19.3217334747314,21.8289909362793,251.392700195312,272.210083007812
Phytophthora_PA3_RUN1,478611.727895665,4430656.88434673,15.2121820449829,39.6474227905273,1456.07531738281,54.7408866882324,13.2999496459961,238.291793823242,267.847930908203
Phytophthora_PA3_RUN1,478660.734396587,4431008.40137245,15.4102573394775,39.1759223937988,2107.43017578125,62.5394020080566,67.7574768066406,212.266525268555,269.4521484375
Phytophthora_PA3_RUN1,479014.218547662,4431305.52482985,16.5844135284424,38.2747535705566,1820.36218261719,119.737907409668,79.9337463378906,223.975173950195,280.065338134766
Phytophthora_PA3_RUN1,479363.99093796,4432988.27759856,17.1402072906494,36.7117195129395,2761.359375,31.6250476837158,190.343551635742,187.653137207031,279.623352050781
Phytophthora_PA3_RUN1,479360.229199745,4432923.22165531,16.6564884185791,36.1109199523926,6481.5166015625,16.9156475067139,153.663375854492,177.472579956055,279.285583496094
Phytophthora_PA3_RUN1,481018.45630754,4431729.599701,15.8742341995239,37.3536262512207,740.38720703125,442.434417724609,96.8094863891602,123.299278259277,284.192169189453
Phytophthora_PA3_RUN1,481376.517915445,4433998.86819858,17.416690826416,37.3253784179688,5420.5380859375,127.040954589844,122.075004577637,313.408905029297,287.825286865234
Phytophthora_PA3_RUN1,481440.066925949,4434060.12823842,17.9664688110352,37.1207618713379,3824.69897460938,172.187362670898,85.4117736816406,274.859588623047,288.170104980469
Phytophthora_PA3_RUN1,481570.308879399,4433897.9475614,16.5572719573975,37.1629333496094,2428.42724609375,335.906707763672,27.1081161499023,266.942504882812,287.865753173828
