species,X,Y,green,BIO3,soc,sand,silt,roads,BIO06,rivers
Phytophthora_PA1_RUN7,478578.955216179,4435857.94086172,0.124131865799427,38.079761505127,23.5724849700928,35.6729736328125,38.3774909973145,13.0418300628662,5.0900297164917,263.427032470703
Phytophthora_PA1_RUN7,477275.420378188,4432181.24998051,0.135163947939873,38.8604927062988,21.5868759155273,40.6871490478516,35.1241569519043,132.099868774414,5.32797050476074,260.666442871094
Phytophthora_PA1_RUN7,474662.217253871,4432829.65291504,0.113195419311523,39.9220542907715,21.3105888366699,38.9732131958008,37.9926452636719,13.8510837554932,5.34711122512817,78.2502593994141
Phytophthora_PA1_RUN7,475796.25242747,4435593.23159799,0.0995249822735786,38.0724449157715,23.3321075439453,36.1195297241211,38.4737205505371,116.101600646973,5.49552822113037,253.002990722656
Phytophthora_PA1_RUN7,483105.818653542,4434799.14261903,0.115244671702385,38.430061340332,22.1551914215088,38.0710067749023,34.9083671569824,25.9007701873779,5.035315990448,349.1318359375
Phytophthora_PA1_RUN7,481018.45630754,4431729.599701,0.109571605920792,38.527961730957,20.4395980834961,37.3536262512207,36.5554504394531,96.8094863891602,5.21239614486694,442.434417724609
Phytophthora_PA1_RUN7,478473.588624133,4431208.95352267,0.141474679112434,40.4754257202148,19.0941944122314,38.948356628418,37.6534805297852,156.695526123047,5.18948268890381,113.764587402344
Phytophthora_PA1_RUN7,477389.601427484,4433486.20027707,0.112870417535305,38.3489418029785,22.2889385223389,41.3759765625,34.8643226623535,60.782283782959,5.30027151107788,212.267959594727
Phytophthora_PA1_RUN7,473942.053512125,4434716.18349083,0.111971035599709,38.1795806884766,19.582555770874,39.5509338378906,35.4514503479004,58.4895858764648,5.64491319656372,373.753326416016
Phytophthora_PA1_RUN7,477759.666049652,4430806.00885653,0.120488874614239,40.6172714233398,18.5017986297607,41.3313064575195,34.9577522277832,374.078338623047,5.18880701065063,241.38655090332
Phytophthora_PA1_RUN7,477570.864805976,4430339.83216496,0.109170794487,41.4205665588379,20.2297191619873,39.0710525512695,37.7516441345215,178.041046142578,5.10154104232788,27.3496417999268
Phytophthora_PA1_RUN7,478611.727895665,4430656.88434673,0.13799948990345,41.0096282958984,19.0732917785645,39.6474227905273,36.6728057861328,13.2999496459961,5.15557909011841,54.7408866882324
Phytophthora_PA1_RUN7,477850.394008106,4435255.02371902,0.103094428777695,38.0189628601074,24.5648574829102,39.7946281433105,35.6769142150879,28.6867122650146,5.16431665420532,334.561553955078
Phytophthora_PA1_RUN7,478585.469515876,4435834.66173491,0.136138170957565,38.0907669067383,22.8539161682129,36.1975898742676,37.8246459960938,32.7270469665527,5.09644937515259,237.129592895508
Phytophthora_PA1_RUN7,478442.710909872,4431462.12210295,0.127979651093483,40.407585144043,19.4806728363037,38.7771835327148,37.6235504150391,124.00611114502,5.20201063156128,70.46142578125
Phytophthora_PA1_RUN7,474363.340837344,4433520.03801908,0.108201414346695,38.6658821105957,21.1224060058594,40.7484588623047,33.7964057922363,61.1607398986816,5.43466329574585,494.630310058594
Phytophthora_PA1_RUN7,477147.274682764,4434525.32007697,0.110092617571354,38.2530174255371,20.9606628417969,39.7514915466309,35.9805526733398,40.3181343078613,5.21267318725586,67.5466461181641
Phytophthora_PA1_RUN7,481584.016022811,4433922.88752311,0.104206822812557,38.6821556091309,21.5896778106689,37.1165313720703,35.0048332214355,17.7489566802979,5.23100996017456,332.591186523438
Phytophthora_PA1_RUN7,481488.577724163,4434030.82045088,0.111106187105179,38.7262954711914,21.4108200073242,37.1353530883789,35.4166030883789,37.8601379394531,5.21964168548584,223.629898071289
Phytophthora_PA1_RUN7,473908.586232772,4434555.89241544,0.128419265151024,38.295108795166,18.6872310638428,40.5171775817871,35.5,146.13981628418,5.65541458129883,217.93244934082
