x,y,Phytophthora_PA3_RUN5 logistic values
473184.9838,4433776.1748,0.14377189
473234.9838,4433476.1748,0.42876482
473234.9838,4433726.1748,0.1975398
473284.9838,4434276.1748,0.007822311
473384.9838,4434076.1748,0.6233426
473434.9838,4433476.1748,0.36334598
473434.9838,4434676.1748,0.3029326
473434.9838,4435076.1748,0.20438968
473484.9838,4435626.1748,0.27884683
473534.9838,4433826.1748,0.269226
473584.9838,4434726.1748,0.63845587
473584.9838,4437476.1748,0.0049890704
473634.9838,4433276.1748,0.30344167
473634.9838,4435826.1748,0.16774976
473734.9838,4433226.1748,0.72176
473734.9838,4433876.1748,0.22727688
473734.9838,4436476.1748,0.12598246
473784.9838,4435726.1748,0.38272932
473884.9838,4435576.1748,0.20206401
473934.9838,4434476.1748,0.69053584
473934.9838,4437026.1748,0.03070539
473984.9838,4435026.1748,0.42821258
474034.9838,4436776.1748,0.07812199
474034.9838,4439576.1748,3.0730812E-6
474084.9838,4435976.1748,0.19453374
474134.9838,4435176.1748,0.3530354
474134.9838,4437426.1748,0.033051588
474134.9838,4437726.1748,0.009793506
474184.9838,4434226.1748,0.35592765
474184.9838,4436026.1748,0.15326002
474234.9838,4434376.1748,0.5323763
474284.9838,4434876.1748,0.267886
474284.9838,4434976.1748,0.26828986
474334.9838,4432576.1748,0.29695332
474334.9838,4433726.1748,0.76628524
474334.9838,4437226.1748,0.028704245
474384.9838,4435426.1748,0.23231144
474384.9838,4436226.1748,0.1463605
474384.9838,4436626.1748,0.14019649
474384.9838,4437326.1748,0.05285292
474384.9838,4437676.1748,6.5248273E-4
474434.9838,4436976.1748,0.049523767
474434.9838,4438726.1748,0.0072434563
474484.9838,4437376.1748,0.08040659
474534.9838,4435926.1748,0.08057577
474534.9838,4439426.1748,0.032944925
474584.9838,4432976.1748,0.54720056
474584.9838,4436976.1748,0.047043424
474634.9838,4436426.1748,0.17914629
474634.9838,4439126.1748,0.00927126
474684.9838,4437426.1748,0.039745856
474684.9838,4438176.1748,0.013320182
474684.9838,4439826.1748,0.0059100133
474734.9838,4435876.1748,0.043213606
474734.9838,4436676.1748,0.106618136
474734.9838,4437826.1748,0.020249167
474784.9838,4435026.1748,0.5014132
474784.9838,4437026.1748,0.04707776
474784.9838,4438826.1748,0.0030005595
474784.9838,4439426.1748,0.017142896
474784.9838,4439776.1748,0.010685594
474834.9838,4433676.1748,0.5465515
474834.9838,4435526.1748,0.19431707
474834.9838,4435676.1748,0.12280749
474834.9838,4435876.1748,0.1845855
474834.9838,4440526.1748,0.012782388
474834.9838,4440826.1748,0.0043405546
474884.9838,4434826.1748,0.46111983
474884.9838,4434926.1748,0.43138835
474884.9838,4438176.1748,0.0071655405
474884.9838,4438976.1748,0.0023101256
474884.9838,4440676.1748,0.017474674
474934.9838,4433626.1748,0.3569785
474934.9838,4439226.1748,0.004628137
474934.9838,4441776.1748,2.8060187E-5
474984.9838,4433126.1748,0.6878345
474984.9838,4433326.1748,0.6923345
474984.9838,4433676.1748,0.43317673
474984.9838,4435376.1748,0.3497092
474984.9838,4439876.1748,0.009572962
475034.9838,4432076.1748,0.3097445
475034.9838,4432926.1748,0.49036726
475034.9838,4433226.1748,0.61276513
475034.9838,4433576.1748,0.5916777
475034.9838,4439476.1748,0.012619629
475084.9838,4430976.1748,0.06080529
475084.9838,4432076.1748,0.23452124
475084.9838,4437276.1748,0.014922617
475084.9838,4437526.1748,0.087250344
475084.9838,4438126.1748,0.010362391
475084.9838,4438426.1748,0.006564313
475134.9838,4432776.1748,0.29463696
475134.9838,4435976.1748,0.07939967
475134.9838,4437276.1748,0.011649379
475184.9838,4431526.1748,0.6566374
475184.9838,4439776.1748,0.0054230713
475184.9838,4441326.1748,0.0013156974
475234.9838,4432076.1748,0.4444478
475234.9838,4433926.1748,0.4701835
475234.9838,4434426.1748,0.45037645
