background,x,y,BIO03,green,BIO06,wo,roads,soc,rivers
background,475234.9838,4441276.1748,37.164005279541,0.104491353034973,4.57350158691406,1,59.9335670471191,29.1433982849121,113.395347595215
background,475234.9838,4441826.1748,37.122501373291,0.102924913167953,4.46818685531616,1,306.444122314453,26.5380611419678,486.452697753906
background,475284.9838,4434026.1748,38.258846282959,0.0908326655626297,5.36929225921631,1,196.373596191406,22.8229598999023,265.140075683594
background,475284.9838,4434976.1748,38.0327644348145,0.112944453954697,5.56813430786133,1,38.8152160644531,21.4748229980469,414.139038085938
background,475284.9838,4435526.1748,37.8965377807617,0.105236150324345,5.545166015625,1,123.013916015625,22.7483329772949,588.531494140625
background,475284.9838,4437526.1748,37.0754776000977,0.0982283130288124,5.38372659683228,1,120.524696350098,27.7037010192871,76.8462219238281
background,475284.9838,4438726.1748,36.9379806518555,0.123544625937939,5.22440767288208,1,97.788215637207,24.7201232910156,968.2431640625
background,475284.9838,4442176.1748,37.127857208252,0.105944603681564,4.44489479064941,1,40.9621658325195,26.0592441558838,787.275573730469
background,475334.9838,4433176.1748,38.5543975830078,0.105766795575619,5.39398288726807,1,3.66680455207825,24.8752918243408,142.959686279297
background,475334.9838,4434876.1748,38.0773086547852,0.108743488788605,5.5663948059082,1,33.3624839782715,20.6513328552246,345.912963867188
background,475334.9838,4435326.1748,38.0917892456055,0.0912719666957855,5.56169128417969,1,164.745086669922,21.8573188781738,586.495422363281
background,475334.9838,4435626.1748,37.8672409057617,0.126534700393677,5.54398059844971,1,37.3460273742676,22.9439315795898,572.113891601562
background,475334.9838,4435726.1748,37.8403778076172,0.0963050127029419,5.54437446594238,1,52.3075942993164,23.2702693939209,526.843811035156
background,475334.9838,4442276.1748,37.1094970703125,0.10881944745779,4.4378228187561,1,62.1163482666016,25.8459320068359,898.600769042969
background,475384.9838,4435276.1748,38.1593322753906,0.0948208123445511,5.55861043930054,1,183.301177978516,21.7955474853516,516.765014648438
background,475384.9838,4438276.1748,36.9821434020996,0.12298695743084,5.29186964035034,1,55.2142219543457,30.336784362793,548.542419433594
background,475384.9838,4438476.1748,36.9798278808594,0.102397792041302,5.23676729202271,1,12.6238965988159,26.7024345397949,703.267700195312
background,475384.9838,4440976.1748,37.1739234924316,0.094140350818634,4.56155920028687,1,37.1361846923828,30.0449981689453,319.595123291016
background,475384.9838,4441526.1748,37.1125564575195,0.101550541818142,4.54616737365723,1,305.83984375,26.5600318908691,402.261840820312
background,475384.9838,4442326.1748,37.1123085021973,0.110127404332161,4.41407632827759,1,132.817886352539,28.7332820892334,967.505432128906
background,475434.9838,4432526.1748,38.6447982788086,0.0915765836834908,5.38876819610596,1,258.62451171875,24.4230709075928,177.221969604492
background,475434.9838,4433226.1748,38.4577484130859,0.118724331259727,5.38873672485352,1,81.4013137817383,23.9173393249512,169.560943603516
background,475434.9838,4433626.1748,38.5620994567871,0.0859949365258217,5.3731951713562,1,97.1217498779297,24.036693572998,154.566101074219
background,475434.9838,4434526.1748,38.2168235778809,0.110162019729614,5.34915542602539,1,266.064331054688,22.3203430175781,294.046478271484
background,475434.9838,4437776.1748,36.9727249145508,0.104400381445885,5.37011671066284,1,18.4776859283447,29.1373844146729,207.575149536133
background,475434.9838,4440726.1748,37.0400161743164,0.105042681097984,4.56909990310669,1,100.21565246582,28.8911075592041,469.718444824219
background,475434.9838,4441026.1748,37.168514251709,0.0928020104765892,4.55884313583374,1,35.0156364440918,29.9049987792969,328.901947021484
background,475434.9838,4441876.1748,37.1679573059082,0.128451064229012,4.43104553222656,1,150.849899291992,27.0046691894531,673.236511230469
background,475484.9838,4431926.1748,38.6245994567871,0.101638212800026,5.38052177429199,1,62.2353858947754,22.1979465484619,89.6565017700195
background,475484.9838,4432126.1748,39.2902069091797,0.10438533872366,5.36582517623901,1,5.78721237182617,22.8211193084717,50.6371459960938
background,475484.9838,4432426.1748,39.2942428588867,0.0911157131195068,5.36959028244019,1,153.657333374023,24.6080360412598,97.7854843139648
background,475484.9838,4434726.1748,38.1029739379883,0.101954460144043,5.49405860900879,1,145.165786743164,20.9578876495361,229.295196533203
background,475534.9838,4430626.1748,39.1613998413086,0.100575901567936,5.38365173339844,1,250.73811340332,19.7662601470947,101.91136932373
background,475534.9838,4431826.1748,38.5161819458008,0.106803901493549,5.3797869682312,1,119.983489990234,21.9555816650391,198.225463867188
background,475534.9838,4433376.1748,38.3944358825684,0.0996547862887383,5.38569116592407,1,158.297103881836,22.5642013549805,335.118835449219
background,475534.9838,4436176.1748,37.5607261657715,0.0942422598600388,5.51138830184937,1,108.033996582031,26.2625179290771,358.230682373047
background,475584.9838,4434776.1748,38.0325202941895,0.0946862995624542,5.39287757873535,1,161.603149414062,21.1547679901123,117.54621887207
background,475584.9838,4436226.1748,37.5287666320801,0.0959252640604973,5.50378465652466,1,72.4425048828125,25.8553771972656,358.234466552734
background,475584.9838,4436776.1748,37.5125389099121,0.102590680122375,5.42969369888306,1,49.4444580078125,27.0388412475586,118.686264038086
background,475584.9838,4439626.1748,37.3380241394043,0.0972222909331322,5.00786924362183,1,33.9343643188477,21.0388259887695,513.857727050781
background,475634.9838,4437476.1748,37.0105857849121,0.120012879371643,5.36445331573486,1,71.8828582763672,28.4720153808594,356.251098632812
background,475684.9838,4430226.1748,39.4334907531738,0.105076879262924,5.37459421157837,1,134.739776611328,20.0420970916748,205.827850341797
background,475684.9838,4431426.1748,39.1385116577148,0.10880895704031,5.36640501022339,1,226.394058227539,18.9211025238037,41.7881050109863
background,475684.9838,4431576.1748,38.602180480957,0.104453004896641,5.37392473220825,1,142.613342285156,20.7067050933838,14.6823472976685
background,475684.9838,4432476.1748,39.2097473144531,0.0990537256002426,5.3685474395752,1,285.126922607422,23.878589630127,33.5895156860352
background,475684.9838,4432726.1748,38.4936904907227,0.111767187714577,5.38044023513794,1,212.779083251953,23.6773223876953,264.729034423828
background,475684.9838,4432926.1748,38.473388671875,0.0939562320709229,5.37738227844238,1,157.35823059082,23.5579948425293,280.835632324219
background,475684.9838,4435126.1748,38.0097923278809,0.0904449000954628,5.53129529953003,1,5.10812044143677,23.0329494476318,274.290130615234
background,475684.9838,4437176.1748,37.2675971984863,0.0963417589664459,5.38167381286621,1,194.340423583984,29.126091003418,254.864852905273
background,475684.9838,4441226.1748,37.113452911377,0.108295068144798,4.54466915130615,1,58.2866668701172,28.9291362762451,531.910583496094
background,475684.9838,4441526.1748,37.0745086669922,0.107574984431267,4.51464414596558,1,91.8599548339844,27.8804321289062,624.882446289062
background,475684.9838,4441726.1748,37.1538391113281,0.0979636088013649,4.42810344696045,1,76.596549987793,26.5917987823486,749.784973144531
background,475734.9838,4436176.1748,37.5820388793945,0.0959004759788513,5.48774194717407,1,83.6957702636719,26.0355834960938,253.421173095703
background,475784.9838,4431876.1748,38.417839050293,0.105692580342293,5.3689546585083,1,50.503490447998,21.3298854827881,323.646331787109
background,475784.9838,4433726.1748,38.2479057312012,0.102663114666939,5.34807682037354,1,54.3512535095215,23.255277633667,266.906768798828
background,475784.9838,4433926.1748,38.4730377197266,0.0987568795681,5.35195302963257,1,107.054977416992,23.7090911865234,111.274040222168
background,475784.9838,4436026.1748,37.7008018493652,0.0942718908190727,5.50443172454834,1,181.712127685547,25.5000152587891,185.376937866211
background,475784.9838,4438676.1748,37.0636940002441,0.109968960285187,5.19667053222656,1,119.74047088623,25.7177925109863,784.2626953125
background,475784.9838,4441926.1748,37.1830558776855,0.108142614364624,4.41061115264893,1,9.84841156005859,28.9078483581543,964.415954589844
background,475834.9838,4431876.1748,38.4048957824707,0.107712045311928,5.36778879165649,1,87.6938552856445,20.9307308197021,340.965881347656
background,475884.9838,4436226.1748,37.7141647338867,0.0880286619067192,5.4780125617981,1,223.312850952148,25.6724910736084,120.384788513184
background,475934.9838,4434376.1748,38.5886421203613,0.0914775654673576,5.32170009613037,1,139.548828125,22.9594821929932,21.3561992645264
background,475934.9838,4438676.1748,37.1788749694824,0.112456530332565,5.18940210342407,1,17.3082580566406,27.416524887085,800.07275390625
background,475934.9838,4438726.1748,37.1844177246094,0.11390758305788,5.18142986297607,1,37.2846412658691,27.608570098877,849.139587402344
background,475934.9838,4440126.1748,37.6329116821289,0.104389682412148,4.83525228500366,1,11.3384447097778,26.7976512908936,920.120422363281
background,475934.9838,4441876.1748,37.1666297912598,0.0944778472185135,4.40128946304321,1,61.7094383239746,29.7966709136963,946.209411621094
background,475984.9838,4429826.1748,39.7924842834473,0.103409394621849,5.34735822677612,1,204.222640991211,19.8939189910889,275.842041015625
background,475984.9838,4433726.1748,38.2410011291504,0.106603123247623,5.33970069885254,1,26.1527996063232,22.7930202484131,394.012634277344
background,475984.9838,4434176.1748,38.3866271972656,0.120515204966068,5.32165765762329,1,223.334564208984,21.9584369659424,175.918212890625
background,475984.9838,4435276.1748,38.2919235229492,0.0908172279596329,5.51473522186279,1,29.5255718231201,22.7917613983154,82.7154312133789
background,475984.9838,4437576.1748,37.0661430358887,0.108275681734085,5.33852577209473,1,157.942657470703,28.718168258667,191.130783081055
background,475984.9838,4438976.1748,37.2040481567383,0.107058048248291,5.16115856170654,1,90.8787231445312,27.5801944732666,987.132446289062
background,475984.9838,4440826.1748,37.1646766662598,0.113664768636227,4.52639293670654,1,18.3039951324463,25.3818988800049,910.051330566406
background,476034.9838,4433176.1748,38.3603210449219,0.0982792675495148,5.34138584136963,1,21.7573509216309,23.5087432861328,295.368713378906
background,476034.9838,4435926.1748,37.9953155517578,0.0954340174794197,5.48767423629761,1,123.832473754883,24.304967880249,83.4547271728516
background,476034.9838,4436676.1748,37.2757186889648,0.109710447490215,5.42488241195679,1,48.7296333312988,27.374584197998,482.570068359375
background,476034.9838,4438226.1748,37.1988792419434,0.0981048345565796,5.21104431152344,1,85.9045715332031,28.7013664245605,398.107513427734
background,476034.9838,4440526.1748,37.6075172424316,0.0938974767923355,4.75391864776611,1,43.058235168457,29.5948543548584,1095.92614746094
background,476084.9838,4431026.1748,39.2888679504395,0.107103750109673,5.34499073028564,1,312.387084960938,21.0534839630127,331.222961425781
background,476084.9838,4432276.1748,38.5210342407227,0.1029287353158,5.36279296875,1,83.2184906005859,23.1673164367676,65.0990371704102
background,476084.9838,4435876.1748,38.0508689880371,0.0911706984043121,5.48541975021362,1,107.955711364746,23.804967880249,47.837818145752
background,476084.9838,4438726.1748,37.2153244018555,0.100443802773952,5.17227172851562,1,22.9446811676025,27.0587024688721,862.697570800781
background,476084.9838,4441126.1748,37.0245666503906,0.107582092285156,4.52061605453491,1,17.3389854431152,25.0667343139648,933.789978027344
background,476134.9838,4430276.1748,40.4542922973633,0.101288788020611,5.29601716995239,1,115.808486938477,19.666431427002,160.163009643555
background,476134.9838,4431876.1748,39.443359375,0.124790512025356,5.34394884109497,1,112.664024353027,19.6219043731689,96.4384613037109
background,476134.9838,4435426.1748,38.3374633789062,0.0999388620257378,5.51478958129883,1,77.7303314208984,23.0796489715576,24.9695301055908
background,476184.9838,4431776.1748,39.5959320068359,0.110371723771095,5.3308892250061,1,210.446487426758,21.0735397338867,62.156307220459
background,476184.9838,4431926.1748,39.5132369995117,0.132945582270622,5.33886337280273,1,142.628082275391,19.8165817260742,37.2919578552246
background,476184.9838,4432026.1748,39.4302139282227,0.128799334168434,5.34481620788574,1,112.992347717285,20.0053730010986,37.1042900085449
background,476184.9838,4434676.1748,38.1219367980957,0.102238819003105,5.28339338302612,1,106.58032989502,23.8307189941406,184.137619018555
background,476184.9838,4437176.1748,37.1634712219238,0.114819325506687,5.39272022247314,1,90.754768371582,28.1244678497314,208.791717529297
background,476184.9838,4439726.1748,37.4718284606934,0.097328893840313,4.91538143157959,1,16.991247177124,27.4728317260742,693.39892578125
background,476184.9838,4441626.1748,37.2647438049316,0.109100535511971,4.38480615615845,1,92.1020202636719,29.267391204834,746.317504882812
background,476234.9838,4435726.1748,38.1340370178223,0.100907489657402,5.48502016067505,1,13.9211578369141,23.3110618591309,140.388610839844
background,476234.9838,4436676.1748,37.3344306945801,0.11637119948864,5.41184711456299,1,35.9867210388184,28.5315341949463,303.287994384766
background,476234.9838,4439876.1748,37.5231857299805,0.0911428853869438,4.90256023406982,1,85.2289352416992,26.9116611480713,692.402954101562
background,476234.9838,4440176.1748,37.7589874267578,0.0880099311470985,4.77948951721191,1,87.8575973510742,28.1399612426758,861.710510253906
background,476284.9838,4431126.1748,39.6304473876953,0.102325677871704,5.32161808013916,1,324.221954345703,22.1098041534424,265.798065185547
background,476284.9838,4431726.1748,39.6714820861816,0.105382606387138,5.32458686828613,1,319.254455566406,21.3868827819824,17.2695026397705
background,476284.9838,4433476.1748,38.3522796630859,0.124869495630264,5.32177829742432,1,25.3680267333984,22.7965793609619,429.726013183594
background,476284.9838,4436076.1748,37.7689208984375,0.0975658223032951,5.45970249176025,1,49.8072204589844,25.7593879699707,214.001525878906
background,476284.9838,4438126.1748,37.2306251525879,0.0971198603510857,5.2017765045166,1,65.2746429443359,27.2816314697266,406.589202880859
background,476284.9838,4441276.1748,37.0303764343262,0.0962188839912415,4.47741365432739,1,98.1565322875977,27.2072238922119,859.560363769531
background,476284.9838,4441426.1748,37.1373901367188,0.100817434489727,4.41221284866333,1,4.4616904258728,28.9337139129639,758.6396484375
background,476284.9838,4442126.1748,37.0258750915527,0.114505283534527,4.34479379653931,1,131.802429199219,30.6549205780029,639.078430175781
background,476334.9838,4432076.1748,39.3305244445801,0.101461954414845,5.34572887420654,1,265.595550537109,20.5446147918701,4.85176038742065
background,476334.9838,4439826.1748,37.5884857177734,0.113471411168575,4.89874076843262,1,41.9313278198242,25.6303806304932,580.67578125
background,476384.9838,4431276.1748,40.0535049438477,0.132405534386635,5.28479862213135,1,304.305572509766,22.0411643981934,92.8156509399414
background,476384.9838,4433276.1748,38.3872680664062,0.103068776428699,5.31904268264771,1,41.4357070922852,23.6157035827637,208.884475708008
background,476384.9838,4434576.1748,38.1918334960938,0.0907168015837669,5.27867031097412,1,189.681716918945,22.9988803863525,27.3125228881836
background,476384.9838,4434976.1748,38.3808403015137,0.100190065801144,5.24566745758057,1,32.1957092285156,23.8281555175781,10.0440797805786
background,476384.9838,4437726.1748,37.3143310546875,0.110006481409073,5.24735307693481,1,77.4853744506836,27.5219802856445,229.926620483398
background,476434.9838,4430826.1748,40.6742553710938,0.14562138915062,5.21511697769165,1,7.85898733139038,19.3797092437744,62.3870506286621
background,476434.9838,4436376.1748,37.7233123779297,0.0977670848369598,5.42496156692505,1,201.914749145508,27.7133502960205,266.912384033203
background,476434.9838,4438076.1748,37.2712135314941,0.0993085503578186,5.19847869873047,1,125.651756286621,27.0069179534912,453.179901123047
background,476434.9838,4440326.1748,37.8513107299805,0.0958365872502327,4.76983022689819,1,98.0537948608398,28.4148807525635,750.219116210938
