background,x,y,roads,rivers,aspect,fla,slope,tpi,twi,soc,texture,bkd,BIO03,BIO06,BIO15,green,wo
background,474384.9838,4432526.1748,122.888450622559,106.421745300293,177.242752075195,571.90087890625,18.3902206420898,3.99347758293152,4.98889398574829,21.370626449585,4,1.31195199489594,39.4963302612305,5.40869140625,54.0989532470703,0.109015189111233,1
background,474384.9838,4433376.1748,165.06462097168,427.440307617188,108.703788757324,1166.67468261719,18.1928234100342,1.37700068950653,5.6764669418335,21.5208396911621,4.01353454589844,1.27960062026978,38.6910438537598,5.4335732460022,54.0075988769531,0.101466104388237,1
background,474384.9838,4433826.1748,60.8679733276367,259.452606201172,265.519989013672,933.451538085938,0.906881213188171,0.169886499643326,8.31922340393066,21.4006977081299,4.56250429153442,1.27155363559723,38.3873481750488,5.53154802322388,53.9656257629395,0.100333921611309,1
background,474384.9838,4436276.1748,149.61686706543,136.973739624023,258.745483398438,33738.80859375,7.71059656143188,-2.18178820610046,8.82544231414795,22.5805282592773,4.07244634628296,1.28999996185303,38.2412376403809,5.58136367797852,54.0653915405273,0.0866327807307243,1
background,474384.9838,4436976.1748,145.506408691406,277.300476074219,241.413650512695,2921.58276367188,5.93727350234985,0.401989758014679,7.61589384078979,25.3162021636963,5.16561222076416,1.30753827095032,37.3215141296387,5.54605007171631,53.8562927246094,0.0881174057722092,1
background,474384.9838,4437726.1748,20.0283832550049,401.449096679688,286.673309326172,603.030639648438,1.82660853862762,0.359150022268295,7.08538913726807,16.645191192627,4.1604323387146,0.814766526222229,37.2218742370605,5.63823890686035,53.7812690734863,0.106808215379715,1
background,474434.9838,4434976.1748,51.9502792358398,406.539001464844,145.749450683594,2385.12817382812,2.77915716171265,0.195083439350128,8.28511714935303,21.2420692443848,4,1.32256233692169,37.9866828918457,5.62854957580566,53.9916343688965,0.109582796692848,1
background,474434.9838,4436126.1748,254.311126708984,92.4906539916992,275.548583984375,1972.04016113281,15.8080158233643,-0.386500000953674,6.51990413665771,23.2752056121826,4.00338268280029,1.28999996185303,38.1531372070312,5.58183240890503,54.0242729187012,0.0825508460402489,1
background,474434.9838,4436576.1748,238.856887817383,422.833343505859,216.988388061523,6411.05712890625,6.93714427947998,-1.2502247095108,8.35427951812744,23.0271663665771,4.14057874679565,1.30641794204712,38.0668983459473,5.55153846740723,54.0239334106445,0.101348310709,1
background,474484.9838,4433676.1748,186.153213500977,438.352569580078,178.678665161133,1075.04138183594,14.1084785461426,1.99778151512146,6.1340913772583,21.540153503418,5.33625984191895,1.27355360984802,38.4613227844238,5.43287563323975,53.966968536377,0.0968505889177322,1
background,474484.9838,4434026.1748,83.5408630371094,181.298980712891,286.064147949219,6487.8642578125,2.72297310829163,0.110804982483387,9.29472637176514,21.9027004241943,5.81409740447998,1.27092123031616,38.4903793334961,5.63724946975708,53.9631576538086,0.0946862623095512,1
background,474484.9838,4434326.1748,132.613265991211,9.89818382263184,206.571578979492,6057.27978515625,2.65010976791382,-1.27893078327179,12.3283338546753,21.2503147125244,4.58590221405029,1.258305311203,38.5001335144043,5.62360763549805,54.0009613037109,0.0909474715590477,1
background,474484.9838,4434976.1748,69.8966064453125,390.512908935547,151.28889465332,4054.80493164062,3.06359624862671,0.00188944966066629,9.10370826721191,21.2296943664551,4,1.32132470607758,38.0561332702637,5.62543630599976,53.9909744262695,0.111446157097816,1
background,474484.9838,4435826.1748,34.4900283813477,153.336151123047,305.700042724609,592.681701660156,3.51930689811707,0.548637807369232,6.55558347702026,26.014835357666,5.68019437789917,1.29575181007385,37.8422508239746,5.60426568984985,53.9615783691406,0.111353732645512,1
background,474484.9838,4436126.1748,293.308135986328,122.424964904785,267.324279785156,1893.4228515625,12.143837928772,2.03983855247498,6.81486654281616,23.7562389373779,4.00620222091675,1.28999996185303,37.9642944335938,5.58191537857056,53.9630813598633,0.0874299705028534,1
background,474484.9838,4436276.1748,249.308166503906,215.963134765625,285.962890625,990.841125488281,15.0554552078247,0.319745719432831,5.70098400115967,23.8065967559814,4.79808521270752,1.28999996185303,38.0454216003418,5.58198404312134,53.9977684020996,0.0813393220305443,1
background,474484.9838,4436526.1748,276.316314697266,399.320495605469,235.3154296875,9984.8203125,5.2834997177124,-0.476622581481934,8.88467025756836,23.6342144012451,4.52172040939331,1.29749977588654,38.0888557434082,5.54974460601807,54.0180892944336,0.0997298359870911,1
background,474484.9838,4438776.1748,92.557502746582,898.070190429688,198.306427001953,1489.01843261719,5.17955446243286,1.06435894966125,7.57439661026001,27.3966064453125,5.68019437789917,1.3552577495575,37.0886497497559,5.30983781814575,53.8162422180176,0.0957450941205025,1
background,474534.9838,4434526.1748,24.9267406463623,56.1266479492188,140.578643798828,5632.03271484375,1.85875332355499,-0.11922761797905,11.403769493103,20.924186706543,4,1.26462364196777,38.3200988769531,5.61263751983643,53.987720489502,0.0937370210886002,1
background,474534.9838,4434976.1748,44.4127616882324,380.429626464844,170.846649169922,20383.69140625,2.92634344100952,-0.050408024340868,12.7000904083252,21.2173175811768,4,1.32008707523346,38.074462890625,5.62294006347656,53.980052947998,0.109507478773594,1
background,474584.9838,4432526.1748,84.5450057983398,24.3233089447021,213.065719604492,2531.27416992188,1.723761677742,-0.915072619915009,11.7125873565674,20.8292579650879,4,1.31381523609161,40.2792816162109,5.30598831176758,54.2488288879395,0.134025141596794,1
background,474584.9838,4432576.1748,66.4475173950195,23.819034576416,165.541290283203,2068.43334960938,3.73562788963318,-1.94237184524536,8.8342809677124,20.8468475341797,4,1.3195743560791,40.2598724365234,5.30822038650513,54.2481422424316,0.109320893883705,1
background,474584.9838,4433976.1748,1.36114704608917,292.834106445312,275.210845947266,2424.5078125,1.82140469551086,0.24809418618679,8.81590843200684,22.3839817047119,5.21409749984741,1.26839900016785,38.2632369995117,5.47776699066162,53.9154968261719,0.0991961658000946,1
background,474584.9838,4439776.1748,306.004516601562,61.3947601318359,198.387573242188,4516.99462890625,0.72594279050827,-0.0431472286581993,10.3950424194336,24.9798259735107,6.81017875671387,1.37337827682495,37.430248260498,5.11865901947021,53.8003273010254,0.0955865830183029,1
background,474634.9838,4434726.1748,21.4798316955566,135.281646728516,219.549880981445,5375.919921875,2.0880274772644,-0.133460775017738,11.4372997283936,20.5717544555664,4.07132053375244,1.29338836669922,38.1736450195312,5.61484098434448,53.9535865783691,0.0953095108270645,1
background,474634.9838,4436326.1748,140.458724975586,356.712768554688,294.940826416016,1203.69836425781,11.0308828353882,0.626499772071838,6.19165325164795,25.6343669891357,6.31768989562988,1.29072070121765,37.6679382324219,5.56454992294312,53.8685264587402,0.0902900323271751,1
background,474634.9838,4436576.1748,232.678436279297,527.305358886719,232.018890380859,22709.001953125,13.9688100814819,-0.374394208192825,8.7297306060791,25.0783920288086,4.56250429153442,1.28275167942047,37.631778717041,5.54087162017822,53.8687629699707,0.0882325023412704,1
background,474684.9838,4434076.1748,29.7887668609619,304.815460205078,244.389465332031,4979.90966796875,1.5378475189209,0.00335936760529876,9.49835300445557,22.7082653045654,5.8348708152771,1.27849328517914,38.3404655456543,5.60788774490356,53.8981437683105,0.103076584637165,1
background,474684.9838,4434376.1748,47.7675857543945,153.709060668945,248.742065429688,5709.15234375,2.04938864707947,0.0238542966544628,9.43875122070312,21.5057773590088,4.00338268280029,1.2648344039917,38.4089164733887,5.61185789108276,53.9293594360352,0.100279577076435,1
background,474684.9838,4435476.1748,23.5543727874756,365.207244873047,192.707168579102,1348.26794433594,3.07713794708252,0.205831721425056,12.7009124755859,23.836446762085,4,1.27761626243591,37.8681411743164,5.59472227096558,53.8894882202148,0.0970853641629219,1
background,474684.9838,4435776.1748,102.275650024414,71.9067077636719,308.936065673828,334.537902832031,0.423851132392883,0.134511828422546,9.09635066986084,24.5410652160645,4,1.30314517021179,37.911937713623,5.58657646179199,53.9103126525879,0.111218243837357,1
background,474684.9838,4440126.1748,97.1668853759766,334.527984619141,246.903015136719,1994.38879394531,0.845231473445892,0.0100389197468758,9.23613834381104,21.4306468963623,7,1.41211545467377,37.5204849243164,4.99600744247437,53.7657890319824,0.156476184725761,1
background,474734.9838,4435776.1748,143.67887878418,63.6758995056152,287.661865234375,210.747924804688,0.058030191808939,0.0219208188354969,12.6583251953125,24.3852519989014,4,1.30072641372681,37.9138298034668,5.58016300201416,53.9014892578125,0.111781671643257,1
background,474734.9838,4437676.1748,45.7548789978027,478.072631835938,241.310043334961,1166.07409667969,2.92482686042786,0.0752320438623428,7.4306697845459,28.6295948028564,5.04964256286621,1.36139237880707,36.8789138793945,5.41596508026123,53.7035789489746,0.109795153141022,1
background,474784.9838,4432526.1748,59.0213203430176,166.761123657227,324.473419189453,4617.234375,1.30214989185333,-0.478750914335251,11.0637321472168,21.1317005157471,4,1.32564663887024,40.1688957214355,5.31398010253906,54.1754455566406,0.115188606083393,1
background,474784.9838,4435426.1748,26.8613414764404,417.188842773438,197.113540649414,2203.36791992188,3.4132936000824,0.0396428592503071,8.5314302444458,23.8493309020996,4,1.27327740192413,37.7486801147461,5.59066152572632,53.8747177124023,0.0974771231412888,1
background,474784.9838,4435576.1748,51.5645713806152,269.342407226562,231.429840087891,1063.94384765625,0.680276274681091,0.112678371369839,8.81668663024902,23.3021621704102,4,1.29343771934509,37.8794136047363,5.59104537963867,53.8652000427246,0.101209104061127,1
background,474784.9838,4437226.1748,159.11833190918,477.616088867188,193.508193969727,941.207275390625,5.28153038024902,-0.224051609635353,6.81163454055786,28.7117652893066,4.77694368362427,1.34535384178162,37.2605247497559,5.71572256088257,53.7196922302246,0.125953108072281,1
background,474784.9838,4439126.1748,108.238227844238,591.763244628906,273.732177734375,1359.75439453125,1.9237654209137,0.0405071191489697,8.27353382110596,26.9130764007568,4,1.32998692989349,37.0586814880371,5.21064567565918,53.7286109924316,0.104243382811546,1
background,474834.9838,4432126.1748,90.6771469116211,378.863403320312,311.341003417969,619.7861328125,4.36792325973511,0.752871811389923,6.41574048995972,21.6924667358398,4,1.26344561576843,38.6667404174805,5.41762781143188,53.7171211242676,0.110638715326786,1
background,474834.9838,4432676.1748,149.781204223633,25.9540786743164,273.426177978516,23497.73828125,1.13206148147583,-0.216858804225922,17.6198120117188,21.6021308898926,4,1.33119440078735,40.220386505127,5.30715703964233,54.1975479125977,0.1095205321908,1
background,474834.9838,4437676.1748,53.1122131347656,383.479888916016,197.952438354492,454.114624023438,2.8336763381958,0.438080877065659,6.68465662002563,29.4604682922363,6.00400352478027,1.35893595218658,36.8522033691406,5.40533351898193,53.7259483337402,0.105585113167763,1
background,474834.9838,4440526.1748,60.3863105773926,115.556106567383,294.180267333984,4852.8408203125,3.53589081764221,0.0573274120688438,8.64517498016357,24.6440849304199,5.18590259552002,1.36071252822876,37.2459297180176,4.6420841217041,53.7350006103516,0.114838123321533,1
background,474834.9838,4441026.1748,131.748107910156,149.963302612305,297.727081298828,1030.79650878906,18.5721321105957,-3.02535533905029,7.02125787734985,30.6014728546143,6.78983688354492,1.30772495269775,37.3108558654785,4.6043267250061,53.7283248901367,0.0936034172773361,1
background,474884.9838,4432576.1748,94.4459075927734,99.2768783569336,326.234771728516,3535.4111328125,1.43075549602509,-0.699497163295746,16.5400848388672,21.6680812835693,4.09640741348267,1.33368849754333,40.1731758117676,5.3119854927063,54.1645431518555,0.113325946033001,1
background,474884.9838,4434926.1748,157.079513549805,441.741668701172,270.458770751953,30234,2.25447773933411,-0.715184807777405,12.2499694824219,21.369291305542,4,1.26622271537781,38.0270347595215,5.59638690948486,53.8817672729492,0.100936539471149,1
background,474884.9838,4435926.1748,193.436508178711,36.4719467163086,223.611755371094,4666.2744140625,2.15219473838806,-0.309787780046463,11.1097021102905,24.7188949584961,4,1.29164755344391,37.8710556030273,5.56375360488892,53.8669700622559,0.0966783612966537,1
background,474884.9838,4436226.1748,95.6760025024414,121.163780212402,173.692291259766,11790.8974609375,2.3400673866272,-0.0397754907608032,9.8590030670166,24.97998046875,4,1.30348598957062,37.6733055114746,5.54074668884277,53.8665733337402,0.107888326048851,1
background,474884.9838,4437726.1748,12.1526107788086,359.303100585938,143.855102539062,344.926055908203,2.19510817527771,0.712610840797424,7.79102420806885,29.3979625701904,5.7630672454834,1.35651397705078,36.8723335266113,5.39574432373047,53.725341796875,0.113570265471935,1
background,474884.9838,4437826.1748,14.4532451629639,410.185485839844,195.424041748047,561.064147949219,0.812709212303162,0.221346810460091,8.07143783569336,28.8027534484863,4.65891170501709,1.35267376899719,36.8585777282715,5.39342164993286,53.7234687805176,0.110889084637165,1
background,474884.9838,4439376.1748,110.244354248047,403.486328125,316.228302001953,2412.33081054688,2.99927473068237,-0.037242129445076,8.09134387969971,27.6937789916992,4.00056314468384,1.32134091854095,37.158088684082,5.16953229904175,53.7215042114258,0.0995471477508545,1
background,474934.9838,4433626.1748,67.7951049804688,57.3886260986328,173.5263671875,5433.041015625,15.3729200363159,-1.2755331993103,7.63484144210815,23.51611328125,4,1.27040064334869,39.5554885864258,5.37220811843872,54.1465721130371,0.104967065155506,1
background,474934.9838,4434176.1748,36.7766571044922,465.870483398438,215.767272949219,11283.48046875,0.902094721794128,0.0598886236548424,10.8192615509033,22.0517845153809,4,1.27982902526855,38.1550750732422,5.38632965087891,53.8413543701172,0.107185900211334,1
background,474984.9838,4432476.1748,65.3599166870117,67.4357986450195,70.98583984375,4886.08984375,3.42492604255676,-0.639483451843262,9.35368347167969,23.3189010620117,4.53412437438965,1.31039321422577,40.0617523193359,5.32002830505371,54.1000022888184,0.113437198102474,1
background,474984.9838,4437276.1748,45.4852981567383,282.466888427734,123.797187805176,827.856811523438,2.31803703308105,0.18273451924324,7.29682731628418,29.0202713012695,5.01601219177246,1.3279345035553,37.0042190551758,5.42672967910767,53.7521057128906,0.112813450396061,1
background,474984.9838,4441326.1748,309.236968994141,82.8208618164062,266.339233398438,833.761352539062,9.97048759460449,0.741174221038818,6.01701879501343,29.1475963592529,5.68019437789917,1.31451094150543,37.2216033935547,4.58870935440063,53.6638298034668,0.0952615812420845,1
background,475084.9838,4432176.1748,227.463928222656,147.448486328125,31.9022769927979,1817.60314941406,5.6466908454895,2.83453607559204,7.67141628265381,22.2356643676758,4,1.27552330493927,38.8166046142578,5.39580535888672,53.7046051025391,0.127553090453148,1
background,475084.9838,4433726.1748,164.437591552734,83.8611679077148,160.96369934082,2719.01538085938,19.3938655853271,-1.27832651138306,6.38736820220947,23.3667182922363,4,1.25595247745514,39.0677947998047,5.39493179321289,54.00244140625,0.0974957421422005,1
background,475084.9838,4436226.1748,212.208602905273,22.232027053833,228.085357666016,2668.44873046875,1.67898762226105,-0.206665441393852,12.4197111129761,24.1971073150635,4,1.29224836826324,37.7866516113281,5.52294158935547,53.8285446166992,0.0919220298528671,1
background,475084.9838,4438476.1748,76.4755477905273,832.351440429688,275.893768310547,940.52734375,1.47726118564606,0.138152942061424,10.0162925720215,27.524866104126,5.98023653030396,1.34625840187073,36.912166595459,5.28794860839844,53.6822166442871,0.10908218473196,1
background,475134.9838,4433676.1748,166.090744018555,14.3424873352051,148.735916137695,3786.6416015625,10.0358400344849,-3.21419262886047,8.94825649261475,23.673511505127,4,1.24621331691742,39.3129234313965,5.38208484649658,54.048770904541,0.0974459275603294,1
background,475134.9838,4440776.1748,76.6004409790039,167.065872192383,307.046112060547,1963.55517578125,4.5131254196167,-0.247996434569359,7.55587673187256,29.7888202667236,4.07244634628296,1.33426880836487,37.208927154541,4.58767700195312,53.6539421081543,0.089249774813652,1
background,475134.9838,4441026.1748,9.41344356536865,153.050186157227,268.8671875,15884.169921875,1.29730486869812,-0.0122720319777727,11.2616233825684,30.2548980712891,4.11980581283569,1.33628857135773,37.2018623352051,4.57890605926514,53.6595306396484,0.0984286218881607,1
background,475184.9838,4434476.1748,224.500610351562,534.648559570312,209.011184692383,1599.52697753906,2.11451649665833,0.124047361314297,8.04171562194824,22.1022052764893,4,1.2721049785614,38.1174392700195,5.44209241867065,53.7953605651855,0.0968220084905624,1
background,475184.9838,4441626.1748,399.627624511719,328.22412109375,193.871887207031,1758.3955078125,1.03648233413696,0.114980459213257,8.99329090118408,26.1569957733154,4.71980571746826,1.30684435367584,37.1137657165527,4.55308485031128,53.6072082519531,0.100686378777027,1
background,475234.9838,4434476.1748,204.5888671875,484.922149658203,186.840698242188,2013.9150390625,1.94345498085022,0.16896079480648,8.60200881958008,22.3917617797852,4,1.2704861164093,38.0647354125977,5.38774919509888,53.7869682312012,0.0981770157814026,1
background,475234.9838,4436576.1748,85.2803955078125,135.113296508789,196.889343261719,5976.732421875,2.75250673294067,-0.11145643144846,9.10552883148193,24.3854789733887,4,1.28914082050323,37.7763023376465,5.72045278549194,53.7924957275391,0.0971080288290977,1
background,475284.9838,4434726.1748,89.6659393310547,414.594116210938,195.434112548828,4020.63793945312,2.52506756782532,0.362434238195419,9.05452346801758,20.950231552124,4.77694368362427,1.27205634117126,38.152172088623,5.57576131820679,53.7673950195312,0.102002613246441,1
background,475284.9838,4437726.1748,30.1066093444824,67.8043823242188,239.054565429688,1093.21594238281,1.13946914672852,0.0811336785554886,10.0467081069946,27.8791084289551,4.43715381622314,1.36101078987122,37.017578125,5.38183116912842,53.8200988769531,0.111177861690521,1
background,475284.9838,4440526.1748,35.8303909301758,403.677337646484,174.622833251953,912.824951171875,2.83669137954712,0.393838375806808,7.54662895202637,27.5438251495361,4.42700147628784,1.36244511604309,37.1029396057129,4.57799577713013,53.6144752502441,0.103779621422291,1
background,475334.9838,4430776.1748,394.821960449219,230.703979492188,115.643112182617,3895.595703125,2.2099175453186,0.71576201915741,9.0790901184082,21.2865924835205,4,1.33272671699524,38.5401763916016,5.39659070968628,53.376636505127,0.105075635015965,1
background,475334.9838,4436776.1748,29.5031147003174,125.457733154297,158.777877807617,1889.93420410156,3.22583770751953,0.322334319353104,7.90281200408936,26.3300724029541,4,1.32531404495239,37.6460990905762,5.69996881484985,53.7568550109863,0.126531004905701,1
background,475334.9838,4438626.1748,19.3444805145264,856.738586425781,220.567504882812,2111.70874023438,0.675499737262726,0.0591112971305847,9.43655014038086,22.6530075073242,4.01409769058228,1.3468382358551,36.9317359924316,5.22557544708252,53.6246757507324,0.100340239703655,1
background,475334.9838,4439326.1748,65.4610290527344,500.877960205078,304.149993896484,2451.75219726562,1.71903669834137,0.0300996378064156,8.66522693634033,20.7971382141113,6.61358785629272,1.35871195793152,37.0897407531738,5.15263605117798,53.636360168457,0.103595152497292,1
background,475334.9838,4442126.1748,36.113353729248,774.720458984375,261.573974609375,2735.06079101562,2.30754685401917,0.145300537347794,8.91120529174805,28.6141319274902,4.0088324546814,1.32063972949982,37.1239547729492,4.44099140167236,53.5509910583496,0.104623511433601,1
background,475384.9838,4431026.1748,293.759796142578,221.851287841797,91.6021957397461,450.962860107422,3.15566611289978,1.58014011383057,6.59691333770752,20.0661792755127,5.81409740447998,1.34556400775909,38.4337997436523,5.3974175453186,53.3918571472168,0.119102142751217,1
background,475384.9838,4435026.1748,4.43577146530151,342.670776367188,201.436935424805,3752.85913085938,2.57818722724915,-0.17065167427063,8.3316822052002,21.4526500701904,5.13854312896729,1.29023206233978,37.9903259277344,5.56508493423462,53.7391967773438,0.10679629445076,1
