background,x,y,BIO03,green,BIO06,BIO15,wo,roads,soc,rivers
background,473184.9838,4433626.1748,39.1266822814941,0.0987895280122757,5.6224570274353,54.2226142883301,1,220.660751342773,22.2848472595215,181.729202270508
background,473234.9838,4433826.1748,39.282585144043,0.0838963612914085,5.59637117385864,54.2756805419922,1,205.364440917969,22.3518695831299,20.6283760070801
background,473384.9838,4436676.1748,38.2918090820312,0.10025429725647,5.62796401977539,54.2844161987305,1,75.3517227172852,23.6797733306885,128.051513671875
background,473434.9838,4434626.1748,38.8205337524414,0.0922002494335175,5.63462448120117,54.2237434387207,1,336.257049560547,21.2441501617432,8.00545310974121
background,473434.9838,4436876.1748,38.2545852661133,0.0992236211895943,5.60677194595337,54.2620391845703,1,12.9644737243652,25.0858345031738,314.095794677734
background,473534.9838,4435826.1748,38.6204833984375,0.08853480219841,5.6174521446228,54.3199691772461,1,53.2390518188477,15.6674184799194,36.2079963684082
background,473584.9838,4434326.1748,38.5178070068359,0.102148920297623,5.66265678405762,54.0522766113281,1,184.652267456055,20.2353248596191,115.471481323242
background,473584.9838,4435576.1748,38.0517845153809,0.0839055180549622,5.6541314125061,54.0488929748535,1,125.409599304199,19.8303642272949,75.3351898193359
background,473684.9838,4436926.1748,37.7861061096191,0.107220441102982,5.59087705612183,54.0848655700684,1,75.9206161499023,23.8712539672852,241.643310546875
background,473684.9838,4437526.1748,37.4101676940918,0.110961847007275,5.5627236366272,53.9962577819824,1,173.036392211914,23.559419631958,606.457763671875
background,473684.9838,4439026.1748,37.3367195129395,0.102272629737854,5.35574579238892,53.9998474121094,1,694.804992675781,27.6696243286133,152.010772705078
background,473734.9838,4433226.1748,38.9677429199219,0.106021493673325,5.45018291473389,54.1945915222168,1,99.2704925537109,21.4786796569824,255.180801391602
background,473734.9838,4434676.1748,38.264030456543,0.119443468749523,5.66009855270386,53.9861145019531,1,98.0240097045898,20.6620578765869,274.928344726562
background,473734.9838,4439276.1748,37.3987998962402,0.0945109203457832,5.32570028305054,54.0074806213379,1,716.358032226562,27.0723266601562,65.7698822021484
background,473784.9838,4433026.1748,38.8804206848145,0.102977871894836,5.45135354995728,54.1301040649414,1,10.9490900039673,21.5203552246094,414.485137939453
background,473834.9838,4435376.1748,37.9096183776855,0.0936950519680977,5.65394115447998,53.952953338623,1,174.563400268555,25.9448585510254,62.7954711914062
background,473834.9838,4436176.1748,38.1676597595215,0.0974282547831535,5.63048982620239,54.1608123779297,1,190.606689453125,24.3631057739258,126.810729980469
background,473834.9838,4439276.1748,37.182014465332,0.0939798876643181,5.30242729187012,53.9328498840332,1,628.408081054688,26.3345527648926,165.671478271484
background,473884.9838,4436026.1748,38.3967018127441,0.0843822732567787,5.61974668502808,54.2003326416016,1,131.156387329102,25.0581836700439,42.0753631591797
background,473934.9838,4434076.1748,38.508716583252,0.103433474898338,5.65290594100952,54.1303939819336,1,189.046463012695,21.8732261657715,89.9953002929688
background,473934.9838,4436226.1748,38.014575958252,0.104517854750156,5.61125135421753,54.0939292907715,1,125.079620361328,23.9635887145996,180.365798950195
background,473934.9838,4439526.1748,37.3744163513184,0.0919107794761658,5.25120544433594,53.9426689147949,1,716.913879394531,13.588981628418,115.902389526367
background,473984.9838,4433126.1748,38.3123474121094,0.119763925671577,5.44882535934448,53.9567604064941,1,8.61994934082031,22.2748641967773,524.035705566406
background,473984.9838,4433626.1748,38.6160354614258,0.102768786251545,5.64256763458252,54.0588150024414,1,39.9649772644043,22.7146625518799,305.380920410156
background,473984.9838,4439126.1748,37.0818939208984,0.117065645754337,5.31137990951538,53.8844604492188,1,426.331085205078,28.5116195678711,334.608612060547
background,473984.9838,4439226.1748,37.1191635131836,0.117212057113647,5.29606008529663,53.8864059448242,1,474.951080322266,27.4555149078369,317.319122314453
background,474084.9838,4437476.1748,37.4360046386719,0.116829179227352,5.75838804244995,53.8740768432617,1,181.831344604492,26.9728622436523,262.310089111328
background,474134.9838,4435376.1748,37.8030662536621,0.115918338298798,5.63315391540527,54.0516662597656,1,30.8920192718506,26.7845897674561,184.851409912109
background,474134.9838,4435776.1748,38.08154296875,0.0955357551574707,5.61847257614136,54.0417022705078,1,112.790992736816,26.9548034667969,309.762817382812
