Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
9.01129E-12,0.000000002,0.000000049,0.9999,0,0
1.92066E-11,0.000000004,0.000000104,0.9998,0,0
5.11039E-11,0.000000012,0.000000277,0.9996,0,0
1.39248E-10,0.000000033,0.000000756,0.9994,0,0
3.01534E-10,0.000000106,0.000001637,0.9991,0,0
5.64016E-10,0.000000271,0.000003061,0.9988,0,0
1.9835E-9,0.000001129,0.000010766,0.9982,0,0
3.54804E-9,0.000002536,0.000019258,0.9977,0,0
9.8318E-9,0.000010454,0.000053363,0.9965,0,0
2.1277E-8,0.000026607,0.000115475,0.9955,0,0
3.26701E-8,0.000052437,0.000177297,0.9945,0,0
4.8613E-8,0.00010271,0.000263794,0.9933,0,0
9.84656E-8,0.000258705,0.000534169,0.9911,0,0
1.48446E-7,0.000510489,0.000805092,0.989,0,0
2.36959E-7,0.001010208,0.001284524,0.9865,0,0
3.54538E-7,0.002517725,0.001920676,0.9814,0,0
4.64111E-7,0.005014025,0.002512785,0.9755,0,0
6.61934E-7,0.010008804,0.003580004,0.9665,0,0
1.07702E-6,0.025011187,0.005811905,0.9489,0,0
1.50123E-6,0.050121819,0.008082567,0.9294,0,0
2.28401E-6,0.100173373,0.012245411,0.9026,0,0
3.7333E-6,0.200160836,0.019861279,0.8682,0,0
5.58835E-6,0.300212152,0.029439644,0.8464,0,0
7.37091E-6,0.400578292,0.03846899,0.8308,0,0
8.95376E-6,0.500389471,0.046347073,0.8185,0,0
1.01471E-5,0.600311226,0.052201671,0.808,0,0
1.11989E-5,0.700576803,0.057302499,0.7986,0,0
1.18195E-5,0.750173835,0.060286733,0.7943,0,0
1.22881E-5,0.800884207,0.062527291,0.7901,0,0
1.35976E-5,0.900861304,0.068732513,0.7824,0,0
1.47449E-5,1.000020156,0.074102168,0.7754,0,0
1.58426E-5,1.100995804,0.079182276,0.7688,0,0
1.69183E-5,1.20155627,0.084106385,0.7627,0,0
1.77547E-5,1.300145823,0.087898611,0.757,0,0
1.84791E-5,1.401620391,0.091158403,0.7514,0,0
1.93062E-5,1.500134635,0.094851358,0.7462,0,0
2.13556E-5,1.751317616,0.103873963,0.7339,0,0
2.32503E-5,2.001478719,0.112057171,0.7227,0,0
2.5034E-5,2.250023197,0.119625733,0.7124,0,0
2.62786E-5,2.500981055,0.124830472,0.7026,0,0
2.7616E-5,2.751983197,0.130355571,0.6933,0,0
2.92335E-5,3.002041083,0.136944841,0.6845,0,0
3.06538E-5,3.250782251,0.142649256,0.6762,0,0
3.20609E-5,3.50162164,0.148226768,0.6682,0,0
3.33054E-5,3.750540884,0.153099562,0.6606,0.020408163,0
3.44786E-5,4.001446742,0.157642258,0.6532,0.020408163,0
3.5582E-5,4.253264999,0.161870652,0.646,0.020408163,0
3.7077E-5,4.500913194,0.167532254,0.6392,0.020408163,0
3.83201E-5,4.753604182,0.172182189,0.6325,0.020408163,0
3.94045E-5,5.002430658,0.176196213,0.6261,0.040816327,0
4.0352E-5,5.253610991,0.179671496,0.6198,0.040816327,0
