background,x,y,BIO03,green,BIO06,fla,wo,roads,soc,rivers
background,473184.9838,4433826.1748,39.3607330322266,0.0863401666283607,5.58658742904663,713.786437988281,1,250.52897644043,22.41921043396,14.3479385375977
background,473484.9838,4434276.1748,38.7658653259277,0.0970630496740341,5.64430332183838,448.654876708984,1,290.817657470703,21.0809783935547,78.7615509033203
background,473484.9838,4436926.1748,38.1152763366699,0.0983343198895454,5.59915113449097,5265.81982421875,1,42.742847442627,21.8733329772949,366.360076904297
background,473534.9838,4437576.1748,37.607349395752,0.0946974456310272,5.57446813583374,2026.37768554688,1,304.965759277344,23.0703372955322,761.02490234375
background,473584.9838,4434426.1748,38.486572265625,0.096550427377224,5.66339206695557,7481.21728515625,1,181.915908813477,20.0675582885742,109.023704528809
background,473584.9838,4436676.1748,37.9871940612793,0.107960663735867,5.62763071060181,1706.76049804688,1,110.358879089355,24.6795024871826,153.842910766602
background,473584.9838,4436726.1748,37.9538536071777,0.142886936664581,5.62653636932373,1950.43054199219,1,86.2001037597656,24.7299308776855,184.731491088867
background,473634.9838,4436476.1748,38.5697364807129,0.0960219874978065,5.5993824005127,12642.6005859375,1,50.0910568237305,23.0447750091553,13.5512189865112
background,473634.9838,4437076.1748,37.6567726135254,0.109615206718445,5.59509658813477,1783.85620117188,1,11.981276512146,22.0755977630615,388.251831054688
background,473684.9838,4435126.1748,38.0392799377441,0.0913021117448807,5.65138053894043,1081.55236816406,1,343.627532958984,24.7281894683838,83.353141784668
background,473684.9838,4435776.1748,38.0701675415039,0.0882407128810883,5.63765859603882,2479.0654296875,1,56.1165504455566,24.7612247467041,152.985809326172
background,473784.9838,4433226.1748,38.819393157959,0.102125138044357,5.45351791381836,1904.64270019531,1,50.0151023864746,21.6844234466553,300.746520996094
background,473784.9838,4436726.1748,38.1278228759766,0.0983574390411377,5.60046529769897,3272.56298828125,1,154.938079833984,24.268383026123,23.4116706848145
background,473784.9838,4439376.1748,37.3771591186523,0.091659739613533,5.29773378372192,1789.96801757812,1,724.812438964844,25.5834636688232,107.624824523926
background,473834.9838,4433276.1748,38.5770225524902,0.0908638164401054,5.45560550689697,964.745849609375,1,33.5016403198242,21.7469997406006,334.127807617188
background,473834.9838,4436726.1748,38.149299621582,0.0928055942058563,5.59242010116577,4557.03173828125,1,109.923316955566,24.0836315155029,10.8409967422485
background,473834.9838,4439476.1748,37.4072265625,0.092376284301281,5.26472902297974,1911.041015625,1,750.024963378906,14.8374271392822,93.7751541137695
background,473884.9838,4434176.1748,38.4243202209473,0.10577292740345,5.65717697143555,951.567810058594,1,82.7382659912109,21.3339538574219,129.023864746094
background,473884.9838,4435326.1748,38.0207138061523,0.116668976843357,5.64743614196777,3776.22802734375,1,191.556900024414,26.8883762359619,7.30762100219727
background,473934.9838,4434026.1748,38.6392936706543,0.0969610512256622,5.64568901062012,1160.42041015625,1,237.720413208008,22.0628242492676,47.2460136413574
