X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
474499.178838266,4432955.58603606,train,0.003201502824716174,54.84264462844629,0.5591772871792775
478371.81527373,4438053.24765695,train,3.752235396531036E-4,3.126832199451456,0.12942753333317195
478507.926276113,4430873.63775283,train,0.004690989768048732,75.2261381276726,0.6501837631539252
474628.990813098,4433971.15024905,train,0.0030133965997176174,52.20827626736311,0.5442021405800943
477499.819534493,4433530.09478197,train,0.003955219398612795,66.96676468347049,0.6104584105955457
481387.943667635,4433982.47112763,train,0.0038738750410578287,65.40872464295074,0.605505576225308
478664.499375238,4431013.90701039,train,0.008599906030608461,96.35397302981896,0.7731097741029647
473805.036298005,4434472.10105186,train,0.011174099863212545,99.45729172378567,0.8157481425614178
479363.99093796,4432988.27759856,train,0.004307292550634345,70.76790769559798,0.6305350779169987
477513.339835345,4430321.98176289,train,0.004079223034432272,68.10247053678113,0.6177738483501323
475751.494564062,4435485.3597763,train,0.0013851860086558337,22.703558502053593,0.3543523627319289
477624.034953912,4431106.22442181,train,0.004262578415574333,70.10721580147859,0.6281007729102585
478578.955216179,4435857.94086172,train,0.0019333696381873483,32.91610093709913,0.43375864820695054
477759.666049652,4430806.00885653,train,0.0024666648207723216,44.48015189309661,0.4942678565217975
476801.644926592,4434768.70983185,train,0.0016089876193710504,26.772729840595453,0.3893152674795415
479679.272962021,4433069.73710096,train,0.003503227519674108,58.68613991110959,0.5812454427456919
478624.753504868,4431595.33966863,train,0.015969420980249154,100.0,0.8635247362189896
477317.102137586,4432161.03871947,train,0.004300140495086417,70.55752972698733,0.6301478524556382
477389.601427484,4433486.20027707,train,0.004718502804978613,75.32847117380079,0.6515126779849741
477411.101161117,4431327.73178646,train,0.0028703830385070563,50.58129169860681,0.5321179502506942
474662.217253871,4432829.65291504,train,0.009331192405292562,98.78076511697674,0.7871056195429948
482944.330773145,4433965.7794145,train,4.7206002599560145E-4,4.688170748597749,0.1575666946652307
477147.274682764,4434525.32007697,train,0.006099534231115506,82.8037109686872,0.7073225986623433
474441.366368383,4433592.86338531,train,0.004481196092956124,73.87503514414075,0.6397071807934812
