background,x,y,bkd,clay,sand,silt,soc,twi,tpi,fla,rivers,roads,green,slope,BIO3,BIO4,BIO06,aspect
background,473334.9838,4434776.1748,1.27999997138977,24.395299911499,40.144229888916,35.4604721069336,20.9790592193604,3.41644382476807,1.29651165008545,429.547485351562,53.7543029785156,396.150421142578,0.0924341455101967,20.3721256256104,38.5233726501465,557.266357421875,5.65643787384033,66.5274276733398
background,473384.9838,4434626.1748,1.28079116344452,24.9835643768311,39.6240081787109,35.3924293518066,21.1232089996338,5.09275674819946,-1.5706650018692,177.328720092773,43.9137725830078,381.01513671875,0.0997241884469986,10.9111547470093,38.8534202575684,556.740600585938,5.63130903244019,106.945205688477
background,473384.9838,4434826.1748,1.27951323986053,24.22509765625,40.3120613098145,35.4628410339355,20.9951572418213,6.53482294082642,-3.21831941604614,2578.01708984375,17.0139217376709,348.402648925781,0.107652738690376,11.2631969451904,38.4989051818848,557.362854003906,5.65370512008667,180.497207641602
background,473434.9838,4433776.1748,1.2766900062561,28.3818893432617,36.9856758117676,34.6324348449707,22.1086502075195,9.50277328491211,0.408902376890182,1377.09875488281,168.252487182617,50.9225158691406,0.107702061533928,1.58436143398285,38.9781913757324,558.922546386719,5.63135528564453,162.774230957031
background,473434.9838,4436576.1748,1.33734345436096,23.1972217559814,35.2157249450684,41.6018943786621,23.2204341888428,6.95341730117798,-6.50533485412598,2443.32641601562,16.2876415252686,125.240058898926,0.0918459594249725,23.4545783996582,38.3765830993652,562.132080078125,5.61964702606201,209.818069458008
background,473484.9838,4436576.1748,1.33695292472839,23.050350189209,35.2796325683594,41.6809539794922,23.4979381561279,6.81858825683594,-4.14618110656738,2982.75415039062,37.7432975769043,123.764709472656,0.0955328494310379,20.5786075592041,38.3399467468262,562.241516113281,5.62009620666504,208.918197631836
background,473484.9838,4436776.1748,1.32588684558868,23.1703071594238,35.2731094360352,41.5565795898438,24.632495880127,7.55485677719116,0.964373111724854,3428.35302734375,218.000625610352,26.1655445098877,0.115862116217613,9.74197101593018,38.0550537109375,562.777770996094,5.62835788726807,272.25244140625
background,473634.9838,4434626.1748,1.30061066150665,24.6618690490723,40.1230773925781,35.2110786437988,21.5802993774414,8.10418510437012,0.739462077617645,2833.44140625,178.035110473633,186.155639648438,0.108176320791245,4.06032133102417,38.2892112731934,559.506408691406,5.67095136642456,224.329147338867
background,473734.9838,4437576.1748,1.34852039813995,25.0516033172607,31.3073558807373,43.641040802002,25.0026302337646,7.2480616569519,0.212951377034187,1465.46923828125,593.231079101562,107.723907470703,0.111070454120636,4.32324457168579,37.3369255065918,565.25830078125,5.55834245681763,225.394989013672
background,473734.9838,4439326.1748,1.30525851249695,28.3450717926025,33.3042945861816,38.2811012268066,26.7747955322266,6.94688034057617,-0.818050682544708,2008.60717773438,69.7344207763672,739.985778808594,0.0902082547545433,21.8849105834961,37.4270629882812,566.856384277344,5.31543016433716,276.760986328125
background,473784.9838,4436276.1748,1.32230985164642,22.1701812744141,35.7135620117188,42.1549530029297,23.8802375793457,5.93424415588379,-1.601731300354,1733.11669921875,82.7207412719727,228.693649291992,0.0831979364156723,22.9590072631836,38.3017959594727,562.646240234375,5.61837387084961,262.398834228516
background,473784.9838,4437726.1748,0.798180460929871,14.7540082931519,18.6947841644287,26.0812873840332,15.8562431335449,6.98923254013062,0.103303030133247,972.465515136719,651.840637207031,131.502182006836,0.102791249752045,4.30336570739746,37.4642562866211,565.431396484375,5.76271963119507,295.394470214844
