species,X,Y,bkd,clay,sand,silt,soc,twi,tpi,fla,rivers,roads,green,slope,BIO3,BIO4,BIO06,aspect
Phytophthora_PA3_RUN2,478442.710909872,4431462.12210295,1.30426156520844,23.5992660522461,38.7771835327148,37.6235504150391,19.4806728363037,10.0255098342896,0.512329638004303,646.654663085938,70.46142578125,124.00611114502,0.127979651093483,7.28281545639038,40.407585144043,569.057983398438,5.20201063156128,75.8850936889648
Phytophthora_PA3_RUN2,474396.968846775,4433565.31766425,1.27960062026978,25.7551326751709,40.6652641296387,33.5796012878418,20.9895935058594,6.99588203430176,-1.09243845939636,4826.37451171875,497.085327148438,61.6416244506836,0.102128453552723,14.0902013778687,38.6176948547363,564.159240722656,5.43563270568848,124.41764831543
Phytophthora_PA3_RUN2,478611.727895665,4430656.88434673,1.31354141235352,23.6805934906006,39.6474227905273,36.6728057861328,19.0732917785645,7.61997985839844,-1.24697983264923,1456.07531738281,54.7408866882324,13.2999496459961,0.13799948990345,8.20203495025635,41.0096282958984,568.105773925781,5.15557909011841,238.291793823242
Phytophthora_PA3_RUN2,479679.272962021,4433069.73710096,1.30907452106476,24.5292549133301,38.1778030395508,37.2976264953613,23.3786392211914,7.53870058059692,-0.368259072303772,3017.27319335938,123.361717224121,153.961898803711,0.115103274583817,8.37974548339844,39.3082847595215,572.297607421875,5.27066135406494,180.645385742188
Phytophthora_PA3_RUN2,477868.851264658,4435269.53992436,1.29338216781616,24.6007423400879,39.8470611572266,35.591724395752,24.3386898040771,9.15160274505615,-0.0176602154970169,2368.67993164062,293.807586669922,7.5016131401062,0.117238618433475,0.861492991447449,38.0381202697754,576.093505859375,5.16527605056763,94.1419677734375
Phytophthora_PA3_RUN2,473805.036298005,4434472.10105186,1.30089271068573,24.3481674194336,40.2982559204102,35.3276786804199,19.3374900817871,9.05363941192627,0.131151810288429,7170.04931640625,140.911514282227,97.9049758911133,0.122840315103531,3.28416562080383,38.3955497741699,560.153991699219,5.66442537307739,220.901275634766
Phytophthora_PA3_RUN2,474630.007614934,4433940.72457232,1.26449334621429,26.3115215301514,39.7933807373047,33.8950958251953,22.4486351013184,9.2071533203125,0.106773614883423,2773.85131835938,361.517120361328,68.8852920532227,0.0966809242963791,1.11151921749115,38.1974067687988,565.32568359375,5.42028284072876,239.567047119141
Phytophthora_PA3_RUN2,475796.25242747,4435593.23159799,1.27195298671722,25.4067497253418,36.1195297241211,38.4737205505371,23.3321075439453,8.27040767669678,0.0937886759638786,811.67724609375,253.002990722656,116.101600646973,0.0995249822735786,0.932581722736359,38.0724449157715,571.149230957031,5.49552822113037,194.027816772461
Phytophthora_PA3_RUN2,477499.819534493,4433530.09478197,1.3141131401062,23.9220809936523,40.565788269043,35.5295219421387,22.7740840911865,8.58499622344971,-0.253409445285797,3149.06518554688,323.186492919922,62.8898963928223,0.119949489831924,3.39404773712158,38.2939414978027,569.799255371094,5.2965145111084,278.465362548828
Phytophthora_PA3_RUN2,477775.40768978,4431267.01403168,1.2959623336792,23.5274963378906,39.9361267089844,36.5110778808594,17.9881038665771,4.9373459815979,3.52064299583435,259.801422119141,124.50993347168,432.507720947266,0.121612973511219,9.86572742462158,39.6158294677734,569.432067871094,5.28312826156616,228.803970336914
Phytophthora_PA3_RUN2,481387.943667635,4433982.47112763,1.34301054477692,27.8429718017578,37.3253784179688,34.8515625,21.2560195922852,14.1778593063354,-0.145934209227562,5420.5380859375,127.040954589844,122.075004577637,0.110073082149029,0.421771019697189,38.7233390808105,577.069213867188,5.23600387573242,313.408905029297
Phytophthora_PA3_RUN2,481488.577724163,4434030.82045088,1.33550918102264,27.4629192352295,37.1353530883789,35.4166030883789,21.4108200073242,8.79624366760254,-0.138212352991104,3114.75708007812,223.629898071289,37.8601379394531,0.111106187105179,2.44093012809753,38.7262954711914,577.208374023438,5.21964168548584,283.638763427734
Phytophthora_PA3_RUN2,477317.102137586,4432161.03871947,1.25594365596771,24.2699851989746,40.7498321533203,34.9769058227539,21.3369445800781,6.14212036132812,-0.817418217658997,1219.05529785156,249.783447265625,93.9924468994141,0.142442256212234,12.5401773452759,38.8482551574707,569.039794921875,5.32648706436157,190.870635986328
Phytophthora_PA3_RUN2,477513.339835345,4430321.98176289,1.34265625476837,23.2494926452637,39.1354293823242,37.6150817871094,20.1145648956299,16.0719337463379,-0.410321682691574,20940.203125,15.770058631897,173.481918334961,0.100332856178284,0.596942067146301,41.4387969970703,566.492858886719,5.09653377532959,155.980102539062
Phytophthora_PA3_RUN2,473718.178754241,4434680.63262233,1.30061078071594,24.5105895996094,40.1453704833984,35.3090515136719,20.6620578765869,8.99341678619385,-0.0539427399635315,6311.01611328125,274.928344726562,98.0240097045898,0.119443468749523,3.06415367126465,38.264030456543,559.830017089844,5.66010046005249,217.132583618164
Phytophthora_PA3_RUN2,478578.955216179,4435857.94086172,1.27998495101929,25.9491424560547,35.6729736328125,38.3774909973145,23.5724849700928,9.22524642944336,0.049849160015583,4171.00244140625,263.427032470703,13.0418300628662,0.124131865799427,1.88564157485962,38.079761505127,577.096374511719,5.0900297164917,164.047454833984
Phytophthora_PA3_RUN2,473815.130164937,4434738.96550454,1.30061078071594,24.6953086853027,39.8156661987305,35.4390258789062,20.0318183898926,9.14763450622559,-0.0557185374200344,6072.0009765625,368.009216308594,29.5770397186279,0.113197520375252,2.61259508132935,38.232551574707,560.057250976562,5.6508846282959,221.828506469727
Phytophthora_PA3_RUN2,478664.499375238,4431013.90701039,1.28685474395752,23.3142147064209,39.1759223937988,37.5048370361328,19.0576858520508,7.53530836105347,0.162589892745018,2107.43017578125,62.5394020080566,67.7574768066406,0.129325270652771,3.72550582885742,40.5645561218262,569.221496582031,5.17794895172119,212.266525268555
Phytophthora_PA3_RUN2,477389.601427484,4433486.20027707,1.31760907173157,23.7620811462402,41.3759765625,34.8643226623535,22.2889385223389,8.69656085968018,0.458408117294312,2570.08203125,212.267959594727,60.782283782959,0.112870417535305,3.15118813514709,38.3489418029785,569.602966308594,5.30027151107788,272.560302734375
