x,y,Phytophthora_PA3_RUN10 logistic values
473334.9838,4433776.1748,0.44436938
473384.9838,4435076.1748,0.42252603
473434.9838,4433926.1748,0.6443489
473434.9838,4434826.1748,0.6320256
473434.9838,4434876.1748,0.4762253
473484.9838,4435276.1748,0.14838749
473534.9838,4433426.1748,0.51485306
473534.9838,4434076.1748,0.6970346
473534.9838,4436726.1748,0.78253144
473584.9838,4434926.1748,0.7048924
473584.9838,4435376.1748,0.17741713
473634.9838,4433526.1748,0.60274816
473634.9838,4436476.1748,0.4655178
473634.9838,4439176.1748,0.009972664
473684.9838,4433626.1748,0.5638344
473684.9838,4437376.1748,0.113183945
473734.9838,4436676.1748,0.49060264
473784.9838,4434276.1748,0.6547567
473784.9838,4434826.1748,0.67650515
473784.9838,4434876.1748,0.7760096
473834.9838,4434276.1748,0.7696282
473834.9838,4435476.1748,0.23392853
473834.9838,4435926.1748,0.30779576
473834.9838,4437726.1748,0.1840208
473884.9838,4433476.1748,0.356545
473884.9838,4434026.1748,0.51339024
473884.9838,4434426.1748,0.8502909
473884.9838,4435426.1748,0.45887452
473884.9838,4436176.1748,0.48476097
473934.9838,4436176.1748,0.47794783
473934.9838,4437476.1748,0.15123099
473934.9838,4437676.1748,0.18995722
473984.9838,4436026.1748,0.3858534
474034.9838,4437426.1748,0.12573504
474134.9838,4433726.1748,0.51852375
474134.9838,4434126.1748,0.5514017
474134.9838,4437476.1748,0.27049515
474134.9838,4438976.1748,0.022124631
474184.9838,4433426.1748,0.54058623
474184.9838,4434426.1748,0.723148
474184.9838,4434776.1748,0.53462505
474184.9838,4437776.1748,0.15355483
474184.9838,4440226.1748,0.009703919
474234.9838,4433426.1748,0.63975805
474234.9838,4433476.1748,0.5772671
474234.9838,4440026.1748,0.011051593
474284.9838,4436976.1748,0.071716785
474284.9838,4439426.1748,0.025436843
474334.9838,4433276.1748,0.34973282
474334.9838,4434476.1748,0.7794864
474384.9838,4432526.1748,0.58720905
474384.9838,4434876.1748,0.7304827
474384.9838,4435176.1748,0.6505268
474384.9838,4439376.1748,0.03302728
474384.9838,4440226.1748,0.04005012
474434.9838,4433676.1748,0.42406878
474484.9838,4437426.1748,0.1364322
474484.9838,4437876.1748,0.0081250705
474484.9838,4439126.1748,0.017565211
474534.9838,4433976.1748,0.64864546
474534.9838,4436026.1748,0.1510753
474534.9838,4438876.1748,0.004973701
474584.9838,4435526.1748,0.4379637
474584.9838,4439526.1748,0.016087243
474634.9838,4435226.1748,0.18366417
474634.9838,4438476.1748,0.010972012
474634.9838,4440876.1748,0.0014270758
474684.9838,4433126.1748,0.45224032
474684.9838,4434226.1748,0.49148452
474684.9838,4437276.1748,0.08052361
474684.9838,4440226.1748,0.07471736
474684.9838,4440776.1748,0.0043124794
474734.9838,4436226.1748,0.20315903
474784.9838,4432226.1748,0.25088307
474784.9838,4432626.1748,0.45302925
474784.9838,4434976.1748,0.5388926
474784.9838,4436826.1748,0.3166256
474784.9838,4436976.1748,0.3549758
474784.9838,4437726.1748,0.012236209
474784.9838,4437976.1748,0.020496946
474784.9838,4440076.1748,0.05658981
474784.9838,4440276.1748,0.06147446
474784.9838,4440926.1748,0.003250262
474884.9838,4432776.1748,0.63772553
474934.9838,4438176.1748,0.010378226
474934.9838,4439426.1748,0.010955252
474984.9838,4435676.1748,0.4398428
474984.9838,4436476.1748,0.33908373
474984.9838,4436776.1748,0.19318068
474984.9838,4440776.1748,0.0029512837
474984.9838,4441326.1748,9.4884395E-4
475034.9838,4432726.1748,0.565542
475034.9838,4432776.1748,0.5225304
475034.9838,4435926.1748,0.19099446
475034.9838,4437426.1748,0.023073688
475034.9838,4440826.1748,0.0019356016
475084.9838,4431676.1748,0.7520661
475084.9838,4437676.1748,0.017461218
475084.9838,4438376.1748,0.012496353
475084.9838,4439926.1748,0.08630621
475134.9838,4431526.1748,0.67349786
475134.9838,4432326.1748,0.48595348
475134.9838,4436976.1748,0.30947396
475134.9838,4437576.1748,0.008582887
475184.9838,4431026.1748,0.40269107
475184.9838,4436126.1748,0.098167054
475184.9838,4436426.1748,0.11921287
475184.9838,4436626.1748,0.40296227
475184.9838,4438626.1748,0.020395294
475184.9838,4439626.1748,0.022160929
475184.9838,4439776.1748,0.036303084
475184.9838,4440976.1748,0.0013562493
475234.9838,4430576.1748,0.51575285
475234.9838,4430676.1748,0.40157315
475234.9838,4440076.1748,0.06320755
475234.9838,4441776.1748,4.6363796E-4
475284.9838,4431876.1748,0.6872279
475284.9838,4432826.1748,0.08424532
475284.9838,4436526.1748,0.14415489
475284.9838,4436626.1748,0.37236264
475284.9838,4437326.1748,0.020518197
475284.9838,4438526.1748,0.016985629
475284.9838,4440876.1748,6.962114E-4
475334.9838,4431576.1748,0.7528924
475334.9838,4432376.1748,0.27485362
475334.9838,4435176.1748,0.34447628
475334.9838,4438376.1748,0.017511029
475334.9838,4439126.1748,0.010913658
475334.9838,4441526.1748,6.284943E-4
475334.9838,4442176.1748,0.001459163
475384.9838,4430926.1748,0.53520185
475384.9838,4431026.1748,0.58580285
475384.9838,4432526.1748,0.21828647
475384.9838,4432576.1748,0.5130583
475384.9838,4441176.1748,7.538523E-4
475384.9838,4442476.1748,0.0016832815
475434.9838,4430676.1748,0.46039373
475434.9838,4435226.1748,0.4015309
475434.9838,4441826.1748,0.0026522637
475484.9838,4430626.1748,0.35187873
475484.9838,4432476.1748,0.27178767
475484.9838,4432976.1748,0.5067124
475484.9838,4434176.1748,0.3698298
475484.9838,4435476.1748,0.4213176
475484.9838,4439776.1748,0.034576077
475584.9838,4433876.1748,0.22997186
475584.9838,4436476.1748,0.04307076
475584.9838,4437626.1748,0.011269392
475584.9838,4438076.1748,0.02065235
475584.9838,4438326.1748,0.010221011
475584.9838,4440176.1748,0.018867135
475584.9838,4441826.1748,0.0016626538
475634.9838,4435676.1748,0.19620554
475634.9838,4436176.1748,0.08130834
475634.9838,4437676.1748,0.0067699854
475634.9838,4440226.1748,0.036337644
475634.9838,4440526.1748,0.005954094
475634.9838,4441476.1748,6.238177E-4
475634.9838,4442376.1748,6.904104E-4
475684.9838,4430526.1748,0.47272024
475684.9838,4433276.1748,0.5366009
475684.9838,4435126.1748,0.27861264
475684.9838,4436126.1748,0.15111135
475684.9838,4440526.1748,0.007401473
475684.9838,4440676.1748,0.003608466
475734.9838,4435076.1748,0.31181732
475734.9838,4435926.1748,0.20639707
475734.9838,4439326.1748,0.0074536474
475784.9838,4432926.1748,0.4131146
475784.9838,4433726.1748,0.58125955
475784.9838,4436576.1748,0.07044257
475784.9838,4437176.1748,0.0061673475
475834.9838,4430026.1748,0.6048205
475834.9838,4430526.1748,0.2519597
475834.9838,4431776.1748,0.5890723
475834.9838,4433676.1748,0.45288593
475834.9838,4434726.1748,0.5068217
475834.9838,4439676.1748,0.014211065
475834.9838,4441726.1748,0.0038907467
475834.9838,4442376.1748,0.0010062193
